,X,Y,Island,TMK,Uid,In_2017_CP_zone,BlockBk_ID,BlockGp_ID,Track_ID,Flikr_ID,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,Weighted_Priority_mean
0,-157.131945515,21.144227322,Molokai,251002036,-157.13194_21.14422,False,21593,779,295,flk_2044_Maui,22.776666666666667,0.0,0.0,5.353862863637844,36.502830105875155,80.86657186066665,22.917938543159533,17.848938259012417,19.849126907562923,10.37869939717612,0.0,0.1998001998001998,0.0,198.0,88.52632415723812,33.54805059738637
1,-157.25780595699996,21.1479159589,Molokai,251002044,-157.25780_21.14791,False,21243,779,295,flk_2179_Maui,22.776666666666667,0.0,0.0,14.402016529990053,29.052394175526402,107.39970317472097,10.941722823385724,11.42530524479865,34.60311000935485,10.37869939717612,0.0,2.1978021978021984,99.0,99.0,26.681802395815495,31.190614841015808
2,-157.24613583200002,21.1902878931,Molokai,251003011,-157.24613_21.19028,False,22551,779,295,flk_2413_Maui,53.93714285714285,0.0,0.0,99.56140660041982,154.11662295890721,98.4648629479668,11.277304526297868,11.29125498698977,186.15251492489045,121.32341852878328,0.0,10.189810189810188,198.0,198.0,33.12574967741094,78.36267254657461
3,-157.208562065,21.1570360599,Molokai,251004008,-157.20856_21.15703,False,23353,779,295,flk_2294_Maui,40.4,0.0,0.0,5.467193875330023,46.04128250709828,80.24231336025966,13.73737862431515,13.159081304367515,13.847340999013896,10.37869939717612,0.0,36.16383616383617,198.0,198.0,31.17491327489009,45.7741359670858
4,-157.21922995099996,21.1773825601,Molokai,251004020,-157.21922_21.17738,False,22551,779,295,flk_2377_Maui,29.926666666666666,0.0,0.0,8.454732119778866,31.903874782668304,93.47805054280826,12.871119546005465,12.39590525856766,20.13148319541728,10.37869939717612,200.0,34.16583416583417,198.0,300.0,32.19136719265939,65.59318219117215
5,-157.210939878,21.1725311087,Molokai,251004023,-157.21093_21.17253,False,22551,779,295,flk_2377_Maui,40.4,0.0,0.0,6.5178007258578905,30.425929506754336,89.67868021487966,13.460618250205183,12.79659506198851,19.93372693892315,10.37869939717612,200.0,34.16583416583417,198.0,300.0,32.19136719265939,65.86328343028522
6,-157.20814218199996,21.166625641,Molokai,251004027,-157.20814_21.16662,False,20275,779,295,flk_2377_Maui,40.4,0.0,0.0,5.9306077380121245,14.311839881486069,86.08099359917715,13.709121037283076,13.013590842888373,17.830008520846775,10.37869939717612,200.0,34.16583416583417,198.0,300.0,32.19136719265939,64.40080415835754
7,-157.24633015,21.1831919436,Molokai,251005001,-157.24633_21.18319,False,22551,779,295,flk_2377_Maui,22.776666666666667,99.0,0.0,66.2576855124656,42.67887631367608,101.59593074562241,11.334685117357203,11.38394344325212,298.57270452855096,64.06162800924317,200.0,34.16583416583417,198.0,300.0,32.19136719265939,98.80128811302185
8,-157.245873819,21.183172078800002,Molokai,251005003,-157.24587_21.18317,False,22551,779,295,flk_2377_Maui,22.776666666666667,0.0,0.0,60.1035653720826,38.970433734836824,101.59593074562241,11.356845696900507,11.398564012483622,248.74962548430085,92.69252326901321,200.0,34.16583416583417,198.0,300.0,32.19136719265939,90.13342375602669
9,-157.245437168,21.1831273723,Molokai,251005005,-157.24543_21.18312,False,22551,779,295,flk_2377_Maui,22.776666666666667,0.0,0.0,54.972850941756846,35.79027900802791,101.59593074562241,11.378354493085034,11.412940664332037,208.26374328816905,92.69252326901321,200.0,34.16583416583417,198.0,300.0,32.19136719265939,86.88269936234445
10,-157.243896021,21.1832124341,Molokai,251005012,-157.24389_21.18321,False,22551,779,295,flk_2377_Maui,22.776666666666667,0.0,0.0,42.966004669991555,28.50248767648406,100.96537378021154,11.452774074117265,11.460575855551882,113.93266719510125,121.32341852878328,200.0,34.16583416583417,198.0,300.0,32.19136719265939,81.18247798702673
11,-157.243012908,21.183229935099998,Molokai,251005016,-157.24301_21.18322,False,22551,779,295,flk_2377_Maui,22.776666666666667,0.0,0.0,38.098418267264506,27.106910346764117,100.96537378021154,11.49612728361664,11.488468999374495,87.02638225074278,114.16569202363311,200.0,34.16583416583417,198.0,300.0,32.19136719265939,78.49874939845115
12,-157.22836133299998,21.172954104200002,Molokai,251006007,-157.22836_21.17295,False,20129,779,295,flk_2353_Maui,22.776666666666667,0.0,0.0,11.094989573056242,61.52033815423081,96.67565299518327,12.365836449671395,12.13394982528174,25.824824771853987,13.957561304663624,200.0,6.193806193806195,198.0,300.0,33.86584186066529,66.29396451967196
13,-157.22915495999996,21.172329430999998,Molokai,251006008,-157.22915_21.17232,False,20129,779,295,flk_2353_Maui,29.926666666666666,0.0,0.0,11.376435675627857,58.27173148804369,97.85569454996049,12.325169317815199,12.114927831308938,27.870312127022483,13.957561304663624,200.0,6.193806193806195,198.0,300.0,33.86584186066529,66.78387646770537
14,-157.257528248,21.1670862932,Molokai,251006063,-157.25752_21.16708,False,22551,779,295,flk_2250_Maui,66.44333333333333,300.0,0.0,73.80765811736926,74.99632703083056,110.23614065354525,10.914277735504577,11.233507092835064,400.0,10.37869939717612,200.0,4.195804195804196,99.0,0.0,28.492660960912353,92.64656056782071
