Name_ID,Track_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,Final_Cat_Ranking,Fin_Rank
 : West Moloka'i: T#295: CPs=560,295,57.78672849568396,560,50.00806394557823,2.4964285714285714,8.571428571428571,24.82220062740414,67.70474727205078,67.00137861266302,62.69279814230714,21.45170689797842,38.799164182786356,102.11259470856928,29.285714285714285,7.945625802768661,178.0125,165.54642857142858,40.350147243153366,Low,3.0
 : East Moloka'i: T#318: CPs=720,318,99.92473408582555,720,63.99864834656084,28.079166666666666,1.4583333333333333,124.91325459085411,73.62943701317728,107.32903898782583,87.52817189763162,110.59966024595356,171.23599345887723,148.24793480900942,6.388888888888889,4.57042957042957,240.07083333333333,155.64166666666668,176.31277253313033,High,1.0
