X,Y,Island,TMK,Uid,In_2017_CP_zone,BlockBk_ID,BlockGp_ID,Track_ID,Flikr_ID,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,rainfall_in_Rank,Wave_pwr_Rank,OSDS_Density_perAcre_Rank,UserDays_Rank,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,Swim_beach_Rank,Fish_Rank,Coral_Rank,Priority_mean
-156.761173444,21.0952057232,Molokai,257001001,-156.76117_21.09520,,19923,787,318,flk_2060_Maui,100.0,27.634757736988707,6.460802548857767,24.77792535965316,,14.19169447813877,37.582632607445376,12.436507786780442,1.0989010989010992,33.221666666666664,0,0,0,66,66,27.814634877388
-156.761875073,21.0960926881,Molokai,257001003,-156.76187_21.09609,,20341,787,318,flk_2059_Maui,36.54664361727256,22.12749284897318,6.477960019544211,24.875835915630216,56.546260475078434,14.19169447813877,37.582632607445376,13.3312277205755,2.097902097902098,36.79666666666666,0,0,0,66,66,25.504954429815136
-156.761994535,21.0963998215,Molokai,257001004,-156.76199_21.09639,,20341,787,318,flk_2059_Maui,30.850785359383625,21.40837324939567,6.474802751083625,24.96242938778022,46.805182214605274,14.19169447813877,37.582632607445376,13.3312277205755,2.097902097902098,38.721666666666664,0,0,0,66,66,24.561779768865122
-156.987891049,21.0791126156,Molokai,254011046,-156.98789_21.07911,,22769,845,318,flk_1868_Maui,18.79134834935403,10.845698898674971,11.388325384901277,17.503663321854095,27.618260287795476,65.93377130413757,100.0,50.014564473498574,2.097902097902098,31.296666666666663,0,0,0,100,33,31.232680052318983
-156.987065283,21.0788217208,Molokai,254011049,-156.98706_21.07882,,22769,845,318,flk_1868_Maui,18.833718016855656,8.697558164512754,11.608964534168704,17.790549362561233,30.84707814867319,64.9511885609718,100.0,51.80400434108869,2.097902097902098,31.296666666666663,0,0,0,100,33,31.39517532622672
-157.002482296,21.0828873401,Molokai,254012035,-157.00248_21.08288,,21431,789,318,flk_1884_Maui,18.205905810580578,8.867105831184228,8.579740389480897,13.701025012813487,25.128280755554005,68.58662994352667,98.79893532148687,76.85607222101316,4.095904095904095,31.296666666666663,0,0,0,100,66,34.67441773654738
-157.002373244,21.0830353957,Molokai,254012036,-157.00237_21.08303,,21431,789,318,flk_1884_Maui,17.45274063993187,8.676224895821774,8.58845839947635,13.71307596505218,23.744570290403054,68.58662994352667,98.79893532148687,76.85607222101316,4.095904095904095,31.296666666666663,0,0,0,100,66,34.52061856261885
-157.00226492,21.0831834373,Molokai,254012037,-157.00226_21.08318,,21431,789,318,flk_1884_Maui,16.847761355379642,8.948222042386174,8.59701420563675,13.724902512874623,22.23840909133319,68.58662994352667,98.79893532148687,78.64551208860328,4.095904095904095,27.721666666666664,0,0,0,100,66,34.2803304882532
-157.002155914,21.0833315754,Molokai,254012038,-157.00215_21.08333,,21431,789,318,flk_1884_Maui,16.263980557484036,9.226943112973167,8.605592663604108,13.736764210503956,21.536810838709563,65.5994697520958,98.79893532148687,78.64551208860328,4.095904095904095,27.721666666666664,0,0,0,100,66,34.015438620535434
-157.002047288,21.0834792032,Molokai,254012039,-157.00204_21.08347,,21431,789,318,flk_1884_Maui,15.704545261751404,9.51364139358604,8.6140752305424,13.748495513379602,20.931205374574226,65.5994697520958,98.79893532148687,94.75010983156572,4.095904095904095,27.721666666666664,0,0,0,100,66,35.03186989610352
-157.00193667,21.0836276311,Molokai,254012040,-157.00193_21.08362,,21431,789,318,flk_1884_Maui,15.166041272397862,9.819110832327821,8.622726851909816,13.760466771434293,20.31865506962393,65.5994697520958,98.79893532148687,94.75010983156572,4.095904095904095,27.721666666666664,0,0,0,100,66,34.97687243102753
-157.001610135,21.0840709493,Molokai,254012043,-157.00161_21.08407,,21431,789,318,flk_1884_Maui,13.702507895659597,10.98704437519765,8.647639846945562,13.794944767450982,19.74864545610355,65.5994697520958,98.79893532148687,92.96102200269047,4.095904095904095,31.296666666666663,0,0,0,100,66,35.04218534534675
-157.001389198,21.084370202,Molokai,254012045,-157.00138_21.08437,,21431,789,318,flk_1884_Maui,12.849319381980811,12.005279742867407,8.664175844480285,13.817845884356004,18.332839722250753,65.5994697520958,98.79893532148687,97.4346306982995,4.095904095904095,27.721666666666664,0,0,0,100,66,35.02133780735922
-157.001153601,21.0846871522,Molokai,254012047,-157.00115_21.08468,,21431,789,318,flk_1884_Maui,12.036553759026546,13.18938203550677,8.681590981987759,13.841983100354904,17.726016987800246,64.69260075871016,98.79893532148687,97.4346306982995,4.095904095904095,27.721666666666664,0,0,0,100,66,34.9479509603829
-157.001031475,21.0848536141,Molokai,254012048,-157.00103_21.08485,,21431,789,318,flk_1884_Maui,11.64729422813086,13.841707009839851,8.690385834902104,13.85417624958823,17.08517870336564,64.69260075871016,98.79893532148687,81.32967188998846,4.095904095904095,27.721666666666664,0,0,0,100,66,33.85050138390553
-157.000902245,21.0850319968,Molokai,254012049,-157.00090_21.08503,,21431,789,318,flk_1884_Maui,11.257368466430497,14.547781324403466,8.699483609223213,13.866791913385306,16.150981627438675,64.69260075871016,98.79893532148687,81.32967188998846,4.095904095904095,27.721666666666664,0,0,0,100,66,33.81074571157583
-157.000764133,21.0852203285,Molokai,254012050,-157.00076_21.08522,,21431,789,318,flk_1884_Maui,10.872550316882904,15.416218717390013,8.709200251712131,13.880275567799053,15.54989900954135,64.69260075871016,98.79893532148687,95.64464923268649,4.095904095904095,31.296666666666663,0,0,0,100,66,34.997126662585316
-157.000618396,21.0854196536,Molokai,254012051,-157.00061_21.08541,,21431,789,318,flk_1884_Maui,10.489148883124885,16.687294554978884,8.719292138622546,13.894287137566726,14.674605173368754,64.69260075871016,98.79893532148687,95.64464923268649,4.095904095904095,31.296666666666663,0,0,0,100,66,34.9995589308744
-157.00046496,21.0856299685,Molokai,254012052,-157.00046_21.08562,,21431,789,318,flk_1884_Maui,10.108464686546668,18.122665312356926,8.729745144891146,13.90880892772402,14.13463400797283,61.66620661319102,98.79893532148687,76.85607222101316,4.095904095904095,27.721666666666664,0,0,0,100,66,33.342873533183564
-157.00030255,21.0858529921,Molokai,254012053,-157.00030_21.08585,,21431,789,318,flk_1884_Maui,9.72980790870244,19.671201059382998,8.740619390971638,13.923926633565062,13.286316707436374,61.66620661319102,98.79893532148687,76.85607222101316,4.095904095904095,27.721666666666664,0,0,0,100,66,33.36604377455469
-157.00013604,21.0860836449,Molokai,254012054,-157.00013_21.08608,,21431,789,318,flk_1884_Maui,9.363610954676204,21.299533222549556,8.751480147888044,13.939036627026557,12.81806429265067,61.66620661319102,98.79893532148687,67.01415294926753,4.095904095904095,31.296666666666663,0,0,0,100,66,33.00290605942048
-156.953399531,21.0664068094,Molokai,254013003,-156.95339_21.06640,,20152,845,318,flk_1831_Maui,67.98989446594176,7.9601784640340885,48.979995762179676,52.11178978365678,31.637133752322733,70.56087584798298,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,33,0,0,100,66,42.605094056027625
-156.954364232,21.0665937668,Molokai,254013007,-156.95436_21.06659,,20152,845,318,flk_1830_Maui,73.94180880009732,6.701116205033941,45.5302275317234,49.56578688749475,31.297751292141267,70.26155426151588,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,0,0,0,100,66,40.27565251615353
-156.954541164,21.066611179,Molokai,254013008,-156.95454_21.06661,,20152,845,318,flk_1830_Maui,74.49057721968349,6.51956697283837,44.90751901798029,49.11970048690767,31.297751292141267,70.26155426151588,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,0,0,0,100,66,40.228880801024225
-156.954719376,21.0666206915,Molokai,254013009,-156.95471_21.06662,,20152,845,318,flk_1830_Maui,75.81278979508363,6.349926697143947,44.28376259393737,48.67655173734691,31.297751292141267,70.26155426151588,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,0,0,0,100,66,40.234591942764354
-156.795843313,21.0737565421,Molokai,257007034,-156.79584_21.07375,,20341,787,318,flk_1871_Maui,24.118061225414188,64.53343922955449,12.903527521751512,21.876731249566493,45.16344093853096,17.410364881342463,100.0,17.804827389550788,4.095904095904095,33.221666666666664,0,0,0,66,33,29.341864213218777
-157.097323942,21.169167749,Molokai,252024010,-157.09732_21.16916,,20370,779,295,flk_2442_Maui,2.4478912759238107,19.780525828039163,6.2999040203967365,4.850909233202825,4.358558692077033,38.8559805778091,7.932333463257859,4.384109622328354,0.0999000999000999,13.466,0,0,0,100,33,15.698407520862334
-157.09888084,21.1695035542,Molokai,252024011,-157.09888_21.16950,,20370,779,295,flk_2441_Maui,2.444859865288241,13.920511263172877,6.182081459714653,4.81476919912323,4.4944022354746265,39.28756871990035,8.161117656683519,4.384109622328354,0.0999000999000999,17.756,0,0,0,66,66,15.56968800810573
-157.087242749,21.1631732992,Molokai,252024014,-157.08724_21.16317,,21219,779,295,flk_2467_Maui,2.219265194522491,9.156919321469164,7.296871059685841,5.1635050595868055,4.21167029641826,38.08596250209375,7.932333463257859,3.4893896885332962,0.0999000999000999,13.466,0,0,0,100,33,14.941454445697838
-157.086648548,21.1719888709,Molokai,252025002,-157.08664_21.17198,,23366,829,295,flk_2468_Maui,3.2067093579675703,7.343794264255124,7.067742382609864,5.023330393159873,4.114274949610704,35.61096576477491,7.932333463257859,4.384109622328354,0.0999000999000999,13.466,0,0,0,100,33,14.749944019857624
-157.087260427,21.1761996486,Molokai,252025004,-157.08726_21.17619,,22042,829,295,flk_2446_Maui,3.971755074041022,8.430681936891032,6.852270477349457,4.938159537963065,4.113936466861297,35.7878985267798,7.844831955511869,3.4893896885332962,0.0999000999000999,13.466,0,0,0,100,33,14.799654917588727
-156.76241159,21.0954358211,Molokai,257003086,-156.76241_21.09543,,20341,787,318,flk_2059_Maui,44.75551193445315,15.281575845072707,6.541626870371661,24.324545139923558,41.5280929403168,14.19169447813877,37.582632607445376,12.436507786780442,2.097902097902098,30.3625,0,0,0,66,66,24.073505980026972
-156.770308387,21.0900094719,Molokai,257004001,-156.77030_21.09000,,20341,787,318,flk_2023_Maui,56.72748700139155,7.962886490819883,7.42897627382255,19.4901342200209,60.7393854747589,13.666076620718147,36.467863290383406,7.068251370446097,0.0999000999000999,25.0,0,0,0,66,66,24.4433973894841
-156.772788062,21.0878302443,Molokai,257004008,-156.77278_21.08783,,19923,787,318,flk_1988_Maui,38.340950882349176,25.746505791726747,7.781768684876314,18.226369695930174,40.168573996607854,13.839565691893274,36.467863290383406,12.436507786780442,3.0969030969030973,33.221666666666664,66,0,0,66,66,28.48844503894114
-156.773634703,21.0872370847,Molokai,257004009,-156.77363_21.08723,,19923,787,318,flk_1987_Maui,46.27794802729402,88.51604027148693,7.901906908967233,17.867151032869156,42.11072751510647,14.218787126844646,100.0,10.6471130523589,12.08791208791209,27.721666666666664,33,0,0,66,33,33.28995017930041
-156.77535515,21.0894345768,Molokai,257004010,-156.77535_21.08943,,20341,787,318,flk_1987_Maui,15.349178885757514,100.0,7.971239321043219,17.922191130742707,56.20555194672519,13.554511001321643,100.0,7.068251370446097,12.08791208791209,33.221666666666664,0,0,0,66,33,30.825366827374342
-156.774660355,21.0865823461,Molokai,257004019,-156.77466_21.08658,,19923,787,318,flk_1987_Maui,34.531410865659964,29.842602638434855,8.049051598943976,17.464757391730963,48.33883222409316,13.923926894784856,100.0,8.8576822114025,12.08791208791209,33.221666666666664,33,0,0,66,33,29.221189505308597
-156.791581386,21.0764430127,Molokai,257006008,-156.79158_21.07644,,19923,787,318,flk_1879_Maui,20.70088773794694,13.705138423377338,11.512908299191999,19.674836258588854,60.71051571876702,16.218389582002818,65.0612052769873,7.962971304241156,0.0999000999000999,13.466,33,0,0,66,33,24.074183513400232
-156.791309654,21.076650451,Molokai,257006009,-156.79130_21.07665,,19923,787,318,flk_1887_Maui,22.588229990651946,15.644852762927835,11.430831541941162,19.54394348517326,57.8774818947835,15.180581618643558,65.0612052769873,8.8576822114025,0.0999000999000999,17.756,33,0,0,66,33,24.40271392549408
-156.789555597,21.077628896,Molokai,257006014,-156.78955_21.07762,,19923,787,318,flk_1887_Maui,44.314035266512086,72.46456767756199,10.955429715026382,18.779753391542705,59.71992187882559,15.323877267975366,65.0612052769873,7.068251370446097,0.0999000999000999,33.221666666666664,0,0,0,66,33,28.40057390742962
-156.78581896,21.0805712367,Molokai,257006020,-156.78581_21.08057,,19923,787,318,flk_1899_Maui,44.36022377530321,38.73718355935918,9.999053929761535,17.234482670179773,53.197800196696534,14.618339647143438,100.0,5.278820529489697,0.0999000999000999,36.79666666666666,0,0,0,66,33,27.95483140496668
-156.79344031,21.0764995598,Molokai,257006035,-156.79344_21.07649,,20341,787,318,flk_1871_Maui,14.919255731134465,9.699543315860634,11.96723448747729,20.413022327687226,20.309300861850083,16.178009122655077,100.0,7.962971304241156,4.095904095904095,17.756,0,0,0,66,33,21.486749416454003
-157.000113967,21.1614974851,Molokai,252019008,-157.00011_21.16149,,21897,829,295,flk_2057_Maui,3.464469396922523,29.722785574497223,44.13198002947027,7.690858084677428,1.4942795578033037,18.445994694363925,100.0,4.384109622328354,0.0999000999000999,33.221666666666664,0,0,0,33,66,22.777069581775322
-157.007308604,21.1618966359,Molokai,252020005,-157.00730_21.16189,,20813,829,295,flk_2087_Maui,3.3137222323911177,10.587500235401256,28.132050887936984,7.450107571941092,1.622027245793695,19.497262104289987,59.79760571246613,60.75120367903927,0.0999000999000999,33.221666666666664,0,0,0,0,33,17.16486976238842
-157.007442058,21.1621075364,Molokai,252020006,-157.00744_21.16210,,20813,829,295,flk_2087_Maui,3.341364858404911,11.351141353087339,27.99229976975998,7.434945992432633,1.6306010034862994,19.448524867334562,59.79760571246613,60.75120367903927,0.0999000999000999,36.79666666666666,0,0,0,0,33,17.442950266838526
-157.007559448,21.1623443059,Molokai,252020007,-157.00755_21.16234,,20813,829,295,flk_2087_Maui,3.374832951785902,12.322006722739912,27.876779376976973,7.418985540348038,1.6355063002769843,19.448524867334562,59.79760571246613,60.75120367903927,0.0999000999000999,33.221666666666664,0,0,0,0,33,17.263134127835638
-157.007393528,21.1624702964,Molokai,252020008,-157.00739_21.16247,,20813,829,295,flk_2087_Maui,3.406358587232308,12.772728262822175,28.14902378981016,7.4174534152988665,1.6336816568803714,19.448524867334562,59.79760571246613,65.22471308167741,0.0999000999000999,33.221666666666664,0,0,0,0,33,17.611443742672584
-157.007152913,21.1625573022,Molokai,252020009,-157.00715_21.16255,,20813,829,295,flk_2466_Maui,3.4360363267906235,12.938739462181728,28.531187306155587,7.42019819379469,1.632245115453902,19.448524867334562,8.161117656683519,73.27719248583294,0.0999000999000999,33.221666666666664,0,0,0,66,66,21.344453878719623
-157.089752949,21.1727039236,Molokai,252025005,-157.08975_21.17270,,21240,829,295,flk_2468_Maui,3.15671931578566,16.72586265058693,6.7797291542483205,4.947402510053856,4.256111663852894,36.91681566764103,7.932333463257859,5.278820529489697,0.0999000999000999,13.466,0,0,0,100,33,15.50397967032109
-157.091020857,21.1727180707,Molokai,252025007,-157.09102_21.17271,,21240,829,295,flk_2468_Maui,3.109112017328931,20.733689453873545,6.677737703684786,4.921550419988268,4.304456066454724,36.91681566764103,7.932333463257859,4.384109622328354,0.0999000999000999,13.466,0,0,0,100,33,15.703046967630508
-157.091933999,21.1772032755,Molokai,252025009,-157.09193_21.17720,,22042,829,295,flk_2445_Maui,3.856873592512724,12.504605966403807,6.457928192913384,4.830418395500826,4.329085813505016,37.02125397616576,7.844831955511869,3.4893896885332962,0.0999000999000999,13.466,0,0,0,100,33,15.126685845396452
-157.093634938,21.1775684407,Molokai,252025010,-157.09363_21.17756,,20716,829,295,flk_2468_Maui,3.800967086668882,12.074622555271453,6.325218763869896,4.792227696724832,4.381644277081343,37.568208205325924,7.932333463257859,5.278820529489697,0.0999000999000999,13.466,0,0,0,100,33,15.247996178505998
-157.096750873,21.178237741,Molokai,252025012,-157.09675_21.17823,,20716,829,295,flk_2468_Maui,3.7300304879334867,16.353032187096545,6.095475705348137,4.723628138183138,4.868809713593395,37.81460615087639,7.932333463257859,5.278820529489697,0.0999000999000999,13.466,0,0,0,100,33,15.557509098378583
-157.099191507,21.1748285179,Molokai,252026001,-157.09919_21.17482,,20641,829,295,flk_2442_Maui,3.0811786266356123,17.268705637410758,6.0326428001870305,4.729490305028085,4.85901769011372,38.81375429434185,7.932333463257859,7.962971304241156,0.0999000999000999,13.466,0,0,0,100,33,15.816399614741078
-157.097788608,21.1807053162,Molokai,252026002,-157.09778_21.18070,,20641,829,295,flk_2468_Maui,4.366924697227475,11.037168850687342,5.955924849484084,4.667349262866169,5.3452527398792045,37.61505907296602,7.932333463257859,4.384109622328354,0.0999000999000999,13.466,0,0,0,100,33,15.191334843906441
-157.100381056,21.1767731183,Molokai,252026004,-157.10038_21.17677,,20641,829,295,flk_2467_Maui,3.3746186491192125,22.10352087302121,5.907209544760115,4.67870509278236,5.213477105667398,39.01145873629791,7.932333463257859,3.4893896885332962,0.0999000999000999,13.466,0,0,0,100,33,15.885107550222632
-157.100511274,21.182983786,Molokai,252026005,-157.10051_21.18298,,20641,829,295,flk_2467_Maui,5.0011284647977865,17.219449666677846,5.729340482114453,4.5857314815380725,5.788472443764793,38.344654742592674,7.932333463257859,4.384109622328354,0.0999000999000999,13.466,0,0,0,100,33,15.703408031131461
-157.107799375,21.1806080599,Molokai,252026010,-157.10779_21.18060,,23365,829,295,flk_2440_Maui,4.318344536123457,9.433991502552526,5.398334101933947,4.493941677618826,5.307977941361179,39.864815525982436,8.161117656683519,5.278820529489697,0.0999000999000999,13.466,0,0,0,66,66,15.188216238109712
-157.109357338,21.1809423178,Molokai,252026011,-157.10935_21.18094,,23365,829,295,flk_2439_Maui,4.481241611075292,10.55036775796745,5.312477886660083,4.463159850881458,5.20261177027604,40.21629541882078,8.161117656683519,5.278820529489697,0.0999000999000999,13.466,0,0,0,66,66,15.282132838783628
-157.110915308,21.1812765601,Molokai,252026012,-157.11091_21.18127,,23017,829,295,flk_2439_Maui,4.610410132290068,11.533683269306955,5.229274046012165,4.432756347853125,5.398158488941389,40.21629541882078,8.161117656683519,6.173540463284755,0.0999000999000999,13.466,0,0,0,66,66,15.421409061539524
-157.100768076,21.1659978828,Molokai,252027001,-157.10076_21.16599,,20370,779,295,flk_2441_Maui,2.1379993899080523,5.9349222088971665,6.122285953251178,4.828532145065941,4.949413365204363,40.22148472987915,8.161117656683519,7.962971304241156,0.0999000999000999,13.466,0,0,0,66,66,15.058975123535374
-157.101057039,21.1660602951,Molokai,252027002,-157.10105_21.16606,,20370,779,295,flk_2440_Maui,2.1399238386760495,5.7292529970479675,6.101264792663223,4.821780611055921,4.967891963970754,40.22148472987915,8.161117656683519,8.8576822114025,0.0999000999000999,13.466,0,0,0,66,66,15.104419926751946
-157.101345596,21.1661222236,Molokai,252027003,-157.10134_21.16612,,20370,779,295,flk_2440_Maui,2.1416244023633957,5.5333326188162415,6.080423814056727,4.815061646854495,5.004081520021704,40.22148472987915,8.161117656683519,8.8576822114025,0.0999000999000999,13.466,0,0,0,66,66,15.09204724666519
-157.101634153,21.1661841526,Molokai,252027004,-157.10163_21.16618,,20370,779,295,flk_2440_Maui,2.143131308521965,5.346905389172499,6.059724706822948,4.808359933953887,5.040900955677953,40.22148472987915,8.161117656683519,10.6471130523589,0.0999000999000999,13.466,0,0,0,66,66,15.199642522198063
-157.101922515,21.1662467834,Molokai,252027005,-157.10192_21.16624,,20370,779,295,flk_2440_Maui,2.1464053608154106,5.231390017329975,6.039166740180782,4.801669286012046,5.081222929961107,40.22148472987915,8.161117656683519,10.6471130523589,0.0999000999000999,13.466,0,0,0,66,66,15.193031324874733
-157.100110826,21.1736738601,Molokai,252027010,-157.10011_21.17367,,20370,779,295,flk_2442_Maui,2.901630602889091,53.65694564427875,6.002215995806319,4.729195153693912,5.129644714619207,38.81375429434185,7.932333463257859,7.068251370446097,0.0999000999000999,31.406666666666666,0,0,0,100,33,19.382702533726658
-157.099822107,21.1736125933,Molokai,252027011,-157.09982_21.17361,,20370,779,295,flk_2442_Maui,2.898454522942727,48.41470442491709,6.022383919967289,4.7355692822532545,5.05890312625238,38.81375429434185,7.932333463257859,6.173540463284755,0.0999000999000999,13.466,0,0,0,100,33,17.774369573141154
-157.099533537,21.1735506611,Molokai,252027012,-157.09953_21.17355,,20370,779,295,flk_2442_Maui,2.8947077215747443,42.840600280162136,6.042693525721714,4.7419659417376225,4.997901417918514,38.81375429434185,7.932333463257859,6.173540463284755,0.0999000999000999,13.466,0,0,0,100,33,17.40022648052662
-157.098956579,21.173426121,Molokai,252027014,-157.09895_21.17342,,20370,779,295,flk_2442_Maui,2.8857078816255464,31.826033389393675,6.083728376656074,4.754812775269238,4.92882532359626,38.81375429434185,7.932333463257859,7.068251370446097,0.0999000999000999,13.466,0,0,0,100,33,16.72395646496578
-157.104075563,21.1683597088,Molokai,252027017,-157.10407_21.16835,,21326,779,295,flk_2440_Maui,2.3258853735531937,5.74012914000335,5.861369378351977,4.7293046859499,4.731543552551165,40.27392844718929,8.161117656683519,8.8576822114025,0.0999000999000999,13.466,0,0,0,66,66,15.083124036372332
-157.105256172,21.1708700861,Molokai,252027018,-157.10525_21.17087,,21211,829,295,flk_2440_Maui,2.5671578605917302,7.257844462864835,5.742388713676187,4.67189752927131,4.608916739316551,40.39333659755749,8.161117656683519,7.068251370446097,0.0999000999000999,17.756,0,0,0,66,66,15.355120735353857
-157.106814027,21.1712043689,Molokai,252027019,-157.10681_21.17120,,21211,829,295,flk_2439_Maui,2.613566662441924,6.035618413683477,5.644267935060709,4.638156545721662,4.638708682870649,40.24902771351195,8.161117656683519,7.068251370446097,0.0999000999000999,13.466,0,0,0,66,66,14.974307672021338
-157.10837189,21.1715386378,Molokai,252027020,-157.10837_21.17153,,21211,829,295,flk_2439_Maui,2.6708340684336664,5.050791370695148,5.549437505796062,4.604860996527975,4.689813106909084,40.607345742921055,8.161117656683519,9.752402145197557,0.0999000999000999,13.466,0,0,0,66,66,15.110166846204281
-157.109929758,21.1718728919,Molokai,252027021,-157.10992_21.17187,,21211,829,295,flk_2439_Maui,2.7201493641848034,5.131051367512793,5.457735154238955,4.572003099250615,4.932845585918769,40.90789805040358,8.161117656683519,7.068251370446097,0.0999000999000999,13.466,0,0,0,66,66,14.967796783235947
-157.111390268,21.1721862423,Molokai,252027022,-157.11139_21.17218,,21211,829,295,flk_2439_Maui,2.7586650444598044,6.108380238699991,5.37446961882612,4.541589365771888,5.156101705999962,40.90789805040358,8.161117656683519,7.068251370446097,0.0999000999000999,17.756,0,0,0,66,66,15.328824876746072
-157.113282606,21.1763541139,Molokai,252027024,-157.11328_21.17635,,23367,829,295,flk_2466_Maui,3.357048708523864,7.593170936561419,5.208051224607671,4.455549749388124,5.405696260964647,40.95872284806863,8.161117656683519,3.4893896885332962,0.0999000999000999,25.0,0,0,0,66,66,15.715243144882086
-157.113977946,21.1734939887,Molokai,252027031,-157.11397_21.17349,,23367,829,295,flk_2466_Maui,2.901627235416937,7.54417725861756,5.221271985926144,4.479261221637438,5.69849220753256,41.406210879633655,8.161117656683519,6.173540463284755,0.0999000999000999,13.466,0,0,0,66,66,15.143439933908844
-156.971555914,21.07065871,Molokai,254017040,-156.97155_21.07065,,20152,845,318,flk_1852_Maui,61.05872977219406,8.382161759997835,18.499087198661037,26.045539233865277,31.124785839895164,70.88668852065507,100.0,8.8576822114025,5.094905094905094,33.221666666666664,0,0,100,66,33,37.47808308654952
-156.963465435,21.0688768738,Molokai,254017052,-156.96346_21.06887,,20152,845,318,flk_1842_Maui,52.28586953865538,33.71666557392166,25.966760652085352,33.613299221973094,31.281263018291263,71.58326700814474,100.0,11.541787852985385,1.0989010989010992,38.721666666666664,0,0,0,100,66,37.720632042108306
-156.964781973,21.0691599185,Molokai,254017056,-156.96478_21.06915,,20152,845,318,flk_1841_Maui,50.99144925504289,27.349975023829142,24.37603091639623,32.10011956955739,31.54384440992894,71.58326700814474,100.0,13.3312277205755,0.0999000999000999,38.721666666666664,33,0,0,100,66,39.27316537800277
-156.960247644,21.0676867427,Molokai,254018013,-156.96024_21.06768,,20152,845,318,flk_1843_Maui,56.03413082347139,22.099125440396442,30.785065036718517,38.009130088504776,31.210989237023302,69.76971195282215,100.0,7.962971304241156,0.0999000999000999,27.721666666666664,0,0,0,100,66,36.646179376649634
-156.758016859,21.1007946716,Molokai,257003079,-156.75801_21.10079,,19924,787,318,flk_2091_Maui,17.787843083664047,38.62867936595626,6.051203177439319,29.680037603500438,10.848879870056786,14.395317073498207,37.582632607445376,7.962971304241156,9.090909090909092,19.934,0,0,0,66,66,21.59749821178071
-156.752813263,21.1016854307,Molokai,257003080,-156.75281_21.10168,,19924,787,318,flk_2095_Maui,60.89931716965289,34.68893022466915,5.719659868296621,34.38125038220217,58.69042843890577,14.76928132344101,25.331681375209836,4.384109622328354,0.0999000999000999,36.79666666666666,0,0,0,66,66,27.184081678084837
-156.753383743,21.1012472951,Molokai,257003081,-156.75338_21.10124,,19924,787,318,flk_2095_Maui,55.44207139479288,54.31613680376185,5.764800897321163,33.50262364882746,73.30414483997636,15.004158064764558,25.331681375209836,4.384109622328354,0.0999000999000999,33.221666666666664,33,0,0,66,66,31.024752894236613
-157.006975878,21.1624755915,Molokai,252020010,-157.00697_21.16247,,20813,829,295,flk_2466_Maui,3.4321561992612026,12.502606874535152,28.78669325090072,7.429840425995763,1.6263440106018736,19.448524867334562,8.161117656683519,73.27719248583294,0.0999000999000999,36.79666666666666,0,0,0,66,66,21.570736169180837
-156.988413707,21.0766819322,Molokai,254006034,-156.98841_21.07668,,20418,845,318,flk_1868_Maui,71.57628808005583,10.221826884482526,11.416049784586718,17.54893534421252,31.361413652221227,68.9650996473078,100.0,55.38288407626893,2.097902097902098,33.221666666666664,0,0,0,100,33,35.652804415580285
-156.988213441,21.07658498,Molokai,254006035,-156.98821_21.07658,,20418,845,318,flk_1868_Maui,73.82788815847994,9.640191192196903,11.4700968008075,17.619598103579282,31.26455750985008,68.9650996473078,100.0,55.38288407626893,2.097902097902098,36.79666666666666,33,0,0,100,33,38.204325616870605
-156.987191523,21.0761240784,Molokai,254006037,-156.98719_21.07612,,20418,845,318,flk_1869_Maui,81.70971470300285,7.494034806864967,11.751803641100569,17.986222917189295,32.4783806889131,71.13818920206026,100.0,52.698724274883745,3.0969030969030973,36.79666666666666,0,0,0,66,33,34.2767093331723
-156.988019978,21.0764954319,Molokai,254006053,-156.98801_21.07649,,20418,845,318,flk_1868_Maui,75.78501705021027,9.142078395074634,11.522548555364242,17.688066458653935,31.3182159843705,71.79712890751169,100.0,53.59344420867881,2.097902097902098,36.79666666666666,33,0,0,100,33,38.38273788829552
-156.978328935,21.0723645702,Molokai,254006055,-156.97832_21.07236,,21429,845,318,flk_1860_Maui,40.58867190421705,13.258121296626433,14.875342773758849,21.886196430718204,31.518652851493794,70.21407068626588,100.0,11.541787852985385,0.0999000999000999,38.721666666666664,0,0,100,66,33,36.11362737084216
-156.978119228,21.0722571075,Molokai,254006056,-156.97811_21.07225,,21429,845,318,flk_1860_Maui,38.478642373312766,14.444534011230727,14.969516656015433,21.99967436652228,31.518652851493794,70.21407068626588,100.0,10.6471130523589,0.0999000999000999,33.221666666666664,0,0,100,66,33,35.639584717584434
-156.989532533,21.0770923832,Molokai,254006057,-156.98953_21.07709,,22119,845,318,flk_1868_Maui,63.19819024558463,15.037437891458044,11.12990892803889,17.173745450497968,32.72490456563125,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,35.52176396687675
