,BATHS,B_ROOMS,CLASS_I,CLASS_II,CLASS_III,CLASS_IV,Class_type,EFFLUENT,FID,FID_,Field1,Island,NO_BATH,NO_STRUCT,N_FLUX,OSDS_QTY,OSDS_QTY_c,OSDS_QTY_calc,OSDS_TYP,P_FLUX,SOURCE,TMK,TTL_BDRMS,X,Y,commercial,type
30,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,30,29431,29431,Molokai,4.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,IWS Database,251007064,4.0,-157.261755562,21.1638096991, , 
31,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,31,29435,29435,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011050,3.0,-156.987506446,21.078286925, , 
32,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,32,29436,29436,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011051,3.0,-156.987268011,21.0781928714, , 
33,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,33,29437,29437,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,254011052,5.0,-156.98642297,21.0778990592, , 
34,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,34,29438,29438,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011053,3.0,-156.986974119,21.0778138653, , 
35,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,35,29439,29439,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011054,3.0,-156.987280454,21.0774492151, , 
36,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,36,29440,29440,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011055,3.0,-156.988242736,21.0772078444, , 
37,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,37,29441,29441,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011056,3.0,-156.988064454,21.0771311175, , 
38,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,38,29443,29443,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011058,3.0,-156.988141566,21.077456058, , 
39,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,39,29444,29444,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,254011059,3.0,-156.987960601,21.0779240674, , 
40,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,40,29445,29445,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011060,3.0,-156.987819598,21.0778262406, , 
41,0.0,0.0,0.0,0.0,0.0,1.0, ,1000.0,41,29448,29448,Molokai,1.0,1.0,0.228992,1.0,1.0,1.0,Cesspool,0.062453,DWELDAT Database,254012003,5.0,-157.000027112,21.0856257602, , 
42,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,42,29449,29449,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254012004,3.0,-157.000174736,21.0853946754, , 
43,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,43,29450,29450,Molokai,2.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,254012005,2.0,-157.000311013,21.0851818564, , 
44,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,44,29451,29451,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254012006,3.0,-157.000436078,21.0849867855, , 
45,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,45,29453,29453,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254012009,3.0,-157.00078316,21.0844466168, , 
46,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,46,29454,29454,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254012010,3.0,-157.000896025,21.0842738386, , 
47,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,47,29455,29455,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254010047,3.0,-156.996283177,21.0848398141, , 
48,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,48,29456,29456,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254010048,3.0,-156.996123809,21.0850723767, , 
49,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,49,29457,29457,Molokai,3.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,254010050,4.0,-156.995807577,21.0855403217, , 
50,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,50,29460,29460,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254010054,3.0,-156.995880281,21.0863072593, , 
51,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,51,29464,29464,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011003,3.0,-156.987381763,21.0770795421, , 
52,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,52,29466,29466,Molokai,3.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011005,3.0,-156.987739172,21.0773995083, , 
53,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,53,29467,29467,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011009,3.0,-156.988551043,21.0773468225, , 
54,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,54,29468,29468,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,254011010,3.0,-156.988689052,21.0775381173, , 
55,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,55,29469,29469,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011011,3.0,-156.988815307,21.0778686697, , 
56,0.0,0.0,1.0,0.0,0.0,0.0, ,600.0,56,29470,29470,Molokai,1.0,1.0,0.137396,1.0,1.0,0.0,Cesspool,0.037471,DWELDAT Database,252002024,3.0,-157.102748848,21.1653244087, , 
57,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,57,29471,29471,Molokai,3.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,252002025,5.0,-157.104582365,21.1657183604, , 
58,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,58,29472,29472,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,252002031,3.0,-157.099027473,21.1644743365, , 
59,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,59,29474,29474,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,252002058,3.0,-157.104045444,21.1464587085, , 
60,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,60,29476,29476,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252004009,3.0,-157.070054225,21.1489309327, , 
61,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,61,29477,29477,Molokai,2.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,252004010,4.0,-157.071649842,21.1498180976, , 
62,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,62,29478,29478,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252017021,3.0,-157.058350643,21.1750547692, , 
63,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,63,29479,29479,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,252017023,0.0,-157.058946769,21.1762961812, , 
64,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,64,29480,29480,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,IWS Database,252017024,3.0,-157.059350829,21.175277901, , 
65,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,65,29481,29481,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252017025,4.0,-157.059278126,21.175756612, , 
66,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,66,29482,29482,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011012,3.0,-156.989014681,21.0779571645, , 
67,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,67,29483,29483,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011013,3.0,-156.988765712,21.0785699932, , 
68,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,68,29484,29484,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254011014,3.0,-156.98854563,21.0785632631, , 
69,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,69,29486,29486,Molokai,3.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254004005,3.0,-156.997276066,21.0852688555, , 
70,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,70,29487,29487,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254004006,3.0,-156.997387603,21.0847653817, , 
71,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,71,29488,29488,Molokai,1.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,254004008,2.0,-156.997750829,21.0842126057, , 
72,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,72,29489,29489,Molokai,5.0,2.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,254004009,3.0,-156.998017463,21.0840008134, , 
73,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,73,29490,29490,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254004010,3.0,-156.998198052,21.0837156652, , 
74,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,74,29493,29493,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,IWS Database,252004105,3.0,-157.081502551,21.1558988675, , 
75,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,75,29497,29497,Molokai,3.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252004124,4.0,-157.083498515,21.1544647145, , 
76,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,76,29498,29498,Molokai,3.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252005014,3.0,-157.115489188,21.1797584875, , 
77,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,77,29499,29499,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252005042,4.0,-157.113536197,21.1803070282, , 
78,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,78,29500,29500,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252006057,3.0,-157.082033542,21.1842466353, , 
79,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,79,29501,29501,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252006058,3.0,-157.083591488,21.1845811314, , 
80,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,80,29502,29502,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252006059,4.0,-157.085432419,21.1810442246, , 
81,0.0,0.0,0.0,0.0,0.0,1.0, ,200.0,81,29504,29504,Molokai,2.0,1.0,0.045798,1.0,1.0,1.0,Cesspool,0.01249,IWS Database,252007068,1.0,-157.065449614,21.1589220401, , 
82,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,82,29505,29505,Molokai,2.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,254013010,2.0,-156.954893588,21.0666291332, , 
83,0.0,0.0,0.0,0.0,0.0,1.0, ,1000.0,83,29506,29506,Molokai,2.0,1.0,0.228992,1.0,1.0,1.0,Cesspool,0.062453,DWELDAT Database,254013011,5.0,-156.955082892,21.0666486772, , 
84,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,84,29507,29507,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254013012,3.0,-156.955312557,21.0666643802, , 
85,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,85,29509,29509,Molokai,2.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,254013015,2.0,-156.955922554,21.0666887149, , 
86,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,86,29510,29510,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254013017,3.0,-156.95629995,21.0666927661, , 
87,0.0,0.0,1.0,0.0,0.0,1.0, ,1000.0,87,29511,29511,Molokai,6.0,2.0,0.116389,2.0,2.0,1.0,Cesspool,0.035011,IWS & CP Database,254013018,5.0,-156.954620979,21.0673321532, , 
88,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,88,29512,29512,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254013022,3.0,-156.952654957,21.0669199527, , 
89,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,89,29513,29513,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,254013023,3.0,-156.953645807,21.066466495, , 
90,0.0,0.0,0.0,0.0,0.0,1.0, ,900.0,90,29517,29517,Molokai,3.0,1.0,0.206093,1.0,1.0,1.0,Cesspool,0.056207,Cesspool Database,251008035,0.0,-157.287564805,21.1413597217, , 
91,0.0,0.0,0.0,0.0,0.0,2.0, ,600.0,91,29523,29523,Molokai,2.0,2.0,0.137396,2.0,2.0,2.0,Cesspool,0.037471,DWELDAT Database,252004011,3.0,-157.074437175,21.1502743075, , 
92,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,92,29524,29524,Molokai,2.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,252007009,6.0,-157.063739848,21.1645463616, , 
93,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,93,29527,29527,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,252022010,3.0,-157.072616924,21.1690680825, , 
94,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,94,29528,29528,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252022011,4.0,-157.073234229,21.1732977743, , 
95,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,95,29529,29529,Molokai,3.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,252022012,4.0,-157.074800477,21.1736379589, , 
96,0.0,0.0,0.0,0.0,0.0,2.0, ,1400.0,96,29530,29530,Molokai,3.0,2.0,0.32059,2.0,2.0,2.0,Cesspool,0.087433,DWELDAT Database,252022013,7.0,-157.0763772,21.1739703296, , 
97,0.0,0.0,0.0,0.0,0.0,2.0, ,1400.0,97,29531,29531,Molokai,3.0,2.0,0.32059,2.0,2.0,2.0,Cesspool,0.087433,DWELDAT Database,252022014,7.0,-157.078032145,21.1737486554, , 
98,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,98,29532,29532,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252022015,3.0,-157.079485295,21.174524825, , 
99,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,99,29533,29533,Molokai,2.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,252022016,6.0,-157.080998775,21.1749086466, , 
100,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,100,29534,29534,Molokai,2.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,252022017,4.0,-157.082468276,21.1753490917, , 
101,0.0,0.0,1.0,0.0,0.0,0.0, ,1400.0,101,29535,29535,Molokai,4.0,2.0,0.32059,2.0,2.0,0.0,Cesspool,0.087433,DWELDAT Database,252022018,7.0,-157.06899791,21.168213499, , 
102,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,102,29536,29536,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252022022,3.0,-157.068686093,21.1716436492, , 
103,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,103,29537,29537,Molokai,1.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,252022024,2.0,-157.069224463,21.1694530131, , 
104,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,104,29538,29538,Molokai,1.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252022026,4.0,-157.077472672,21.1775263299, , 
105,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,105,29541,29541,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023004,0.0,-157.070092227,21.1670884979, , 
106,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,106,29542,29542,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,Cesspool Database,252023006,0.0,-157.070352411,21.1647583136, , 
107,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,107,29543,29543,Molokai,1.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,252023007,2.0,-157.070582737,21.1638115524, , 
108,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,108,29544,29544,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023009,0.0,-157.071341997,21.1606954011, , 
109,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,109,29545,29545,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252023010,4.0,-157.071030568,21.1595334833, , 
110,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,110,29546,29546,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252023011,4.0,-157.071403177,21.1596095024, , 
111,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,111,29547,29547,Molokai,1.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252023012,4.0,-157.071783258,21.1596904847, , 
112,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,112,29548,29548,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023013,3.0,-157.072162992,21.1597695656, , 
113,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,113,29549,29549,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023014,3.0,-157.072183402,21.1638792239, , 
114,0.0,0.0,0.0,0.0,0.0,1.0, ,400.0,114,29550,29550,Molokai,1.0,1.0,0.091597,1.0,1.0,1.0,Cesspool,0.024981,DWELDAT Database,252023015,2.0,-157.073750976,21.1642089856, , 
115,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,115,29552,29552,Molokai,1.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023018,3.0,-157.076460258,21.1649054652, , 
116,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,116,29553,29553,Molokai,3.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,252023020,6.0,-157.075937068,21.1687726136, , 
117,0.0,0.0,0.0,0.0,0.0,1.0, ,800.0,117,29555,29555,Molokai,2.0,1.0,0.183194,1.0,1.0,1.0,Cesspool,0.049962,DWELDAT Database,252023022,4.0,-157.079413703,21.161320967, , 
118,0.0,0.0,0.0,0.0,0.0,1.0, ,600.0,118,29556,29556,Molokai,2.0,1.0,0.137396,1.0,1.0,1.0,Cesspool,0.037471,DWELDAT Database,252023023,3.0,-157.080037349,21.1655545998, , 
