,BATHS,B_ROOMS,CLASS_I,CLASS_II,CLASS_III,CLASS_IV,Class_type,EFFLUENT,FID,FID_,Field1,Island,NO_BATH,NO_STRUCT,N_FLUX,OSDS_QTY,OSDS_QTY_c,OSDS_QTY_calc,OSDS_TYP,P_FLUX,SOURCE,TMK,TTL_BDRMS,X,Y,commercial,type
5,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,5,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999465818,21.0802145724, , 
6,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,6,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999439644,21.0803406839, , 
7,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,7,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999546719,21.0804453801, , 
8,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,8,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999691866,21.0803906525, , 
9,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,9,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999768009,21.0802788179, , 
10,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,10,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999829875,21.0801598448, , 
11,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,11,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999913156,21.0800337334, , 
12,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,12,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009536585,21.1591368987, , 
13,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,13,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009700768,21.1590048386, , 
14,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,14,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009832828,21.1588370866, , 
15,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,15,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009943473,21.1586621962, , 
16,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,16,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.010146917,21.1585194285, , 
17,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,17,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.01039676,21.1582338932, , 
18,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,18,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.010239716,21.1581803554, , 
19,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,19,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.010029133,21.1581018331, , 
20,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,20,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009829259,21.1580304493, , 
21,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,21,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009611538,21.1579554963, , 
22,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,22,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009615107,21.1584730291, , 
23,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,23,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,252014059,0.0,-157.009504462,21.158658627, , 
24,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,24,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.242287955,21.1851830598, , 
25,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,25,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.242459276,21.1851973365, , 
26,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,26,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.242573491,21.1853401042, , 
27,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,27,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24270674,21.1854162469, , 
28,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,28,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.242887579,21.1854685951, , 
29,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,29,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243077936,21.1854971486, , 
30,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,30,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243396784,21.1852687203, , 
31,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,31,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243577623,21.1853924523, , 
32,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,32,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243734668,21.1854019702, , 
33,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,33,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244024962,21.1854590772, , 
34,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,34,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244015444,21.1858207553, , 
35,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,35,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244153453,21.185958764, , 
36,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,36,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244286702,21.1860349068, , 
37,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,37,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24314932,21.1859254516, , 
38,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,38,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243311123,21.1859730408, , 
39,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,39,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24354907,21.18602063, , 
40,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,40,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243601418,21.1861586388, , 
41,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,41,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243534793,21.1863632724, , 
42,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,42,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243453891,21.1865821828, , 
43,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,43,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243315882,21.1866107364, , 
44,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,44,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243230222,21.1867154326, , 
45,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,45,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243763221,21.1872103605, , 
46,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,46,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243905989,21.187367405, , 
47,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,47,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244063033,21.1873245747, , 
48,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,48,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244196283,21.1872865033, , 
49,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,49,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244110622,21.1868344057, , 
50,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,50,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244020203,21.1866868791, , 
51,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,51,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.243939301,21.186572665, , 
52,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,52,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244415193,21.1872579497, , 
53,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,53,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244576997,21.1872722265, , 
54,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,54,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.244886327,21.1854210059, , 
55,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,55,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245286076,21.1855542557, , 
56,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,56,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245566853,21.1854352826, , 
57,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,57,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245838111,21.185292515, , 
58,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,58,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246047504,21.1850736045, , 
59,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,59,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246066539,21.1855114254, , 
60,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,60,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246180753,21.1858968981, , 
61,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,61,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246204548,21.1860587014, , 
62,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,62,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246409182,21.186510799, , 
63,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,63,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245681067,21.1864632098, , 
64,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,64,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24540029,21.1864441741, , 
65,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,65,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245186139,21.1861205674, , 
66,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,66,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24513855,21.1858112375, , 
67,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,67,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245514504,21.1866726023, , 
68,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,68,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245433603,21.1869486198, , 
69,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,69,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245638236,21.1872769854, , 
70,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,70,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.2458857,21.1874149942, , 
71,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,71,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246180753,21.1874340299, , 
72,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,72,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246566226,21.1874340299, , 
73,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,73,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246708994,21.1867868165, , 
74,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,74,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247201542,21.1870366599, , 
75,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,75,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247451386,21.1872936417, , 
76,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,76,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247615568,21.1875077932, , 
77,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,77,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247008806,21.1883358456, , 
78,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,78,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24668044,21.1882716001, , 
79,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,79,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246402043,21.1881930779, , 
80,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,80,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246080816,21.1881930779, , 
81,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,81,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245745312,21.1883144304, , 
82,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,82,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245731035,21.1886356577, , 
83,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,83,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245866665,21.1889711617, , 
84,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,84,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246244999,21.1889497465, , 
85,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,85,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246473427,21.1888926395, , 
86,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,86,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24497278,21.1904035972, , 
87,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,87,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245115548,21.1901680306, , 
88,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,88,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245279731,21.1899645866, , 
89,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,89,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245572405,21.1900181245, , 
90,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,90,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246043538,21.1899003412, , 
91,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,91,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245740157,21.1905285189, , 
92,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,92,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.245647358,21.1911816809, , 
93,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,93,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246064953,21.1911959577, , 
94,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,94,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246661008,21.1910531901, , 
95,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,95,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.24700722,21.1909853754, , 
96,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,96,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247142849,21.1907747931, , 
97,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,97,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.247042911,21.1905035346, , 
98,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,98,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246725253,21.1904143048, , 
99,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,99,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,251003011,0.0,-157.246835898,21.1901644614, , 
