,BATHS,B_ROOMS,CLASS_I,CLASS_II,CLASS_III,CLASS_IV,Class_type,EFFLUENT,FID,FID_,Field1,Island,NO_BATH,NO_STRUCT,N_FLUX,OSDS_QTY,OSDS_QTY_c,OSDS_QTY_calc,OSDS_TYP,P_FLUX,SOURCE,TMK,TTL_BDRMS,X,Y,commercial,type
0,0.0,0.0,0.0,0.0,0.0,2.0, ,400.0,844,30570,30570,Molokai,2.0,2.0,0.091597,2.0,2.0,2.0,Cesspool,0.024981,DWELDAT Database,254006019,2.0,-156.981095993,21.0733540539, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,858,30586,30586,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,254009023,5.0,-157.000199833,21.0829967786, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,917,30716,30716,Molokai,4.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,256001030,6.0,-156.832724112,21.0599074553, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1400.0,922,30729,30729,Molokai,2.0,2.0,0.32059,2.0,2.0,2.0,Cesspool,0.087433,DWELDAT Database,256002003,7.0,-156.83001880999998,21.0631104918, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,600.0,929,30742,30742,Molokai,3.0,2.0,0.137396,2.0,2.0,2.0,Cesspool,0.037471,DWELDAT Database,257004027,3.0,-156.77932375,21.0855422694, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1800.0,954,30781,30781,Molokai,2.0,2.0,0.412187,2.0,2.0,2.0,Cesspool,0.112415,DWELDAT Database,256007055,9.0,-156.877747858,21.0550659719, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,957,30784,30784,Molokai,3.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,256008002,4.0,-156.86760616,21.0540609232, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,400.0,958,30785,30785,Molokai,2.0,2.0,0.091597,2.0,2.0,2.0,Cesspool,0.024981,DWELDAT Database,256008005,2.0,-156.872001333,21.0526089833, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,983,30816,30816,Molokai,3.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,256004010,6.0,-156.843070678,21.0565352132, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,996,30834,30834,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,256007044,5.0,-156.875876559,21.0556072127, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,1011,30855,30855,Molokai,3.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,257007005,4.0,-156.794406549,21.0728357946, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1400.0,1015,30862,30862,Molokai,4.0,2.0,0.32059,2.0,2.0,2.0,Cesspool,0.087433,DWELDAT Database,257007016,7.0,-156.796194718,21.072837055, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,1022,30875,30875,Molokai,2.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,257009001,4.0,-156.819836646,21.0648670296, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,600.0,1025,30880,30880,Molokai,3.0,2.0,0.137396,2.0,2.0,2.0,Cesspool,0.037471,DWELDAT Database,257010030,3.0,-156.822958554,21.0636847914, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,1031,30887,30887,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,257011055,5.0,-156.826541898,21.0624618845, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,1036,30892,30892,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,258001004,5.0,-156.751107389,21.1082217093, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,800.0,1047,30905,30905,Molokai,2.0,2.0,0.183194,2.0,2.0,2.0,Cesspool,0.049962,DWELDAT Database,252015058,4.0,-157.05764905,21.1702059009, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1200.0,1053,30911,30911,Molokai,5.0,2.0,0.274791,2.0,2.0,2.0,Cesspool,0.074943,DWELDAT Database,252002019,6.0,-157.112155466,21.1658932254, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,600.0,1063,30922,30922,Molokai,2.0,2.0,0.137396,2.0,2.0,2.0,Cesspool,0.037471,DWELDAT Database,258007013,3.0,-156.741550126,21.1149747779, , 
0,0.0,0.0,0.0,0.0,0.0,2.0, ,1000.0,1074,30946,30946,Molokai,2.0,2.0,0.228992,2.0,2.0,2.0,Cesspool,0.062453,DWELDAT Database,257006033,5.0,-156.781912952,21.0836953823, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1400.0,265,29754,29754,Molokai,5.0,3.0,0.32059,3.0,3.0,3.0,Cesspool,0.087433,DWELDAT Database,252018043,7.0,-157.004253264,21.1645400011, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1400.0,265,29754,29754,Molokai,5.0,3.0,0.32059,3.0,3.0,3.0,Cesspool,0.087433,DWELDAT Database,252018043,7.0,-157.004453264,21.1645400011, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,311,29814,29814,Molokai,3.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252008034,9.0,-157.046923812,21.1032803758, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,311,29814,29814,Molokai,3.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252008034,9.0,-157.047123812,21.1032803758, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,440,29987,29987,Molokai,7.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252027018,9.0,-157.105156172,21.1708700861, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,440,29987,29987,Molokai,7.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252027018,9.0,-157.105356172,21.1708700861, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,444,29991,29991,Molokai,6.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252027022,9.0,-157.111290268,21.1721862423, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1800.0,444,29991,29991,Molokai,6.0,3.0,0.412187,3.0,3.0,3.0,Cesspool,0.112415,DWELDAT Database,252027022,9.0,-157.111490268,21.1721862423, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1000.0,830,30552,30552,Molokai,3.0,3.0,0.228992,3.0,3.0,3.0,Cesspool,0.062453,DWELDAT Database,254003019,5.0,-156.981641303,21.0772630095, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1000.0,830,30552,30552,Molokai,3.0,3.0,0.228992,3.0,3.0,3.0,Cesspool,0.062453,DWELDAT Database,254003019,5.0,-156.981841303,21.0772630095, , 
0,0.0,0.0,0.0,0.0,0.0,3.0, ,1600.0,1030,30886,30886,Molokai,3.0,3.0,0.366388,3.0,3.0,3.0,Cesspool,0.099924,DWELDAT Database,257011051,8.0,-156.827499577,21.0618093966, , 
1,0.0,0.0,0.0,0.0,0.0,3.0, ,1600.0,1030,30886,30886,Molokai,3.0,3.0,0.366388,3.0,3.0,3.0,Cesspool,0.099924,DWELDAT Database,257011051,8.0,-156.827699577,21.0618093966, , 
0,0.0,0.0,0.0,0.0,0.0,4.0, ,3600.0,1064,30924,30924,Molokai,11.0,4.0,0.824373,4.0,4.0,4.0,Cesspool,0.224829,DWELDAT Database,258011006,18.0,-156.737661924,21.1426638261, , 
1,0.0,0.0,0.0,0.0,0.0,4.0, ,3600.0,1064,30924,30924,Molokai,11.0,4.0,0.824373,4.0,4.0,4.0,Cesspool,0.224829,DWELDAT Database,258011006,18.0,-156.73786192400001,21.1426638261, , 
2,0.0,0.0,0.0,0.0,0.0,4.0, ,3600.0,1064,30924,30924,Molokai,11.0,4.0,0.824373,4.0,4.0,4.0,Cesspool,0.224829,DWELDAT Database,258011006,18.0,-156.737761924,21.1427638261, , 
0,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.017934654,21.1602856805, , 
1,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.018134654,21.1602856805, , 
2,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.018034654,21.1603856805, , 
3,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.018034654,21.1601856805, , 
4,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.017934654,21.1603856805, , 
5,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.017934654,21.1601856805, , 
6,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.018134654,21.1603856805, , 
7,0.0,0.0,0.0,0.0,0.0,9.0, ,4400.0,637,30287,30287,Molokai,9.0,9.0,1.007567,9.0,9.0,9.0,Cesspool,0.274791,DWELDAT Database,252013021,22.0,-157.018134654,21.1601856805, , 
0,0.0,0.0,0.0,0.0,0.0,1.0, ,19400.0,0,,,Molokai,0.0,77.0,4.442455,77.0,,77.0,Cesspool,1.211578,Exploded,251003011,97.0,-157.246135832,21.1902878931, , 
1,0.0,0.0,0.0,0.0,0.0,1.0, ,7800.0,1,,,Molokai,26.0,13.0,1.786142,13.0,,13.0,Cesspool,0.487129,Exploded,252014059,39.0,-157.009802281,21.1584008573, , 
2,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,2,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999646657,21.0798743095, , 
3,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,3,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999575273,21.0799932826, , 
4,0.0,0.0,0.0,0.0,0.0,1.0, ,0.0,4,,,Molokai,0.0,0.0,0.0,0.0,,0.0,Cesspool,0.0,Exploded,254002018,0.0,-156.999534822,21.0800932199, , 
