X,Y,objectid,island,tmk,bldgval,bldexem,pittcode,homeownr,gisacres,osds_qty,class_i,class_ii,class_iii,class_iv,effluent,n_flux,p_flux,commercial,source,no_struct,ttl_bdrms,no_bath,prmt_no,prmt_id,uic_no,inject,wwtp,class,type,ownr_typ,wwtp_ownr,contact,eng,op_drc,comments
-157.00575294952,21.1643897800097,433,Molokai,252018049,48200,48200,100,Y,0.18592284,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.006036348164,21.1642698765282,434,Molokai,252018050,55300,55300,100,Y,0.20813011,1,0,0,0,1,1000,0.2289925,0.0624525, ,DWELDAT Database,1,5,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.006161316342,21.1645507661793,435,Molokai,252018051,75900,75900,100,Y,0.31756885,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.004298467329,21.1627008879448,436,Molokai,252018052,71200,0,100,N,0.1875446,1,1,0,0,0,200,0.000757,0.001514, ,IWS Database,1,1,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.004452799948,21.1629094612009,437,Molokai,252018053,0,0,100,N,0.21067879,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.00515117637,21.1631111961807,438,Molokai,252018054,183300,183300,100,Y,0.26231152,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.005050149148,21.1629298009851,439,Molokai,252018055,108400,108400,100,Y,0.25878414,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.054142270919,21.172004595034,440,Molokai,252007091,102700,0,500,N,0.9156712,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.062799413813,21.1671406684169,441,Molokai,252007094,155000,155000,500,Y,1.01554884,2,0,0,0,2,800,0.183194,0.049962, ,DWELDAT Database,2,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.063087139348,21.1672281879318,442,Molokai,252007095,104300,0,500,N,1.01785892,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.063385113973,21.1672850111465,443,Molokai,252007096,128700,128700,500,Y,1.04265502,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.063672934264,21.1673589408928,444,Molokai,252007097,196700,196700,500,Y,0.99735137,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.054385434799,21.172255756835,445,Molokai,252007100,104900,104900,500,Y,0.83083378,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.054623239063,21.172502206295,446,Molokai,252007101,103200,103200,500,Y,0.87598452,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.054890634308,21.1727430305573,447,Molokai,252007102,104900,104900,500,Y,0.9064401,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.015728189769,21.157062934262,448,Molokai,252013002,0,0,500,N,5.53107877,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,0,3,0,-9999,-9999, , , ,-9999, , , , , , , 
-157.055136696502,21.1730029221877,449,Molokai,252007103,104900,104900,500,Y,0.88137371,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.029726268561,21.0926908734741,450,Molokai,252008001,158300,123000,500,Y,0.62325067,1,1,0,0,0,400,0.001514,0.003028, ,IWS Database,2,2,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.030235062601,21.092975776529,451,Molokai,252008002,63100,63100,500,Y,0.63897275,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.033054054104,21.0945940300683,452,Molokai,252008004,76200,76200,500,Y,0.80277816,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.033871083848,21.0949705462065,453,Molokai,252008005,106800,106800,500,Y,0.91808176,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.07721544443,21.1832199619068,454,Molokai,252021010,33500,0,500,N,40.00015881,1,0,0,0,1,400,0.091597,0.024981, ,DWELDAT Database,1,2,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.078773364843,21.1835545043169,455,Molokai,252021011,98200,98200,500,Y,40.00016162,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.074788604435,21.1796938741657,456,Molokai,252021013,171000,171000,500,Y,2.08787899,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.067619845507,21.1760029487556,457,Molokai,252022001,280700,107500,500,Y,4.88334714,1,0,0,0,1,600,0.1373955,0.0374715, ,Cesspool Database,2,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.070085160144,21.1726370776481,458,Molokai,252022002,184600,113200,500,Y,40.22127839,2,0,0,0,2,1200,0.274791,0.074943, ,DWELDAT Database,2,6,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.071292166619,21.1727410978774,459,Molokai,252022003,165000,165000,500,Y,15.69528993,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.070164164468,21.1765486386391,460,Molokai,252022004,239300,239300,500,Y,0.96384327,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.070448908264,21.1766096971799,461,Molokai,252022005,93600,0,500,N,0.99225009,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.070742031908,21.1766720782976,462,Molokai,252022006,84800,0,500,N,1.02053853,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.071042831421,21.176733265827,463,Molokai,252022007,91200,91200,500,Y,1.04431677,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.071336858173,21.1768039409832,464,Molokai,252022008,104300,104300,500,Y,0.99308793,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.084690365522,21.1665869615524,465,Molokai,252023029,157600,43800,500,Y,37.40368117,1,0,0,0,1,600,0.1373955,0.0374715, ,Cesspool Database,2,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.086062347204,21.1679466446726,466,Molokai,252024001,265000,95000,500,Y,28.83885013,2,0,0,0,2,800,0.183194,0.049962, ,DWELDAT Database,2,4,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.087861389858,21.167205167446,467,Molokai,252024002,118500,118500,500,Y,39.09113127,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.088441228693,21.1713628311254,468,Molokai,252024004,95700,95700,500,Y,3.76001508,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.09097505843,21.1678339982399,469,Molokai,252024005,45800,45800,500,Y,39.47931175,1,0,0,0,1,400,0.091597,0.024981, ,DWELDAT Database,1,2,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.092520116358,21.1682272397664,470,Molokai,252024006,268400,268400,500,Y,39.78514707,1,0,0,0,1,600,0.1373955,0.0374715, ,Cesspool Database,2,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.0950418276,21.1646482951656,471,Molokai,252024007,101900,96000,500,Y,3.64227734,1,0,0,0,1,600,0.1373955,0.0374715, ,Cesspool Database,2,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.080165409069,21.184568623891,472,Molokai,252021012,136800,0,500,N,33.66888162,1,0,0,0,1,400,0.091597,0.024981, ,DWELDAT Database,1,2,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.075180921409,21.1650963513513,473,Molokai,252023016,248700,179200,500,Y,35.25245198,2,0,0,0,2,1000,0.2289925,0.0624525, ,DWELDAT Database,2,5,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.027317744895,21.082071255597,474,Molokai,253001066,132600,0,400,N,0.48686175,1,0,0,0,1,600,0.1373955,0.0374715,small gov't,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
-157.028565044395,21.0808689401952,475,Molokai,253001094,23200,23200,400,N,0.05053197,1,0,0,0,1,600,0.1373955,0.0374715,small gov't,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
-156.859639067652,21.0562733587046,476,Molokai,256005016,26400,0,500,N,0.1112609,1,0,0,0,1,900,0.20609325,0.05620725,small business,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
-156.871451280352,21.0845452654212,477,Molokai,256006001,32900,0,999,N,1672.01403988,1,0,0,0,1,200,0.0457985,0.0124905, ,DWELDAT Database,1,1,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.034537364473,21.0952204388722,478,Molokai,252008006,88900,88900,500,Y,1.2183716,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.045093997158,21.0987538364713,479,Molokai,252008015,0,0,500,N,1.054495,1,1,0,0,0,800,0.003028,0.006056, ,IWS Database,0,4,0,-9999,-9999, , , ,-9999, , , , , , , 
-157.028617160805,21.0960537202237,480,Molokai,252008025,90000,90000,500,Y,3.99686015,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.031777542211,21.0967521497159,481,Molokai,252008027,62500,62500,500,Y,4.01348543,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.033874638941,21.0965935386946,482,Molokai,252008028,101900,33400,500,Y,4.13585695,2,0,0,0,2,1000,0.2289925,0.0624525, ,DWELDAT Database,2,5,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.041902012644,21.0998648423997,483,Molokai,252008029,141700,141700,500,Y,3.57532468,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.042968796389,21.1003467002794,484,Molokai,252008030,150800,150800,500,Y,4.0893103,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.043950251085,21.1014592971641,485,Molokai,252008031,146800,146800,500,Y,4.0468511,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.045052086825,21.1018872945505,486,Molokai,252008032,236100,236100,500,Y,4.02204989,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.04702183567,21.1032885129003,487,Molokai,252008034,160000,80100,500,Y,2.26278701,3,0,0,0,3,1800,0.4121865,0.1124145, ,DWELDAT Database,3,9,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.048360714088,21.1031668953255,488,Molokai,252008035,125400,125400,500,Y,9.39078154,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.048701406601,21.1050091788277,489,Molokai,252008036,85800,0,500,N,3.17732639,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.049694402821,21.1058856482016,490,Molokai,252008037,94000,0,500,N,4.18779046,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.041449234887,21.1032118926031,491,Molokai,252008040,118100,0,500,N,4.15070254,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.042970643839,21.1033425716491,492,Molokai,252008041,161000,114800,500,Y,4.50688889,2,0,0,0,2,1200,0.274791,0.074943, ,DWELDAT Database,2,6,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.043976345394,21.1036551735122,493,Molokai,252008042,101600,101600,500,Y,4.5987671,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.045112267214,21.1040522594355,494,Molokai,252008043,146900,146900,500,Y,4.01658832,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.045877370129,21.1047074410988,495,Molokai,252008044,150900,150900,500,Y,3.01636482,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.047152718849,21.1051010367125,496,Molokai,252008045,69800,0,500,N,3.9693023,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.963681499145,21.1373847032819,497,Molokai,253003005,111000,0,999,N,1241.01161329,1,0,0,0,1,900,0.20609325,0.05620725,small business,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
-157.0046146284,21.0810378859902,498,Molokai,254003037,172900,0,500,N,2.22814839,1,1,0,0,0,400,0.001514,0.003028, ,IWS Database,1,2,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.998014982158,21.0831525542274,499,Molokai,254010012,103300,103300,100,Y,0.22315922,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997517918025,21.0839124363282,500,Molokai,254010016,154500,0,100,N,0.22931664,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.997390471263,21.084099551654,501,Molokai,254010017,122800,122800,100,Y,0.23029699,2,0,0,0,2,400,0.091597,0.024981, ,DWELDAT Database,2,2,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.997263063629,21.0842868100172,502,Molokai,254010018,275500,275500,100,Y,0.23297339,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997135297012,21.0844736160613,503,Molokai,254010019,138100,111200,100,Y,0.23220492,2,0,0,0,2,1000,0.2289925,0.0624525, ,DWELDAT Database,2,5,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.997008281733,21.0846604136957,504,Molokai,254010020,142300,142300,100,Y,0.23393402,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996872641619,21.0848591518796,505,Molokai,254010021,200700,200700,100,Y,0.26677431,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996729276273,21.0850699802954,506,Molokai,254010022,89800,89800,100,Y,0.26778309,1,1,0,0,0,400,0.001514,0.003028, ,IWS Database,1,2,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.996585592121,21.0852813006182,507,Molokai,254010023,200900,200900,100,Y,0.26977446,1,0,0,0,1,600,0.1373955,0.0374715, ,IWS Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996442367063,21.0854910050668,508,Molokai,254010024,0,0,100,N,0.26714346,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,4,-9999,-9999, , , ,-9999, , , , , , , 
-156.99621572236,21.0858321274738,509,Molokai,254010025,103000,103000,100,Y,0.5961136,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.998805025191,21.0810775964356,510,Molokai,254010027,487900,0,200,N,0.56980642,1,0,0,1,0,22800,2.071152,0.690384, ,WWTP Database,0,114,0,602,279, ,NO,Kahinani Apartments,1,WWTP,Private, , , , , 
-156.998619291203,21.0814074385404,511,Molokai,254010029,72800,72800,100,Y,0.25046456,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.998221530777,21.0819679318052,512,Molokai,254010032,73500,0,100,N,0.24251064,1,0,0,0,1,400,0.091597,0.024981, ,DWELDAT Database,1,2,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.998098299396,21.0821554236498,513,Molokai,254010033,195600,0,100,N,0.24664651,1,0,0,0,1,1000,0.2289925,0.0624525, ,DWELDAT Database,1,5,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997973157333,21.082344009118,514,Molokai,254010034,109000,109000,100,Y,0.24770538,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997847734241,21.0825313520377,515,Molokai,254010035,70800,70800,100,Y,0.24887569,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997722371875,21.0827202426425,516,Molokai,254010036,242600,242600,100,Y,0.25169018,1,0,0,0,1,1000,0.2289925,0.0624525, ,DWELDAT Database,1,5,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997597519508,21.0829098995968,517,Molokai,254010037,122600,0,100,N,0.25154832,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.99747344956,21.0830982335321,518,Molokai,254010038,109700,0,100,N,0.25066184,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997349632602,21.083285616618,519,Molokai,254010039,96700,96700,100,Y,0.25314934,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.997045756908,21.0834110196091,520,Molokai,254010040,269800,269800,100,Y,0.45626308,1,0,0,0,1,600,0.1373955,0.0374715, ,Cesspool Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996920830021,21.0835881791731,521,Molokai,254010041,170700,170700,100,Y,0.50345095,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.996688273947,21.0838183727412,522,Molokai,254010042,101200,101200,100,Y,0.74202776,1,0,0,0,1,400,0.091597,0.024981, ,DWELDAT Database,1,2,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996839301127,21.0840301561689,523,Molokai,254010043,86800,0,100,N,0.25990729,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.996711837775,21.0842171478936,524,Molokai,254010044,124400,0,100,N,0.25591977,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.996583751835,21.0844031802304,525,Molokai,254010045,218300,218300,100,Y,0.25591075,1,0,0,0,1,1200,0.274791,0.074943, ,DWELDAT Database,1,6,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.988341226075,21.0785026904581,526,Molokai,254011015,160900,0,100,N,0.32058415,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.987831563455,21.0781444202378,527,Molokai,254011017,95200,0,100,N,0.25384491,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.987731339047,21.0784010539061,528,Molokai,254011018,112100,0,100,N,0.25377647,1,0,0,0,1,900,0.20609325,0.05620725,small business,Cesspool Database,1,0,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.987554376262,21.078067074346,529,Molokai,254011019,62800,62800,100,Y,0.1899743,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.987380312684,21.0779902007763,530,Molokai,254011020,62900,62900,100,Y,0.19553134,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.987122902025,21.0780039772413,531,Molokai,254011021,140400,140400,100,Y,0.36293105,2,2,0,0,0,1400,0.005299,0.010598, ,IWS Database,1,7,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.986855067892,21.0780328511658,532,Molokai,254011022,81600,0,100,N,0.16661134,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.986550975843,21.0776389968583,533,Molokai,254011024,90300,90300,100,Y,0.23710416,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.986455305022,21.0785123342568,534,Molokai,254011026,128300,128300,100,Y,0.37342246,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.986670601016,21.078574878435,535,Molokai,254011027,70100,70100,100,Y,0.37281591,1,0,0,0,1,600,0.1373955,0.0374715, ,IWS Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.986878305349,21.0786496122746,536,Molokai,254011028,94500,94500,100,Y,0.36082074,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.98711513695,21.0785964924599,537,Molokai,254011029,227800,227800,100,Y,0.16480471,1,1,0,0,0,1000,0.003785,0.00757, ,IWS Database,1,5,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.987355466877,21.0786858824088,538,Molokai,254011030,119400,0,100,N,0.1556111,1,0,0,0,1,800,0.183194,0.049962, ,DWELDAT Database,1,4,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.827206734545,21.1623297376636,539,Molokai,259005007,0,0,600,N,0.5649543,1,1,0,0,0,200,0.000757,0.001514, ,IWS Database,0,1,0,-9999,-9999, , , ,-9999, , , , , , , 
-157.005886817134,21.1627422146828,540,Molokai,252020038,95300,0,100,N,0.18576015,1,0,0,0,1,900,0.20609325,0.05620725,small business,Cesspool Database,1,0,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.006120691422,21.1627140603351,541,Molokai,252020039,101800,25000,100,N,0.25175497,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.006249487306,21.1629155818824,542,Molokai,252020040,101300,101300,100,Y,0.2008345,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.006186081437,21.1632098343443,543,Molokai,252020041,358300,0,100,N,0.1882359,1,1,0,0,0,800,0.003028,0.006056, ,IWS Database,1,4,3,-9999,-9999, , , ,-9999, , , , , , , 
-157.005924725225,21.1633877584703,544,Molokai,252020042,129000,129000,100,Y,0.18381158,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.066329139056,21.1810176045448,545,Molokai,252021001,187600,55100,500,Y,36.90397394,1,0,0,0,1,1000,0.2289925,0.0624525, ,IWS Database,4,5,4,-9999,-9999, , , ,-9999, , , , , , , 
-157.067860934424,21.1812425049622,546,Molokai,252021002,58600,0,500,N,39.78634398,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.069425412443,21.1815738218559,547,Molokai,252021003,117000,117000,500,Y,39.89067836,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.070988377095,21.1819138121127,548,Molokai,252021005,78400,52500,500,Y,39.79931995,2,0,0,0,2,1200,0.274791,0.074943, ,DWELDAT Database,2,6,2,-9999,-9999, , , ,-9999, , , , , , , 
-157.072557703256,21.1822425361086,549,Molokai,252021006,74800,74800,500,Y,40.06422544,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-157.075662754119,21.1829343769852,550,Molokai,252021009,87800,87800,500,Y,39.0537867,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.854845967447,21.0625495353806,551,Molokai,256006004,0,0,500,N,26.70796049,1,1,0,0,0,800,0.003028,0.006056, ,IWS Database,0,4,0,-9999,-9999, , , ,-9999, , , , , , , 
-156.854308042789,21.0638622935808,552,Molokai,256006006,168600,0,500,N,29.07206749,1,1,0,0,0,600,0.002271,0.004542, ,IWS Database,1,3,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.850756531548,21.0577209729505,553,Molokai,256006022,151400,0,100,N,0.4944384,1,1,0,0,0,800,0.003028,0.006056, ,IWS Database,1,4,2,-9999,-9999, , , ,-9999, , , , , , , 
-156.851612826466,21.057979922209,554,Molokai,256006036,347500,300000,500,Y,0.49655562,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.852642276237,21.0578029194018,555,Molokai,256006021,0,0,500,N,0.49200292,1,1,0,0,0,1000,0.003785,0.00757, ,IWS Database,0,5,0,-9999,-9999, , , ,-9999, , , , , , , 
-156.876972750078,21.049005472499,556,Molokai,256011018,65700,0,500,N,1.05320165,1,0,0,0,1,600,0.1373955,0.0374715, ,DWELDAT Database,1,3,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.878080854048,21.0481864020569,557,Molokai,256011022,101400,0,500,N,0.42431831,1,1,0,0,0,400,0.001514,0.003028, ,IWS Database,1,2,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.877555365091,21.0480405846151,558,Molokai,256011023,195200,0,500,N,1.35577533,2,0,0,0,2,800,0.183194,0.049962, ,DWELDAT Database,2,4,3,-9999,-9999, , , ,-9999, , , , , , , 
-156.877002328712,21.0480438901033,559,Molokai,256011024,36600,0,500,N,1.12512129,1,0,0,0,1,900,0.20609325,0.05620725,small business,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
-156.877263895265,21.0489949561895,560,Molokai,256011025,96400,96400,500,Y,0.44413606,1,0,0,0,1,200,0.0457985,0.0124905, ,DWELDAT Database,1,1,1,-9999,-9999, , , ,-9999, , , , , , , 
-156.876621679385,21.0489693627888,561,Molokai,256011027,24300,0,500,N,0.18650676,1,0,0,0,1,900,0.20609325,0.05620725,small business,TMK Database,0,0,0,-9999,-9999, , , ,-9999, , , , , , , 
