,X,Y,Island,TMK,Uid,In_2017_CP_zone,BlockBk_ID,BlockGp_ID,Track_ID,Flikr_ID,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,Weighted_Priority_mean
0,-157.131945515,21.144227322,Molokai,251002036,-157.13194_21.14422,False,21593,779,295,flk_2044_Maui,26.932,0.0,0.0,5.353862863673831,36.5028301068519,80.8667069093935,22.917938543181382,17.84893825900301,20.103605140711085,10.378679018952953,0.0,0.1998001998001998,0.0,198.0,88.52632415723812,33.842045679920396
1,-157.257805957,21.1479159589,Molokai,251002044,-157.25780_21.14791,False,21243,779,295,flk_2179_Maui,26.932,0.0,0.0,14.402016530115985,29.052394176606356,107.3999401545371,10.941722823395397,11.425305244802479,35.02939464704624,10.378679018952953,0.0,2.1978021978021984,99.0,99.0,26.681802395815495,31.496070479271616
2,-157.246135832,21.1902878931,Molokai,251003011,-157.24613_21.19028,False,22551,779,295,flk_2413_Maui,62.59333333333333,0.0,0.0,99.56140659561285,154.11662296058833,98.4649817822983,11.277304526304446,11.291254986984736,217.39428105461712,121.3232647853778,0.0,10.189810189810188,198.0,198.0,33.12574967741094,81.02253399282253
3,-157.208562065,21.1570360599,Molokai,251004008,-157.20856_21.15703,False,23353,779,295,flk_2294_Maui,50.0,0.0,0.0,5.467193875384584,46.04128250609582,80.2424644906284,13.737378624328171,13.15908130436629,14.027714818737905,10.378679018952953,0.0,36.16383616383617,198.0,198.0,31.17491327489009,46.426169605148026
4,-157.219229951,21.1773825601,Molokai,251004020,-157.21922_21.17738,False,22551,779,295,flk_2377_Maui,35.512,0.0,0.0,8.454732119877658,31.903874783533922,93.47795496945753,12.871119546012359,12.395905258560871,20.38935805727181,10.378679018952953,200.0,34.16583416583417,198.0,300.0,32.19136719265939,65.98272167414405
5,-157.210939878,21.1725311087,Molokai,251004023,-157.21093_21.17253,False,22551,779,295,flk_2377_Maui,50.0,0.0,0.0,6.517800725906747,30.425929506980538,89.67880143693134,13.460618250215056,12.796595061982934,20.189280849985984,10.378679018952953,200.0,34.16583416583417,198.0,300.0,32.19136719265939,66.52032708062994
6,-157.208142182,21.166625641,Molokai,251004027,-157.20814_21.16662,False,20275,779,295,flk_2377_Maui,50.0,0.0,0.0,5.930607738051798,14.311839882060475,86.08084421030152,13.70912103729269,13.013590842883064,18.059863991453874,10.378679018952953,200.0,34.16583416583417,198.0,300.0,32.19136719265939,65.05611653863266
7,-157.24633015,21.1831919436,Molokai,251005001,-157.24633_21.18319,False,22551,779,295,flk_2377_Maui,26.932,99.0,0.0,66.25768551301479,42.67887631414036,101.59617189084584,11.334685117364316,11.383943443247887,313.0896856513937,64.06155008784269,200.0,34.16583416583417,198.0,300.0,32.19136719265939,100.04611995842286
8,-157.245873819,21.1831720788,Molokai,251005003,-157.24587_21.18317,False,22551,779,295,flk_2377_Maui,26.932,0.0,0.0,60.10356537258803,38.97043373495716,101.59617189084584,11.35684569690762,11.398564012479438,237.6050241173826,92.69258796928453,200.0,34.16583416583417,198.0,300.0,32.19136719265939,89.66749294352925
9,-157.245437168,21.1831273723,Molokai,251005005,-157.24543_21.18312,False,22551,779,295,flk_2377_Maui,26.932,0.0,0.0,54.97285094232151,35.79027900844387,101.59617189084584,11.378354493092138,11.412940664327722,195.02525924140653,92.69258796928453,200.0,34.16583416583417,198.0,300.0,32.19136719265939,86.27717637121438
10,-157.243896021,21.1832124341,Molokai,251005012,-157.24389_21.18321,False,22551,779,295,flk_2377_Maui,26.932,0.0,0.0,42.966004670371625,28.502487677138944,100.96540390950868,11.452774074124335,11.460575855547392,115.0285500980023,121.3232647853778,200.0,34.16583416583417,198.0,300.0,32.19136719265939,81.53255082857096
11,-157.243012908,21.1832299351,Molokai,251005016,-157.24301_21.18322,False,22551,779,295,flk_2377_Maui,26.932,0.0,0.0,38.09841826764572,27.106910347452974,100.96540390950868,11.496127283623645,11.488468999369864,87.94298667730331,114.16586638036591,200.0,34.16583416583417,198.0,300.0,32.19136719265939,78.83689221491757
12,-157.228361333,21.1729541042,Molokai,251006007,-157.22836_21.17295,False,20129,779,295,flk_2353_Maui,26.932,0.0,0.0,11.094989573193004,61.52033815170875,96.67559419760484,12.365836449679469,12.133949825277345,26.150620841169246,13.957558754133185,200.0,6.193806193806195,198.0,300.0,33.86584186066529,66.59270238981583
13,-157.22915496,21.172329431,Molokai,251006008,-157.22915_21.17232,False,20129,779,295,flk_2353_Maui,35.512,0.0,0.0,11.376435675767807,58.27173148772734,97.85561638476376,12.325169317823306,12.114927831304554,28.219919707923797,13.957558754133185,200.0,6.193806193806195,198.0,300.0,33.86584186066529,67.17953381426102
14,-157.257528248,21.1670862932,Molokai,251006063,-157.25752_21.16708,False,22551,779,295,flk_2250_Maui,66.44333333333333,99.0,0.0,73.80765811582337,74.99632703067468,110.23609750693109,10.914277735514277,11.233507092835465,311.8642512813098,10.378679018952953,200.0,4.195804195804196,99.0,0.0,28.492660960912346,73.37083975147276
15,-157.252253325,21.1728862093,Molokai,251006072,-157.25225_21.17288,False,22551,779,295,flk_2294_Maui,66.44333333333333,300.0,0.0,88.38611241410742,52.83896063858145,108.08555450936433,11.127570771109207,11.331006989904678,400.0,13.957558754133185,0.0,36.16383616383617,198.0,198.0,31.17491327489009,101.03392312328398
16,-157.236508845,21.1801664802,Molokai,251006109,-157.23650_21.18016,False,21336,779,295,flk_2377_Maui,26.932,0.0,0.0,18.67324247480972,55.42714380414233,99.82918686272744,11.855680376333757,11.744797311307872,40.91622228881559,13.957558754133185,200.0,34.16583416583417,198.0,300.0,32.19136719265939,69.57953554871756
17,-157.24170008,21.1823621559,Molokai,251006114,-157.24170_21.18236,False,22283,779,295,flk_2377_Maui,35.512,0.0,0.0,31.074836098818174,33.221830154802504,100.35612619045378,11.569255614118735,11.542836698931255,58.21442871664182,39.00960858079023,200.0,34.16583416583417,198.0,300.0,32.19136719265939,72.32387489420333
18,-157.234690528,21.1812457486,Molokai,251006124,-157.23469_21.18124,False,22283,779,295,flk_2377_Maui,35.512,0.0,0.0,17.157566256401708,40.250063088083465,99.09868914443092,11.942118310060877,11.789728913500394,34.65845580760396,17.536438489313415,200.0,34.16583416583417,198.0,300.0,32.19136719265939,68.82015075785921
19,-157.23121867,21.1758200441,Molokai,251006140,-157.23121_21.17582,False,22156,779,295,flk_2353_Maui,66.22333333333334,0.0,0.0,12.931794987719062,26.174869892440597,99.13450444256414,12.180423864285766,11.989765628228758,26.48345407444929,21.115282117958788,200.0,6.193806193806195,198.0,300.0,33.86584186066529,67.61953842636342
