,Grid_ID,Flikr_X,Flikr_Y,Flikr_ID,Island,Flikr_ID_statewide
67,36_90,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
68,36_91,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
69,36_93,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
70,36_95,-157.05968441,21.1870464842,flk_2399,Maui,flk_2399_Maui
71,37_32,-157.249911654,21.1846076823,flk_2367,Maui,flk_2367_Maui
72,37_33,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
73,37_37,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
74,37_85,-157.086104793,21.1918636599,flk_2431,Maui,flk_2431_Maui
75,37_93,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
76,38_32,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
77,38_34,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
78,38_35,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
79,38_79,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
80,38_85,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
81,38_86,-157.081290334,21.1918090489,flk_2433,Maui,flk_2433_Maui
82,38_92,-157.066905781,21.1871292547,flk_2396,Maui,flk_2396_Maui
83,39_30,-157.252372075,21.1801169798,flk_2327,Maui,flk_2327_Maui
84,39_32,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
85,39_33,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
86,39_34,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
87,39_35,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
88,39_79,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
89,39_80,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
90,39_86,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
91,39_87,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
92,39_88,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
93,39_91,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
94,39_93,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
95,39_94,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
96,39_96,-157.06209153,21.1870741086,flk_2398,Maui,flk_2398_Maui
97,39_142,-157.06209153,21.1870741086,flk_2398,Maui,flk_2398_Maui
98,40_27,-157.252398611,21.1778591713,flk_2311,Maui,flk_2311_Maui
99,40_30,-157.252372075,21.1801169798,flk_2327,Maui,flk_2327_Maui
100,40_34,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
101,40_74,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
102,40_79,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
103,40_82,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
104,40_89,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
105,40_93,-157.066905781,21.1871292547,flk_2396,Maui,flk_2396_Maui
106,40_94,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
107,40_95,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
108,41_29,-157.252398611,21.1778591713,flk_2311,Maui,flk_2311_Maui
109,41_31,-157.252372075,21.1801169798,flk_2327,Maui,flk_2327_Maui
110,41_32,-157.252372075,21.1801169798,flk_2327,Maui,flk_2327_Maui
111,41_75,-157.112555915,21.1944191997,flk_2439,Maui,flk_2439_Maui
112,41_83,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
113,41_84,-157.098112111,21.1942571978,flk_2445,Maui,flk_2445_Maui
114,41_90,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
115,41_91,-157.071690757,21.1894418403,flk_2419,Maui,flk_2419_Maui
116,41_93,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
117,41_94,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
118,41_95,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
119,42_26,-157.254832339,21.1756262289,flk_2294,Maui,flk_2294_Maui
120,42_27,-157.254832339,21.1756262289,flk_2294,Maui,flk_2294_Maui
121,42_28,-157.252398611,21.1778591713,flk_2311,Maui,flk_2311_Maui
122,42_30,-157.252398611,21.1778591713,flk_2311,Maui,flk_2311_Maui
123,42_34,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
124,42_40,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
125,42_76,-157.112555915,21.1944191997,flk_2439,Maui,flk_2439_Maui
126,42_83,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
127,42_93,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
128,42_94,-157.066905781,21.1871292547,flk_2396,Maui,flk_2396_Maui
129,42_97,-157.06209153,21.1870741086,flk_2398,Maui,flk_2398_Maui
130,43_34,-157.252345536,21.1823747877,flk_2353,Maui,flk_2353_Maui
131,43_77,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
132,43_93,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
133,43_94,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
134,43_97,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
135,44_78,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
136,44_79,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
137,44_86,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
138,44_89,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
139,44_92,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
140,44_93,-157.071690757,21.1894418403,flk_2419,Maui,flk_2419_Maui
141,44_94,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
142,44_95,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
143,44_96,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
144,45_25,-157.257265995,21.1733932459,flk_2267,Maui,flk_2267_Maui
145,45_80,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
146,45_87,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
147,45_88,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
148,45_92,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
149,45_93,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
150,45_94,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
151,45_95,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
152,46_90,-157.081290334,21.1918090489,flk_2433,Maui,flk_2433_Maui
153,46_93,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
154,46_94,-157.071690757,21.1894418403,flk_2419,Maui,flk_2419_Maui
155,46_95,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
156,46_96,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
157,47_77,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
158,47_81,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
159,47_82,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
160,47_84,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
161,47_92,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
162,47_93,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
163,47_95,-157.071690757,21.1894418403,flk_2419,Maui,flk_2419_Maui
164,47_96,-157.066876416,21.1893868247,flk_2421,Maui,flk_2421_Maui
165,47_98,-157.064498654,21.1871016988,flk_2397,Maui,flk_2397_Maui
166,48_89,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
167,48_91,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
168,48_92,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
169,48_94,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
170,48_95,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
171,48_96,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
172,49_26,-157.257265995,21.1733932459,flk_2267,Maui,flk_2267_Maui
173,49_83,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
174,49_93,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
175,49_95,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
176,49_96,-157.071690757,21.1894418403,flk_2419,Maui,flk_2419_Maui
177,49_97,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
178,50_73,-157.117341937,21.1967305608,flk_2465,Maui,flk_2465_Maui
179,50_84,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
180,50_85,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
181,50_90,-157.086104793,21.1918636599,flk_2431,Maui,flk_2431_Maui
182,50_94,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
183,50_95,-157.076505112,21.1894967189,flk_2417,Maui,flk_2417_Maui
184,50_96,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
185,51_24,-157.259699578,21.1711602222,flk_2250,Maui,flk_2250_Maui
186,51_75,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
187,51_78,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
188,51_79,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
189,51_86,-157.098112111,21.1942571978,flk_2445,Maui,flk_2445_Maui
190,51_94,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
191,51_95,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
192,51_96,-157.078912296,21.1895241068,flk_2416,Maui,flk_2416_Maui
193,51_97,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
194,51_143,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
195,52_24,-157.259699578,21.1711602222,flk_2250,Maui,flk_2250_Maui
196,52_41,-157.249885072,21.186865486,flk_2377,Maui,flk_2377_Maui
197,52_77,-157.112555915,21.1944191997,flk_2439,Maui,flk_2439_Maui
198,52_78,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
199,52_80,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
200,52_87,-157.095704824,21.1942300776,flk_2446,Maui,flk_2446_Maui
201,52_89,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
202,52_91,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
203,52_95,-157.083697561,21.1918363715,flk_2432,Maui,flk_2432_Maui
204,52_96,-157.081290334,21.1918090489,flk_2433,Maui,flk_2433_Maui
205,52_99,-157.074097933,21.1894692967,flk_2418,Maui,flk_2418_Maui
206,52_137,-157.069283585,21.1894143496,flk_2420,Maui,flk_2420_Maui
207,52_141,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
208,52_142,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
209,52_143,-157.124535519,21.1990685463,flk_2487,Maui,flk_2487_Maui
210,52_144,-157.101699607,21.1017216162,flk_2069,Maui,flk_2069_Maui
211,53_24,-157.262133087,21.1689271578,flk_2223,Maui,flk_2223_Maui
212,53_78,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
213,53_79,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
214,53_81,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
215,53_88,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
216,53_91,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
217,53_92,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
218,53_93,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
219,53_94,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
220,53_95,-157.086104793,21.1918636599,flk_2431,Maui,flk_2431_Maui
221,53_96,-157.086104793,21.1918636599,flk_2431,Maui,flk_2431_Maui
222,53_142,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
223,53_143,-157.096859233,21.1039253013,flk_2088,Maui,flk_2088_Maui
224,53_144,-157.092047584,21.1038712113,flk_2090,Maui,flk_2090_Maui
225,54_24,-157.262133087,21.1689271578,flk_2223,Maui,flk_2223_Maui
226,54_27,-157.259699578,21.1711602222,flk_2250,Maui,flk_2250_Maui
227,54_75,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
228,54_80,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
229,54_88,-157.095704824,21.1942300776,flk_2446,Maui,flk_2446_Maui
230,54_89,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
231,54_90,-157.088482985,21.1941485114,flk_2449,Maui,flk_2449_Maui
232,54_96,-157.088512029,21.191890914,flk_2430,Maui,flk_2430_Maui
233,54_141,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
234,54_142,-157.096859233,21.1039253013,flk_2088,Maui,flk_2088_Maui
235,54_143,-157.092047584,21.1038712113,flk_2090,Maui,flk_2090_Maui
236,54_144,-157.077641802,21.1014505157,flk_2077,Maui,flk_2077_Maui
237,55_23,-157.262133087,21.1689271578,flk_2223,Maui,flk_2223_Maui
238,55_81,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
239,55_82,-157.105333996,21.1943383529,flk_2442,Maui,flk_2442_Maui
240,55_83,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
241,55_94,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
242,55_95,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
243,55_98,-157.09089026,21.1941757344,flk_2448,Maui,flk_2448_Maui
244,55_141,-157.099265063,21.1039522952,flk_2087,Maui,flk_2087_Maui
245,55_142,-157.094453407,21.1038982734,flk_2089,Maui,flk_2089_Maui
246,55_143,-157.080047565,21.1014777791,flk_2076,Maui,flk_2076_Maui
247,55_144,-157.075236042,21.1014232181,flk_2078,Maui,flk_2078_Maui
248,55_145,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
249,56_23,-157.264566524,21.1666940528,flk_2199,Maui,flk_2199_Maui
250,56_25,-157.262133087,21.1689271578,flk_2223,Maui,flk_2223_Maui
251,56_85,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
252,56_140,-157.099265063,21.1039522952,flk_2087,Maui,flk_2087_Maui
253,56_141,-157.096859233,21.1039253013,flk_2088,Maui,flk_2088_Maui
254,56_142,-157.080047565,21.1014777791,flk_2076,Maui,flk_2076_Maui
255,56_143,-157.075236042,21.1014232181,flk_2078,Maui,flk_2078_Maui
256,56_148,-157.056019502,21.0989460313,flk_2057,Maui,flk_2057_Maui
257,57_84,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
258,57_85,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
259,57_86,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
260,57_89,-157.098112111,21.1942571978,flk_2445,Maui,flk_2445_Maui
261,57_96,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
262,57_122,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
263,57_127,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
264,57_130,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
265,57_139,-157.099265063,21.1039522952,flk_2087,Maui,flk_2087_Maui
266,57_140,-157.096859233,21.1039253013,flk_2088,Maui,flk_2088_Maui
267,57_141,-157.080047565,21.1014777791,flk_2076,Maui,flk_2076_Maui
268,57_142,-157.075236042,21.1014232181,flk_2078,Maui,flk_2078_Maui
269,58_22,-157.266999888,21.1644609072,flk_2186,Maui,flk_2186_Maui
270,58_83,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
271,58_85,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
272,58_89,-157.098112111,21.1942571978,flk_2445,Maui,flk_2445_Maui
273,59_85,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
274,59_87,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
275,59_88,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
276,59_89,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
277,59_91,-157.098112111,21.1942571978,flk_2445,Maui,flk_2445_Maui
278,59_139,-157.080047565,21.1014777791,flk_2076,Maui,flk_2076_Maui
279,60_21,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
280,60_22,-157.266999888,21.1644609072,flk_2186,Maui,flk_2186_Maui
281,60_83,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
282,60_86,-157.102897868,21.1965689513,flk_2467,Maui,flk_2467_Maui
283,60_89,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
284,60_90,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
285,60_91,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
286,60_339,-156.751743388,21.1741994518,flk_2347,Maui,flk_2347_Maui
287,61_21,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
288,61_26,-157.262133087,21.1689271578,flk_2223,Maui,flk_2223_Maui
289,61_80,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
290,61_85,-157.107741299,21.1943653361,flk_2441,Maui,flk_2441_Maui
291,61_90,-157.100490537,21.1965418964,flk_2468,Maui,flk_2468_Maui
292,62_21,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
293,62_136,-157.072830287,21.1013958864,flk_2079,Maui,flk_2079_Maui
294,63_20,-157.271866397,21.1599944942,flk_2180,Maui,flk_2180_Maui
295,63_41,-157.254832339,21.1756262289,flk_2294,Maui,flk_2294_Maui
296,63_85,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
297,63_133,-157.072830287,21.1013958864,flk_2079,Maui,flk_2079_Maui
298,63_134,-157.072830287,21.1013958864,flk_2079,Maui,flk_2079_Maui
299,63_135,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
300,63_361,-156.713657185,21.1465982058,flk_2170,Maui,flk_2170_Maui
301,64_18,-157.276706478,21.1577857625,flk_2176,Maui,flk_2176_Maui
302,64_19,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
303,64_21,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
304,64_42,-157.254832339,21.1756262289,flk_2294,Maui,flk_2294_Maui
305,64_85,-157.110148605,21.194392285,flk_2440,Maui,flk_2440_Maui
306,64_131,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
307,64_133,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
308,64_134,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
309,64_136,-157.068018787,21.1013411208,flk_2081,Maui,flk_2081_Maui
310,65_17,-157.279113417,21.157810264,flk_2175,Maui,flk_2175_Maui
311,65_85,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
312,65_86,-157.112555915,21.1944191997,flk_2439,Maui,flk_2439_Maui
313,66_19,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
314,66_20,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
315,66_23,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
316,66_24,-157.266999888,21.1644609072,flk_2186,Maui,flk_2186_Maui
317,66_86,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
318,67_86,-157.114934583,21.1967037116,flk_2466,Maui,flk_2466_Maui
319,67_122,-157.068018787,21.1013411208,flk_2081,Maui,flk_2081_Maui
320,68_20,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
321,68_22,-157.269433179,21.162227721,flk_2183,Maui,flk_2183_Maui
322,68_25,-157.266999888,21.1644609072,flk_2186,Maui,flk_2186_Maui
323,68_73,-157.126942925,21.1990952617,flk_2486,Maui,flk_2486_Maui
324,69_18,-157.279113417,21.157810264,flk_2175,Maui,flk_2175_Maui
325,69_19,-157.279113417,21.157810264,flk_2175,Maui,flk_2175_Maui
326,69_20,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
327,69_77,-157.126942925,21.1990952617,flk_2486,Maui,flk_2486_Maui
328,69_86,-157.11616296,21.0996249816,flk_2047,Maui,flk_2047_Maui
329,70_17,-157.281546423,21.1555768819,flk_2172,Maui,flk_2172_Maui
330,70_18,-157.279113417,21.157810264,flk_2175,Maui,flk_2175_Maui
331,70_87,-157.111322835,21.1018291017,flk_2065,Maui,flk_2065_Maui
332,70_89,-157.111322835,21.1018291017,flk_2065,Maui,flk_2065_Maui
333,70_136,-157.053613814,21.0989184301,flk_2058,Maui,flk_2058_Maui
334,70_343,-156.718572766,21.1398919334,flk_2159,Maui,flk_2159_Maui
335,71_88,-157.108917022,21.1018022815,flk_2066,Maui,flk_2066_Maui
336,72_89,-157.106511213,21.1017754271,flk_2067,Maui,flk_2067_Maui
337,75_89,-157.104105408,21.1017485387,flk_2068,Maui,flk_2068_Maui
338,81_15,-157.284005376,21.1510856057,flk_2165,Maui,flk_2165_Maui
339,82_80,-157.111322835,21.1018291017,flk_2065,Maui,flk_2065_Maui
340,82_88,-157.099265063,21.1039522952,flk_2087,Maui,flk_2087_Maui
341,82_352,-156.721047645,21.1354101866,flk_2152,Maui,flk_2152_Maui
342,83_77,-157.111322835,21.1018291017,flk_2065,Maui,flk_2065_Maui
343,84_24,-157.274273366,21.160019067,flk_2179,Maui,flk_2179_Maui
344,88_68,-157.123380335,21.0997050237,flk_2044,Maui,flk_2044_Maui
345,89_18,-157.284005376,21.1510856057,flk_2165,Maui,flk_2165_Maui
346,89_69,-157.123380335,21.0997050237,flk_2044,Maui,flk_2044_Maui
347,90_18,-157.284005376,21.1510856057,flk_2165,Maui,flk_2165_Maui
348,90_78,-157.111322835,21.1018291017,flk_2065,Maui,flk_2065_Maui
349,91_14,-157.291303618,21.1443850842,flk_2154,Maui,flk_2154_Maui
350,93_14,-157.291303618,21.1443850842,flk_2154,Maui,flk_2154_Maui
351,94_14,-157.291329515,21.1421272197,flk_2150,Maui,flk_2150_Maui
352,95_14,-157.291329515,21.1421272197,flk_2150,Maui,flk_2150_Maui
353,95_359,-156.723522366,21.1309283879,flk_2145,Maui,flk_2145_Maui
354,97_335,-156.733282443,21.1220290931,flk_2130,Maui,flk_2130_Maui
355,99_95,-157.070424535,21.1013685207,flk_2080,Maui,flk_2080_Maui
356,101_95,-157.068018787,21.1013411208,flk_2081,Maui,flk_2081_Maui
357,105_340,-156.745480905,21.1109040234,flk_2110,Maui,flk_2110_Maui
358,106_340,-156.745480905,21.1109040234,flk_2110,Maui,flk_2110_Maui
359,108_95,-157.056019502,21.0989460313,flk_2057,Maui,flk_2057_Maui
