,Uid,UserDays
253,-157.00538_21.16370,0
254,-157.00522_21.16378,0
255,-157.00540_21.16409,0
256,-157.00491_21.16393,0
257,-157.00509_21.16424,0
258,-157.00481_21.16418,0
259,-157.00414_21.16427,0
260,-157.00435_21.16454,0
261,-157.00459_21.16481,0
262,-157.00489_21.16479,0
263,-157.00547_21.16464,0
264,-157.00592_21.16462,0
265,-157.00575_21.16438,0
266,-157.00603_21.16426,0
267,-157.00616_21.16454,0
268,-157.00505_21.16292,0
269,-157.05414_21.17199,0
270,-157.06280_21.16713,1
271,-157.06308_21.16722,1
272,-157.06338_21.16727,1
273,-157.06367_21.16735,0
274,-157.05438_21.17224,0
275,-157.05462_21.17249,0
276,-157.05489_21.17273,0
277,-157.05513_21.17299,0
278,-157.03023_21.09296,0
279,-157.03305_21.09458,2
280,-157.03387_21.09496,2
281,-157.07721_21.18321,0
282,-157.07877_21.18354,1
283,-157.07478_21.17968,2
284,-157.06762_21.17599,0
285,-157.07008_21.17262,0
286,-157.07129_21.17273,0
287,-157.07016_21.17654,0
288,-157.07045_21.17660,0
289,-157.07074_21.17666,0
290,-157.07104_21.17672,0
291,-157.07133_21.17679,0
292,-157.08469_21.16657,0
293,-157.08606_21.16793,0
294,-157.08786_21.16719,0
295,-157.08844_21.17135,0
296,-157.09097_21.16782,0
297,-157.09252_21.16821,0
298,-157.09504_21.16464,0
299,-157.07518_21.16508,0
300,-157.03453_21.09521,2
301,-157.02861_21.09604,0
302,-157.03177_21.09674,2
303,-157.03387_21.09658,2
304,-157.04190_21.09985,0
305,-157.04395_21.10145,0
306,-157.04702_21.10328,0
307,-157.04836_21.10315,0
308,-157.04870_21.10500,0
309,-157.04969_21.10587,0
310,-157.04145_21.10320,0
311,-157.04297_21.10333,0
312,-157.04397_21.10364,0
313,-157.04511_21.10404,0
314,-157.04587_21.10469,0
315,-157.04715_21.10509,0
316,-156.99801_21.08314,1
317,-156.99752_21.08390,1
318,-156.99739_21.08409,1
319,-156.99713_21.08446,1
320,-156.99701_21.08465,1
321,-156.99687_21.08485,1
322,-156.99658_21.08527,1
323,-156.99621_21.08582,1
324,-156.99862_21.08139,1
325,-156.99822_21.08195,1
326,-156.99810_21.08214,1
327,-156.99797_21.08233,1
328,-156.99784_21.08252,1
329,-156.99772_21.08271,1
330,-156.99747_21.08308,1
331,-156.99735_21.08327,1
332,-156.99704_21.08340,1
333,-156.99692_21.08357,1
334,-156.99669_21.08381,1
335,-156.99684_21.08402,1
336,-156.99671_21.08420,1
337,-156.99658_21.08439,1
338,-156.98834_21.07849,1
339,-156.98783_21.07813,3
340,-156.98773_21.07839,2
341,-156.98755_21.07805,3
342,-156.98738_21.07798,3
343,-156.98685_21.07802,3
344,-156.98655_21.07763,3
345,-156.98645_21.07850,3
346,-156.98667_21.07856,2
347,-156.98688_21.07864,2
348,-156.98735_21.07867,2
349,-157.00588_21.16273,0
350,-157.00612_21.16270,0
351,-157.00625_21.16290,0
352,-157.06633_21.18101,0
353,-157.06786_21.18123,0
354,-157.06942_21.18156,0
355,-157.07098_21.18190,0
356,-157.07255_21.18223,2
357,-157.07566_21.18292,0
358,-156.85161_21.05797,0
359,-156.87697_21.04899,0
360,-156.87755_21.04803,0
361,-156.87726_21.04898,0
362,-156.76117_21.09520,1
363,-156.76187_21.09609,2
364,-156.76199_21.09639,2
365,-156.98789_21.07911,2
366,-156.98706_21.07882,2
367,-157.00248_21.08288,4
368,-157.00237_21.08303,4
369,-157.00226_21.08318,4
370,-157.00215_21.08333,4
371,-157.00204_21.08347,4
372,-157.00193_21.08362,4
373,-157.00161_21.08407,4
374,-157.00138_21.08437,4
375,-157.00115_21.08468,4
376,-157.00103_21.08485,4
377,-157.00090_21.08503,4
378,-157.00076_21.08522,4
379,-157.00061_21.08541,4
380,-157.00046_21.08562,4
381,-157.00030_21.08585,4
382,-157.00013_21.08608,4
383,-156.95339_21.06640,0
384,-156.95436_21.06659,0
385,-156.95454_21.06661,0
386,-156.95471_21.06662,0
387,-156.79584_21.07375,4
388,-157.09732_21.16916,0
389,-157.09888_21.16950,0
390,-157.08724_21.16317,0
391,-157.08664_21.17198,0
392,-157.08726_21.17619,0
393,-156.76241_21.09543,2
394,-156.77030_21.09000,0
395,-156.77278_21.08783,3
396,-156.77363_21.08723,12
397,-156.77535_21.08943,12
398,-156.77466_21.08658,12
399,-156.79158_21.07644,0
400,-156.79130_21.07665,0
401,-156.78955_21.07762,0
402,-156.78581_21.08057,0
403,-156.79344_21.07649,4
404,-157.00011_21.16149,0
405,-157.00730_21.16189,0
406,-157.00744_21.16210,0
407,-157.00755_21.16234,0
408,-157.00739_21.16247,0
409,-157.00715_21.16255,0
410,-157.08975_21.17270,0
411,-157.09102_21.17271,0
412,-157.09193_21.17720,0
413,-157.09363_21.17756,0
414,-157.09675_21.17823,0
415,-157.09919_21.17482,0
416,-157.09778_21.18070,0
417,-157.10038_21.17677,0
418,-157.10051_21.18298,0
419,-157.10779_21.18060,0
420,-157.10935_21.18094,0
421,-157.11091_21.18127,0
422,-157.10076_21.16599,0
423,-157.10105_21.16606,0
424,-157.10134_21.16612,0
425,-157.10163_21.16618,0
426,-157.10192_21.16624,0
427,-157.10011_21.17367,0
428,-157.09982_21.17361,0
429,-157.09953_21.17355,0
430,-157.09895_21.17342,0
431,-157.10407_21.16835,0
432,-157.10525_21.17087,0
433,-157.10681_21.17120,0
434,-157.10837_21.17153,0
435,-157.10992_21.17187,0
436,-157.11139_21.17218,0
437,-157.11328_21.17635,0
438,-157.11397_21.17349,0
439,-156.97155_21.07065,5
440,-156.96346_21.06887,1
441,-156.96478_21.06915,0
442,-156.96024_21.06768,0
443,-156.75801_21.10079,9
444,-156.75281_21.10168,0
445,-156.75338_21.10124,0
446,-157.00697_21.16247,0
447,-156.98841_21.07668,2
448,-156.98821_21.07658,2
449,-156.98719_21.07612,3
450,-156.98801_21.07649,2
451,-156.97832_21.07236,0
452,-156.97811_21.07225,0
453,-156.98953_21.07709,2
454,-156.98861_21.07676,2
455,-156.98921_21.07709,2
456,-156.98747_21.07630,3
457,-156.98760_21.07619,3
458,-156.98250_21.07395,1
459,-156.98223_21.07383,1
460,-156.98197_21.07368,1
461,-156.98025_21.07313,0
462,-156.97987_21.07299,0
463,-157.01101_21.08273,4
464,-157.01126_21.08286,4
465,-157.01151_21.08300,5
466,-157.01206_21.08326,5
467,-157.01233_21.08334,5
468,-157.01263_21.08345,5
469,-157.01290_21.08353,5
470,-157.01242_21.08416,5
471,-157.01203_21.08385,5
472,-157.01178_21.08374,5
473,-157.01152_21.08362,5
474,-157.01126_21.08350,4
475,-157.01074_21.08326,4
476,-157.01049_21.08375,4
477,-157.01075_21.08388,4
478,-157.01101_21.08400,4
479,-157.01126_21.08412,4
480,-157.01152_21.08424,5
481,-157.01177_21.08436,5
482,-157.01230_21.08440,5
483,-157.01216_21.08467,5
484,-157.00911_21.08191,0
485,-157.00945_21.08203,4
486,-157.00970_21.08213,4
487,-157.00996_21.08225,4
488,-157.01021_21.08236,4
489,-157.01049_21.08251,4
490,-157.01075_21.08262,4
491,-157.01048_21.08314,4
492,-157.01022_21.08302,4
493,-157.00996_21.08290,4
494,-157.00970_21.08278,4
495,-157.00945_21.08266,4
496,-157.00919_21.08255,0
497,-157.00883_21.08237,0
498,-157.00856_21.08282,0
499,-157.00895_21.08300,4
500,-157.00921_21.08313,4
501,-157.00946_21.08325,4
502,-157.00971_21.08337,4
503,-157.00997_21.08350,4
504,-157.01022_21.08362,4
505,-156.99849_21.08352,1
506,-156.99829_21.08336,1
507,-156.99868_21.08323,1
508,-156.99886_21.08296,1
509,-156.79552_21.07381,4
510,-156.79419_21.07601,4
511,-156.79606_21.07158,2
512,-156.80277_21.07127,1
513,-156.79589_21.07464,4
514,-156.79631_21.07147,2
515,-156.80188_21.07240,1
516,-156.79894_21.07317,4
517,-156.79790_21.07365,4
518,-156.79687_21.07364,4
519,-156.80129_21.07051,1
520,-156.80416_21.06856,0
521,-156.81570_21.06772,0
522,-156.81191_21.06909,1
523,-156.80615_21.07114,0
524,-157.08974_21.18197,0
525,-157.08573_21.18110,0
526,-157.08944_21.18190,0
527,-157.08603_21.18117,0
528,-157.08633_21.18123,0
529,-157.08662_21.18131,0
530,-156.81677_21.06774,0
531,-156.81913_21.06789,0
532,-156.82418_21.06447,0
533,-157.08914_21.18184,0
534,-157.08884_21.18177,0
535,-157.08854_21.18171,0
536,-157.05218_21.16225,0
537,-157.05414_21.16241,0
538,-157.05584_21.16296,0
539,-157.05893_21.16416,0
540,-157.06051_21.16435,0
541,-157.04439_21.16764,0
542,-157.04822_21.16631,0
543,-157.04833_21.16978,0
544,-157.04908_21.17296,0
545,-157.05332_21.17131,0
546,-157.05252_21.17614,0
547,-157.05238_21.17824,0
548,-157.05504_21.17902,0
549,-157.05141_21.16901,0
550,-157.04883_21.17107,0
551,-157.05693_21.16391,0
552,-157.06987_21.15940,0
553,-157.06251_21.16710,1
554,-156.95460_21.07414,0
555,-156.95216_21.07581,0
556,-156.97114_21.07420,5
557,-156.97017_21.07985,5
558,-157.04770_21.10623,0
559,-157.02962_21.09637,0
560,-157.04635_21.10278,0
561,-157.04608_21.10267,0
562,-157.04583_21.10256,0
563,-157.04557_21.10244,0
564,-157.04597_21.10339,0
565,-157.04570_21.10329,0
566,-157.04545_21.10318,0
567,-157.04518_21.10306,0
568,-157.04488_21.10293,0
569,-157.04464_21.10283,0
570,-157.04413_21.10261,0
571,-157.04383_21.10248,0
572,-157.04358_21.10238,0
573,-157.04332_21.10227,0
574,-157.04308_21.10216,0
575,-157.03017_21.09661,2
576,-157.02930_21.09873,2
577,-157.04001_21.10254,0
578,-157.04677_21.10579,0
579,-157.04750_21.10254,0
580,-157.04660_21.10606,0
581,-157.04645_21.10637,0
582,-157.04719_21.10118,0
583,-157.04016_21.09616,4
584,-157.03982_21.09696,4
585,-157.04010_21.09697,4
586,-157.04035_21.09707,4
587,-157.04063_21.09715,4
588,-157.04093_21.09725,0
589,-157.04188_21.09765,0
590,-157.04052_21.09612,0
591,-157.03809_21.09753,4
592,-157.03582_21.10003,4
593,-157.03526_21.09955,4
594,-157.00020_21.08451,4
595,-156.99968_21.08148,1
596,-156.99986_21.08156,1
597,-157.00027_21.08333,1
598,-156.99951_21.08204,1
599,-157.00076_21.08209,4
600,-156.99868_21.08279,1
601,-156.99990_21.08364,1
602,-156.99902_21.08221,1
603,-156.99990_21.08390,1
604,-156.99847_21.08307,1
605,-157.00151_21.08258,4
606,-157.00160_21.08241,4
607,-157.00140_21.08227,4
608,-157.00167_21.08206,4
609,-157.00152_21.08197,4
610,-157.00115_21.08197,4
611,-157.05291_21.11069,0
612,-157.05337_21.13140,0
613,-157.05361_21.12899,0
614,-157.01722_21.15426,0
615,-157.01594_21.15427,0
616,-157.01490_21.15391,0
617,-157.01373_21.15409,0
618,-157.03017_21.17766,0
619,-157.01318_21.14995,0
620,-157.05153_21.10787,0
621,-157.08379_21.10696,0
622,-156.94407_21.06611,1
623,-156.95134_21.06563,0
624,-156.95038_21.06695,0
625,-156.94530_21.06399,1
626,-156.99674_21.07877,11
627,-157.03532_21.10127,4
628,-157.03601_21.09966,4
629,-157.01803_21.16028,0
630,-157.01516_21.15509,0
631,-157.01420_21.15524,0
632,-157.01370_21.15546,0
633,-157.01332_21.15578,0
634,-157.02095_21.16035,0
635,-157.01953_21.16052,0
636,-157.01181_21.16460,0
637,-157.05674_21.16611,1
638,-157.00672_21.16418,0
639,-157.00980_21.15840,0
640,-157.05498_21.16531,0
641,-157.05597_21.16574,0
642,-157.05613_21.16715,0
643,-157.05181_21.16436,0
644,-157.05167_21.16492,0
645,-157.05153_21.16549,1
646,-157.05146_21.16577,1
647,-157.05123_21.16661,0
648,-157.05105_21.16696,0
649,-157.05113_21.16732,0
650,-156.96368_21.06961,0
651,-156.99968_21.08112,1
652,-156.99468_21.07822,12
653,-156.99405_21.07814,12
654,-157.05592_21.16802,0
655,-157.05570_21.16889,0
656,-157.05542_21.16998,0
657,-157.05568_21.17138,0
658,-157.05483_21.17087,0
659,-157.05309_21.16934,0
660,-157.05360_21.16853,0
661,-157.05397_21.16705,2
662,-157.05416_21.16629,0
663,-157.05784_21.16642,1
664,-157.05865_21.16660,1
665,-157.05943_21.16680,1
666,-157.06032_21.16647,1
667,-157.05942_21.16846,2
668,-157.05914_21.16957,0
669,-157.05879_21.17096,0
670,-157.05852_21.17208,0
671,-157.05856_21.17350,0
672,-157.05781_21.17332,0
673,-157.05716_21.17278,0
674,-157.05642_21.17236,0
675,-157.05710_21.17112,0
676,-157.05761_21.16909,0
677,-157.05787_21.16805,2
678,-157.06102_21.16725,1
679,-157.06179_21.16743,1
680,-157.06107_21.16868,0
681,-157.06020_21.17020,0
682,-157.06047_21.17111,0
683,-157.06021_21.17219,0
684,-157.06020_21.17387,0
685,-157.05941_21.17370,0
686,-157.05893_21.17041,0
687,-157.05865_21.17153,0
688,-157.05178_21.16832,0
689,-157.06094_21.16922,2
690,-157.06006_21.16748,0
691,-157.05726_21.16548,0
692,-157.05711_21.16607,1
693,-157.05696_21.17007,0
694,-157.00466_21.16135,0
695,-157.00495_21.16122,0
696,-157.00549_21.16100,0
697,-157.00921_21.16030,0
698,-157.00850_21.16071,0
699,-157.00737_21.16095,0
700,-157.00787_21.16023,0
701,-157.00732_21.16045,0
702,-157.00521_21.16160,0
703,-157.00672_21.16086,0
704,-157.00763_21.16033,0
705,-157.00662_21.16062,0
706,-157.04886_21.16546,2
707,-157.04944_21.16545,1
708,-157.05002_21.16673,0
709,-157.04994_21.16620,2
710,-157.04985_21.16603,2
711,-157.05041_21.16600,2
712,-157.05066_21.16597,2
713,-157.00708_21.08155,0
714,-157.05083_21.16626,2
715,-157.05051_21.16631,2
716,-157.05055_21.16658,0
717,-157.05070_21.16699,0
718,-157.05049_21.16691,0
719,-157.05096_21.16554,1
720,-157.05310_21.16421,0
721,-157.05294_21.16487,0
722,-157.05286_21.16519,0
723,-157.05277_21.16551,1
724,-157.05253_21.16648,2
725,-157.05244_21.16681,2
726,-157.05233_21.16722,2
727,-157.05211_21.16806,0
728,-157.05260_21.16408,0
729,-157.05251_21.16443,0
730,-157.05243_21.16475,0
731,-157.05234_21.16507,0
732,-157.05226_21.16540,1
733,-157.05218_21.16572,1
734,-157.05210_21.16604,0
735,-157.05201_21.16637,2
736,-157.05193_21.16669,0
737,-157.05191_21.16708,0
738,-157.05165_21.16730,0
739,-156.75043_21.13161,4
740,-156.74406_21.14693,0
741,-156.95895_21.06726,0
742,-156.95723_21.06685,0
743,-156.95702_21.06678,0
744,-156.98756_21.07875,2
745,-156.98771_21.07889,2
746,-156.98794_21.07889,1
747,-156.98846_21.07757,2
748,-156.98828_21.07804,2
749,-156.99793_21.08438,1
750,-156.99855_21.08422,1
751,-156.99853_21.08458,1
752,-156.99834_21.08485,1
753,-156.99826_21.08511,1
754,-156.99801_21.08552,1
755,-156.99785_21.08578,1
756,-156.99775_21.08614,1
757,-156.99907_21.08500,1
758,-156.99951_21.08459,1
759,-157.00003_21.08480,4
760,-156.99969_21.08538,1
761,-156.99951_21.08567,1
762,-156.99934_21.08596,4
763,-156.99851_21.08685,1
764,-156.99782_21.08665,1
765,-156.99748_21.08656,1
766,-156.99721_21.08635,1
767,-156.99709_21.08656,1
768,-156.99679_21.08649,1
769,-156.99758_21.08496,1
770,-156.99818_21.08530,1
771,-156.99871_21.08399,1
772,-156.99780_21.08596,1
773,-156.99825_21.08559,1
774,-156.99853_21.08568,1
775,-156.99776_21.08467,1
776,-157.00132_21.08101,1
777,-157.00118_21.08098,1
778,-157.00106_21.08086,1
779,-157.00021_21.08062,1
780,-157.00220_21.08164,4
781,-157.00170_21.08168,4
782,-157.00141_21.08157,4
783,-157.00127_21.08158,4
784,-157.00098_21.08151,1
785,-157.00083_21.08148,1
786,-157.00069_21.08144,1
787,-157.00044_21.08139,1
788,-157.00003_21.08123,1
789,-156.96307_21.06845,1
790,-156.96425_21.06893,0
791,-156.96581_21.06936,0
792,-156.96632_21.06943,0
793,-156.96717_21.06980,1
794,-156.96738_21.06987,1
795,-156.96759_21.06996,1
796,-156.96784_21.07005,1
797,-156.96974_21.07047,2
798,-156.96997_21.07051,2
799,-156.97043_21.07056,2
800,-156.97063_21.07059,2
801,-156.97106_21.07062,5
802,-156.99962_21.08011,1
803,-156.99918_21.08005,1
804,-156.99904_21.08021,1
805,-156.99843_21.07981,1
806,-156.99795_21.08050,1
807,-156.99626_21.07979,11
808,-156.99587_21.07932,11
809,-156.99552_21.07919,11
810,-156.99528_21.07909,11
811,-156.99522_21.07951,11
812,-156.99500_21.07997,11
813,-156.99579_21.07974,11
814,-156.99846_21.08058,1
815,-156.98174_21.07726,2
816,-156.95647_21.08495,1
817,-156.99340_21.07803,12
818,-156.99247_21.07777,1
819,-156.99183_21.07759,1
820,-156.99148_21.07758,1
821,-156.99107_21.07754,1
822,-156.99062_21.07743,1
823,-156.99016_21.07729,1
824,-156.98979_21.07717,1
825,-156.98628_21.07653,3
826,-156.98576_21.07630,3
827,-156.98524_21.07607,2
828,-156.98472_21.07584,2
829,-156.98119_21.07335,1
830,-156.98059_21.07324,1
831,-156.99920_21.08236,1
832,-156.99926_21.08201,1
833,-156.99949_21.08143,1
834,-157.00035_21.08178,1
835,-156.99976_21.08268,1
836,-156.99958_21.08296,1
837,-156.99900_21.08353,1
838,-156.99930_21.08371,1
839,-156.99956_21.08387,1
840,-156.99974_21.08414,1
841,-156.99999_21.08350,1
842,-157.00000_21.08321,1
843,-157.00029_21.08299,1
844,-157.00047_21.08270,1
845,-157.00096_21.08225,4
846,-157.00090_21.08184,4
847,-157.00128_21.08248,4
848,-157.00125_21.08277,4
849,-157.00108_21.08306,4
850,-157.00064_21.08378,4
851,-156.78131_21.08396,0
852,-156.78033_21.08577,0
853,-156.77076_21.08973,0
854,-156.77526_21.08830,12
855,-156.77555_21.08872,12
856,-156.77115_21.08855,0
857,-156.77363_21.08627,12
858,-156.77925_21.08441,0
859,-156.82654_21.06278,0
860,-156.82679_21.06266,0
861,-156.82732_21.06204,0
862,-156.82823_21.06556,0
863,-156.82436_21.06436,0
864,-156.82459_21.06417,0
865,-156.82483_21.06419,0
866,-156.82497_21.06443,0
867,-156.82506_21.06466,0
868,-156.82476_21.06462,0
869,-156.82484_21.06481,0
870,-156.82466_21.06493,0
871,-156.82449_21.06477,0
872,-156.82442_21.06509,0
873,-156.82431_21.06489,0
874,-156.82423_21.06521,0
875,-156.82407_21.06505,0
876,-156.82399_21.06539,0
877,-156.82392_21.06519,0
878,-156.82378_21.06552,0
879,-156.96624_21.07800,2
880,-156.82364_21.06531,0
881,-157.03540_21.09861,2
882,-157.03562_21.10168,4
883,-156.99877_21.08200,1
884,-156.99864_21.08220,1
885,-156.99839_21.08257,1
886,-156.98870_21.07881,1
887,-156.93544_21.06899,0
888,-156.94107_21.06730,1
889,-156.94365_21.06874,1
890,-156.95900_21.06897,0
891,-156.96197_21.07107,1
892,-156.95973_21.07109,0
893,-156.96866_21.07170,2
894,-156.95649_21.06670,0
895,-156.91193_21.05762,0
896,-156.91103_21.05740,0
897,-156.87937_21.04852,0
898,-156.88181_21.05436,0
899,-156.83282_21.05990,0
900,-156.82926_21.06196,0
901,-156.83022_21.06174,0
902,-156.82946_21.06325,0
903,-156.82936_21.06316,0
904,-156.83011_21.06311,0
905,-156.83435_21.05995,0
906,-156.83406_21.06138,0
907,-156.83353_21.06139,0
908,-156.83218_21.06284,0
909,-156.83431_21.06270,0
910,-156.77553_21.08477,12
911,-156.77942_21.08554,0
912,-156.77884_21.08481,12
913,-156.77127_21.08811,0
914,-156.79577_21.09391,0
915,-156.78673_21.08673,0
916,-157.02108_21.15203,0
917,-156.75997_21.09642,1
918,-157.03537_21.10404,4
919,-157.03355_21.10447,4
920,-156.83348_21.05817,0
921,-156.83428_21.05743,3
922,-156.83478_21.05724,3
923,-156.79791_21.07324,4
924,-156.83592_21.05691,3
925,-156.83521_21.05665,2
926,-156.83572_21.05744,3
927,-156.83468_21.05801,3
928,-156.83428_21.05772,3
929,-156.83346_21.05925,0
930,-156.83517_21.05610,2
