,Uid,WT_elev_m
757,-157.03316_21.10436,1.3455
758,-157.03345_21.10023,0.932919
759,-157.03355_21.10447,1.3455
760,-157.03377_21.09658,0.429313
761,-157.03387_21.09496,0.148807
762,-157.03387_21.09658,0.429313
763,-157.03453_21.09521,0.0967556
764,-157.03526_21.09955,0.717462
765,-157.03532_21.10127,0.961357
766,-157.03537_21.10404,1.1839499
767,-157.03540_21.09861,0.630757
768,-157.03562_21.10168,0.961357
769,-157.03582_21.10003,0.758655
770,-157.03601_21.09966,0.670238
771,-157.03703_21.10359,1.11619
772,-157.03710_21.09969,0.620956
773,-157.03746_21.10065,0.753709
774,-157.03774_21.10006,0.663889
775,-157.03783_21.10322,1.00604
776,-157.03809_21.09753,0.159391
777,-157.03828_21.10091,0.709125
778,-157.03914_21.10090,0.666432
779,-157.03918_21.10312,0.934053
780,-157.03969_21.09892,0.24431
781,-157.03982_21.09696,0.0469039
782,-157.04001_21.10254,0.810389
783,-157.04010_21.09697,0.0066309
784,-157.04016_21.09616,0.0
785,-157.04035_21.09707,0.0066309
786,-157.04052_21.09612,0.0
787,-157.04062_21.09970,0.340425
788,-157.04063_21.09715,0.0066309
789,-157.04093_21.09725,-0.0047004
790,-157.04145_21.10320,0.837625
791,-157.04188_21.09765,0.0485049
792,-157.04190_21.09985,0.433137
793,-157.04287_21.10333,0.783051
794,-157.04297_21.10333,0.759391
795,-157.04308_21.10216,0.672414
796,-157.04318_21.16448,3.84355
797,-157.04328_21.16448,3.84355
798,-157.04332_21.10227,0.672414
799,-157.04358_21.10238,0.672414
800,-157.04383_21.10248,0.651607
801,-157.04395_21.10145,0.565578
802,-157.04397_21.10364,0.816418
803,-157.04413_21.10261,0.651607
804,-157.04439_21.16764,3.6558399
805,-157.04464_21.10283,0.71573
806,-157.04488_21.10293,0.71573
807,-157.04511_21.10404,0.773141
808,-157.04518_21.10306,0.695713
809,-157.04545_21.10318,0.695713
810,-157.04557_21.10244,0.613969
811,-157.04570_21.10329,0.695713
812,-157.04583_21.10256,0.596474
813,-157.04587_21.10469,0.82733
814,-157.04597_21.10339,0.752729
815,-157.04608_21.10267,0.676524
816,-157.04613_21.16245,3.58746
817,-157.04635_21.10278,0.676524
818,-157.04645_21.10637,1.04381
819,-157.04660_21.10606,0.95309
820,-157.04677_21.10579,0.95309
821,-157.04692_21.10328,0.658656
822,-157.04702_21.10328,0.658656
823,-157.04712_21.10328,0.658656
824,-157.04715_21.10509,0.880841
825,-157.04719_21.10118,0.423235
826,-157.04750_21.10254,0.565039
827,-157.04770_21.10623,0.999041
828,-157.04822_21.16631,3.3517599
829,-157.04833_21.16978,3.28373
830,-157.04836_21.10315,0.623188
831,-157.04870_21.10500,0.81915
832,-157.04883_21.17107,3.19804
833,-157.04886_21.16546,3.32549
834,-157.04908_21.17296,3.1393099
835,-157.04944_21.16545,3.2723
836,-157.04969_21.10587,0.867895
837,-157.04975_21.16044,3.29055
838,-157.04985_21.16603,3.26105
839,-157.04994_21.16620,3.26105
840,-157.05002_21.16673,3.24828
841,-157.05041_21.16600,3.20979
842,-157.05049_21.16691,3.19771
843,-157.05051_21.16631,3.19771
844,-157.05055_21.16658,3.19771
845,-157.05066_21.16597,3.20979
846,-157.05070_21.16699,3.1842501
847,-157.05083_21.16626,3.15062
848,-157.05096_21.16554,3.16219
849,-157.05105_21.16696,3.13762
850,-157.05113_21.16732,3.13762
851,-157.05123_21.16661,3.15062
852,-157.05141_21.16901,3.10797
853,-157.05146_21.16577,3.16219
854,-157.05153_21.10787,1.0039999
855,-157.05153_21.16549,3.1241901
856,-157.05165_21.16730,3.0911701
857,-157.05167_21.16492,3.1241901
858,-157.05178_21.16832,3.07726
859,-157.05181_21.16436,3.13802
860,-157.05191_21.16708,3.0911701
861,-157.05193_21.16669,3.1036899
862,-157.05201_21.16637,3.1036899
863,-157.05210_21.16604,3.1147201
864,-157.05211_21.16806,3.07726
865,-157.05218_21.16225,3.1445501
866,-157.05218_21.16572,3.1147201
867,-157.05226_21.16540,3.0759201
868,-157.05233_21.16722,3.0445399
869,-157.05234_21.16507,3.0759201
870,-157.05238_21.17824,2.6075699
871,-157.05243_21.16475,3.0885701
872,-157.05244_21.16681,3.0565801
873,-157.05251_21.16443,3.0885701
874,-157.05252_21.17614,2.77878
875,-157.05253_21.16648,3.0565801
876,-157.05260_21.16408,3.09217
877,-157.05277_21.16551,3.0759201
878,-157.05281_21.11069,1.22373
879,-157.05286_21.16519,3.0759201
880,-157.05291_21.11069,1.22373
881,-157.05294_21.16487,3.0279801
882,-157.05309_21.16934,2.9537899
883,-157.05310_21.16421,3.03951
884,-157.05322_21.17131,2.8958199
885,-157.05332_21.17131,2.8958199
886,-157.05337_21.13140,2.2833099
887,-157.05360_21.16853,2.96996
888,-157.05361_21.12899,2.2013099
889,-157.05387_21.16705,2.95186
890,-157.05397_21.16705,2.95186
891,-157.05404_21.16241,2.9949901
892,-157.05414_21.16241,2.9949901
893,-157.05414_21.17199,2.82499
894,-157.05416_21.16629,2.9633901
895,-157.05438_21.17224,2.7765
896,-157.05462_21.17249,2.7765
897,-157.05473_21.17087,2.8225999
898,-157.05483_21.17087,2.8225999
899,-157.05489_21.17273,2.7501299
900,-157.05498_21.16531,2.9402299
901,-157.05504_21.17902,2.36461
902,-157.05513_21.17299,2.7004199
903,-157.05542_21.16998,2.7955401
904,-157.05568_21.17138,2.75246
905,-157.05570_21.16889,2.8308699
906,-157.05584_21.16296,2.85094
907,-157.05592_21.16802,2.7994599
908,-157.05597_21.16574,2.83285
909,-157.05613_21.16715,2.8126199
910,-157.05642_21.17236,2.6791799
911,-157.05674_21.16611,2.7869899
912,-157.05693_21.16391,2.80445
913,-157.05696_21.17007,2.7025101
914,-157.05710_21.17112,2.68136
915,-157.05711_21.16607,2.7869899
916,-157.05716_21.17278,2.6036
917,-157.05726_21.16548,2.7530401
918,-157.05761_21.16909,2.6752901
919,-157.05764_21.17020,2.65606
920,-157.05774_21.17020,2.65606
921,-157.05781_21.17332,2.55566
922,-157.05784_21.16642,2.73191
923,-157.05787_21.16805,2.7076199
924,-157.05835_21.17505,2.4012499
925,-157.05852_21.17208,2.53668
926,-157.05855_21.16660,2.6856201
927,-157.05856_21.17350,2.4750099
928,-157.05865_21.16660,2.6856201
929,-157.05865_21.17153,2.56341
930,-157.05879_21.17096,2.5414901
931,-157.05891_21.17517,2.3533399
932,-157.05893_21.16416,2.7095499
933,-157.05893_21.17041,2.5634201
934,-157.05894_21.17629,2.2660301
935,-157.05914_21.16957,2.5829599
936,-157.05927_21.17575,2.3113699
937,-157.05932_21.16846,2.6002901
938,-157.05935_21.17527,2.3533399
939,-157.05941_21.17370,2.3849599
940,-157.05941_21.17631,2.22454
941,-157.05942_21.16846,2.55652
942,-157.05943_21.16680,2.59552
943,-157.05985_21.17731,2.1763
944,-157.05991_21.17547,2.31109
945,-157.06006_21.16748,2.58465
946,-157.06020_21.17020,2.4763501
947,-157.06020_21.17387,2.34202
948,-157.06021_21.17219,2.40382
949,-157.06031_21.17636,2.1828699
950,-157.06032_21.16647,2.5510499
951,-157.06041_21.16435,2.6183
952,-157.06047_21.17111,2.4547701
953,-157.06051_21.16435,2.6183
954,-157.06076_21.17765,2.13516
955,-157.06090_21.17688,2.1407199
956,-157.06094_21.16922,2.4514301
957,-157.06102_21.16725,2.49576
958,-157.06107_21.16868,2.4682801
959,-157.06107_21.17648,2.1407199
960,-157.06111_21.17479,2.2635701
961,-157.06121_21.17479,2.2635701
962,-157.06179_21.16743,2.49576
963,-157.06179_21.17893,1.95058
964,-157.06210_21.16463,2.5276201
965,-157.06251_21.16710,2.4519401
966,-157.06270_21.16713,2.4519401
967,-157.06280_21.16713,2.4519401
968,-157.06308_21.16722,2.4102001
969,-157.06316_21.18022,1.70044
970,-157.06326_21.18022,1.70044
971,-157.06338_21.16727,2.4102001
972,-157.06346_21.17201,2.24266
973,-157.06363_21.16454,2.4386201
974,-157.06367_21.16735,2.36834
975,-157.06373_21.16454,2.39446
976,-157.06472_21.17397,2.1126299
977,-157.06475_21.15857,2.2960801
978,-157.06483_21.18059,1.5706199
979,-157.06519_21.16514,2.3050301
980,-157.06544_21.15892,2.2577801
981,-157.06586_21.17588,1.95433
982,-157.06633_21.18101,1.53536
983,-157.06646_21.16647,2.25629
984,-157.06656_21.16647,2.2141099
985,-157.06701_21.15771,2.2035601
986,-157.06762_21.17599,1.89929
987,-157.06786_21.18123,1.5653
988,-157.06861_21.15797,2.15938
989,-157.06868_21.17164,2.03158
990,-157.06882_21.16369,2.11234
991,-157.06922_21.16945,2.07394
992,-157.06942_21.18156,1.39025
993,-157.06987_21.15940,2.1168399
994,-157.06998_21.17262,1.9841599
995,-157.07005_21.14893,2.15446
996,-157.07008_21.17262,1.9841599
997,-157.07009_21.16708,2.0676999
998,-157.07016_21.17654,1.77229
999,-157.07035_21.16475,2.05268
1000,-157.07045_21.17660,1.77229
1001,-157.07058_21.16381,2.0583
1002,-157.07074_21.17666,1.77229
1003,-157.07088_21.18190,1.4319
1004,-157.07098_21.18190,1.4319
1005,-157.07103_21.15953,2.08462
1006,-157.07104_21.17672,1.75314
1007,-157.07129_21.17273,1.90925
1008,-157.07133_21.17679,1.75314
1009,-157.07134_21.16069,2.0687599
1010,-157.07140_21.15960,2.08462
1011,-157.07154_21.14981,2.1126101
1012,-157.07164_21.14981,2.1126101
1013,-157.07178_21.15969,2.07026
1014,-157.07194_21.15851,2.0770199
1015,-157.07200_21.15066,2.1134
1016,-157.07216_21.15976,2.07026
1017,-157.07218_21.16387,2.0217299
1018,-157.07255_21.18223,1.28029
1019,-157.07261_21.16906,1.9542
1020,-157.07323_21.17329,1.83883
1021,-157.07360_21.15888,2.04792
1022,-157.07375_21.16420,1.97171
1023,-157.07433_21.15027,2.0682499
1024,-157.07443_21.15027,2.05404
1025,-157.07470_21.17363,1.78213
1026,-157.07478_21.17968,1.52211
1027,-157.07480_21.17363,1.78213
1028,-157.07494_21.17926,1.52211
1029,-157.07508_21.16508,1.94791
1030,-157.07508_21.17866,1.56225
1031,-157.07518_21.16508,1.93325
1032,-157.07527_21.15923,1.99909
1033,-157.07566_21.18292,1.18264
1034,-157.07583_21.16877,1.86217
1035,-157.07593_21.15079,2.0262699
1036,-157.07593_21.16877,1.86217
1037,-157.07627_21.17397,1.7483701
1038,-157.07637_21.17397,1.7483701
1039,-157.07646_21.16490,1.91851
1040,-157.07721_21.18321,1.24269
1041,-157.07747_21.17752,1.59439
1042,-157.07793_21.17374,1.7164201
1043,-157.07803_21.17374,1.70111
1044,-157.07827_21.15148,1.9848599
1045,-157.07867_21.15249,1.98464
1046,-157.07877_21.18354,1.10487
1047,-157.07941_21.16132,1.89425
1048,-157.07948_21.17452,1.6530401
1049,-157.08003_21.16555,1.8361501
1050,-157.08008_21.15401,1.95506
1051,-157.08029_21.15301,1.94301
1052,-157.08066_21.16978,1.75968
1053,-157.08080_21.15855,1.90975
1054,-157.08086_21.15942,1.88995
1055,-157.08089_21.17490,1.60202
1056,-157.08099_21.17490,1.60202
1057,-157.08150_21.15589,1.92041
1058,-157.08163_21.16030,1.86949
1059,-157.08181_21.15376,1.9145499
1060,-157.08184_21.15496,1.91
1061,-157.08203_21.18424,1.05836
1062,-157.08236_21.17534,1.56911
1063,-157.08246_21.17534,1.56911
1064,-157.08252_21.16217,1.83193
1065,-157.08261_21.16087,1.84866
1066,-157.08272_21.15407,1.9011199
1067,-157.08308_21.16622,1.76721
1068,-157.08318_21.16622,1.76721
1069,-157.08320_21.17928,1.43297
1070,-157.08341_21.15778,1.8681099
1071,-157.08349_21.15446,1.8861099
1072,-157.08359_21.18458,1.13218
1073,-157.08369_21.10696,0.494113
1074,-157.08379_21.10696,0.494113
1075,-157.08416_21.16128,1.81437
1076,-157.08469_21.16657,1.72807
1077,-157.08543_21.18104,1.34231
1078,-157.08573_21.18110,1.34231
1079,-157.08596_21.16793,1.67588
1080,-157.08603_21.18117,1.32552
1081,-157.08606_21.16793,1.67588
1082,-157.08633_21.18123,1.32552
1083,-157.08662_21.18131,1.28126
1084,-157.08664_21.17198,1.55777
1085,-157.08716_21.17619,1.46646
1086,-157.08719_21.15855,1.7974499
1087,-157.08724_21.16317,1.74379
1088,-157.08726_21.17619,1.4525501
1089,-157.08786_21.16719,1.66241
1090,-157.08844_21.17135,1.56332
1091,-157.08854_21.18171,1.2459
1092,-157.08884_21.18177,1.23068
1093,-157.08914_21.18184,1.23068
1094,-157.08933_21.16006,1.73914
1095,-157.08944_21.18190,1.21529
1096,-157.08974_21.18197,1.18483
1097,-157.08975_21.17270,1.48717
1098,-157.09087_21.16281,1.66712
1099,-157.09097_21.16782,1.58551
1100,-157.09102_21.17271,1.47812
1101,-157.09193_21.17720,1.32675
1102,-157.09252_21.16821,1.5606
1103,-157.09301_21.16322,1.62986
1104,-157.09363_21.17756,1.29863
1105,-157.09504_21.16464,1.58561
1106,-157.09508_21.17833,1.24721
1107,-157.09546_21.14667,1.64928
1108,-157.09556_21.14667,1.64928
1109,-157.09565_21.15778,1.65197
1110,-157.09575_21.15778,1.65197
1111,-157.09613_21.17405,1.3703099
1112,-157.09653_21.16566,1.53906
1113,-157.09674_21.15794,1.62883
1114,-157.09675_21.17823,1.20592
1115,-157.09711_21.16406,1.56095
1116,-157.09722_21.16916,1.4596699
1117,-157.09732_21.16916,1.44836
1118,-157.09778_21.18070,1.0843101
1119,-157.09888_21.16950,1.42546
1120,-157.09895_21.17342,1.32171
1121,-157.09902_21.16447,1.51704
1122,-157.09919_21.17482,1.26036
1123,-157.09952_21.18213,0.983984
1124,-157.09953_21.17355,1.31028
1125,-157.09982_21.17361,1.31028
1126,-157.10011_21.17367,1.31028
1127,-157.10038_21.17677,1.19212
1128,-157.10051_21.18298,0.940626
1129,-157.10076_21.16599,1.47331
1130,-157.10089_21.16492,1.4751101
1131,-157.10105_21.16606,1.46314
1132,-157.10134_21.16612,1.46314
1133,-157.10163_21.16618,1.45289
1134,-157.10192_21.16624,1.4402
1135,-157.10404_21.14645,1.53008
1136,-157.10407_21.16835,1.38449
1137,-157.10448_21.16571,1.4153301
1138,-157.10458_21.16571,1.4153301
1139,-157.10515_21.17087,1.3037
1140,-157.10525_21.17087,1.3037
1141,-157.10535_21.17087,1.3037
1142,-157.10656_21.15182,1.5145299
1143,-157.10681_21.17120,1.28739
1144,-157.10779_21.18060,0.940359
1145,-157.10837_21.17153,1.25416
1146,-157.10935_21.18094,0.928037
1147,-157.10992_21.17187,1.24038
1148,-157.11081_21.18127,0.887864
1149,-157.11091_21.18127,0.883162
1150,-157.11129_21.17218,1.20915
1151,-157.11139_21.17218,1.20915
1152,-157.11149_21.17218,1.20915
1153,-157.11215_21.16589,1.34065
1154,-157.11225_21.16589,1.34065
1155,-157.11328_21.17635,1.07099
1156,-157.11353_21.18030,0.925398
1157,-157.11397_21.17349,1.14932
1158,-157.11548_21.17975,0.941224
1159,-157.11558_21.16664,1.29986
1160,-157.11619_21.15212,1.4515001
1161,-157.12755_21.14364,3.87939
1162,-157.13194_21.14422,5.1045499
1163,-157.20814_21.16662,3.1256499
1164,-157.20856_21.15703,3.2165401
1165,-157.21093_21.17253,2.9484501
1166,-157.21922_21.17738,2.5130301
1167,-157.22836_21.17295,2.1703899
1168,-157.22915_21.17232,2.15048
1169,-157.23121_21.17582,1.95044
1170,-157.23136_21.17679,1.91502
1171,-157.23181_21.17986,1.78553
1172,-157.23346_21.17572,1.8294801
1173,-157.23348_21.17754,1.77472
1174,-157.23469_21.18124,1.58148
1175,-157.23650_21.18016,1.5296
1176,-157.24170_21.18236,1.0936199
1177,-157.24228_21.18518,1.0204901
1178,-157.24245_21.18519,0.969342
1179,-157.24257_21.18534,0.969342
1180,-157.24270_21.18541,0.969342
1181,-157.24288_21.18546,0.969342
1182,-157.24301_21.18322,1.02403
1183,-157.24307_21.18549,0.915555
1184,-157.24314_21.18592,0.898174
1185,-157.24323_21.18671,0.881494
1186,-157.24331_21.18597,0.898174
1187,-157.24331_21.18661,0.881494
1188,-157.24339_21.18526,0.915555
1189,-157.24345_21.18658,0.881494
1190,-157.24353_21.18636,0.881494
1191,-157.24354_21.18602,0.898174
1192,-157.24357_21.18539,0.915555
1193,-157.24360_21.18615,0.898174
1194,-157.24373_21.18540,0.915555
1195,-157.24376_21.18721,0.808735
1196,-157.24389_21.18321,0.91581
1197,-157.24390_21.18736,0.808735
1198,-157.24393_21.18657,0.824753
1199,-157.24401_21.18582,0.841642
1200,-157.24402_21.18545,0.859358
1201,-157.24402_21.18668,0.824753
1202,-157.24406_21.18732,0.808735
1203,-157.24411_21.18683,0.824753
1204,-157.24415_21.18595,0.841642
1205,-157.24419_21.18728,0.808735
1206,-157.24428_21.18603,0.841642
1207,-157.24441_21.18725,0.808735
1208,-157.24457_21.18727,0.752019
1209,-157.24488_21.18542,0.803213
1210,-157.24497_21.19040,0.70002
1211,-157.24511_21.19016,0.70002
1212,-157.24513_21.18581,0.785216
1213,-157.24518_21.18612,0.728861
1214,-157.24527_21.18996,0.64472
1215,-157.24528_21.18555,0.728861
1216,-157.24540_21.18644,0.711554
1217,-157.24543_21.18312,0.805461
1218,-157.24543_21.18694,0.711554
1219,-157.24551_21.18667,0.711554
1220,-157.24556_21.18543,0.747121
1221,-157.24557_21.19001,0.64472
1222,-157.24563_21.18727,0.695457
1223,-157.24564_21.19118,0.635855
1224,-157.24568_21.18646,0.711554
1225,-157.24573_21.18863,0.667143
1226,-157.24574_21.18831,0.68056
1227,-157.24574_21.19052,0.64472
1228,-157.24583_21.18529,0.747121
1229,-157.24586_21.18897,0.667143
1230,-157.24587_21.18317,0.805461
1231,-157.24588_21.18741,0.695457
1232,-157.24604_21.18507,0.687629
1233,-157.24604_21.18990,0.593555
1234,-157.24606_21.18551,0.687629
1235,-157.24606_21.19119,0.578272
1236,-157.24608_21.18819,0.636328
1237,-157.24613_21.19028,0.593555
1238,-157.24618_21.18589,0.668544
1239,-157.24618_21.18743,0.636686
1240,-157.24620_21.18605,0.668544
1241,-157.24624_21.18894,0.639022
1242,-157.24633_21.18319,0.747985
1243,-157.24640_21.18651,0.65065
1244,-157.24640_21.18819,0.636328
1245,-157.24647_21.18889,0.639022
1246,-157.24656_21.18743,0.636686
1247,-157.24666_21.19105,0.513893
1248,-157.24668_21.18827,0.555579
1249,-157.24670_21.18678,0.58625
1250,-157.24672_21.19041,0.522766
1251,-157.24683_21.19016,0.522766
1252,-157.24700_21.18833,0.555579
1253,-157.24700_21.19098,0.513893
1254,-157.24704_21.19050,0.522766
1255,-157.24714_21.19077,0.513893
1256,-157.24720_21.18703,0.56941
1257,-157.24745_21.18729,0.503668
1258,-157.24761_21.18750,0.503668
1259,-157.25215_21.17288,0.657991
1260,-157.25225_21.17288,0.657991
1261,-157.25752_21.16708,0.588789
1262,-157.25780_21.14791,1.44242
1263,-157.26175_21.16380,0.517864
1264,-157.26650_21.15993,0.511258
1265,-157.26660_21.15993,0.511258
1266,-157.26758_21.15938,0.478092
1267,-157.27062_21.15325,0.676683
1268,-157.27072_21.15325,0.676683
1269,-157.27220_21.15726,0.429702
1270,-157.28756_21.14135,0.277538
