,X,Y,Island,TMK,Uid
287,-157.070165429,21.1765409931,Molokai,252022004,-157.07016_21.17654
288,-157.070450174,21.1766020507,Molokai,252022005,-157.07045_21.17660
289,-157.070743298,21.1766644319,Molokai,252022006,-157.07074_21.17666
290,-157.071044099,21.1767256185,Molokai,252022007,-157.07104_21.17672
291,-157.071338126,21.1767962937,Molokai,252022008,-157.07133_21.17679
292,-157.084691811,21.1665792124,Molokai,252023029,-157.08469_21.16657
293,-157.086063786,21.1679389009,Molokai,252024001,-157.08606_21.16793
294,-157.087862845,21.167197415,Molokai,252024002,-157.08786_21.16719
295,-157.088442646,21.1713551042,Molokai,252024004,-157.08844_21.17135
296,-157.090976524,21.1678262425,Molokai,252024005,-157.09097_21.16782
297,-157.092521587,21.1682194833,Molokai,252024006,-157.09252_21.16821
298,-157.095043345,21.164640509,Molokai,252024007,-157.09504_21.16464
299,-157.075182333,21.1650886137,Molokai,252023016,-157.07518_21.16508
300,-157.0345394,21.0952122504,Molokai,252008006,-157.03453_21.09521
301,-157.02861917,21.0960455436,Molokai,252008025,-157.02861_21.09604
302,-157.031779552,21.096743976,Molokai,252008027,-157.03177_21.09674
303,-157.033876656,21.0965853616,Molokai,252008028,-157.03387_21.09658
304,-157.041904014,21.0998566846,Molokai,252008029,-157.04190_21.09985
305,-157.04395224,21.1014511492,Molokai,252008031,-157.04395_21.10145
306,-157.047023812,21.1032803758,Molokai,252008034,-157.04702_21.10328
307,-157.048362696,21.1031587566,Molokai,252008035,-157.04836_21.10315
308,-157.048703368,21.1050010533,Molokai,252008036,-157.04870_21.10500
309,-157.049696357,21.1058775281,Molokai,252008037,-157.04969_21.10587
310,-157.041451195,21.1032037603,Molokai,252008040,-157.04145_21.10320
311,-157.042972608,21.1033344395,Molokai,252008041,-157.04297_21.10333
312,-157.043978309,21.1036470423,Molokai,252008042,-157.04397_21.10364
313,-157.045114229,21.1040441301,Molokai,252008043,-157.04511_21.10404
314,-157.045879327,21.1046993162,Molokai,252008044,-157.04587_21.10469
315,-157.047154675,21.1050929137,Molokai,252008045,-157.04715_21.10509
316,-156.998017078,21.0831442875,Molokai,254010012,-156.99801_21.08314
317,-156.997520003,21.0839041757,Molokai,254010016,-156.99752_21.08390
318,-156.997392554,21.0840912919,Molokai,254010017,-156.99739_21.08409
319,-156.997137374,21.0844653598,Molokai,254010019,-156.99713_21.08446
320,-156.997010356,21.0846521583,Molokai,254010020,-156.99701_21.08465
321,-156.996874713,21.0848508982,Molokai,254010021,-156.99687_21.08485
322,-156.996587656,21.0852730504,Molokai,254010023,-156.99658_21.08527
323,-156.996217779,21.0858238816,Molokai,254010025,-156.99621_21.08582
324,-156.998621412,21.0813991569,Molokai,254010029,-156.99862_21.08139
325,-156.998223644,21.0819596545,Molokai,254010032,-156.99822_21.08195
326,-156.998100409,21.0821471481,Molokai,254010033,-156.99810_21.08214
327,-156.997975264,21.0823357353,Molokai,254010034,-156.99797_21.08233
328,-156.997849838,21.08252308,Molokai,254010035,-156.99784_21.08252
329,-156.997724473,21.0827119715,Molokai,254010036,-156.99772_21.08271
330,-156.997475545,21.0830899658,Molokai,254010038,-156.99747_21.08308
331,-156.997351725,21.0832773507,Molokai,254010039,-156.99735_21.08327
332,-156.997047847,21.0834027545,Molokai,254010040,-156.99704_21.08340
333,-156.996922918,21.0835799149,Molokai,254010041,-156.99692_21.08357
334,-156.996690358,21.0838101102,Molokai,254010042,-156.99669_21.08381
335,-156.996841383,21.0840218954,Molokai,254010043,-156.99684_21.08402
336,-156.996713917,21.0842088889,Molokai,254010044,-156.99671_21.08420
337,-156.996585828,21.084394923,Molokai,254010045,-156.99658_21.08439
338,-156.988343357,21.0784943776,Molokai,254011015,-156.98834_21.07849
339,-156.987833698,21.0781361038,Molokai,254011017,-156.98783_21.07813
340,-156.98773347,21.0783927401,Molokai,254011018,-156.98773_21.07839
341,-156.98755651,21.0780587569,Molokai,254011019,-156.98755_21.07805
342,-156.987382448,21.0779818825,Molokai,254011020,-156.98738_21.07798
343,-156.986857201,21.0780245337,Molokai,254011022,-156.98685_21.07802
344,-156.986553113,21.0776306758,Molokai,254011024,-156.98655_21.07763
345,-156.986457431,21.0785040202,Molokai,254011026,-156.98645_21.07850
346,-156.986672727,21.0785665653,Molokai,254011027,-156.98667_21.07856
347,-156.986880431,21.0786412992,Molokai,254011028,-156.98688_21.07864
348,-156.987357593,21.0786775703,Molokai,254011030,-156.98735_21.07867
349,-157.005887905,21.1627346156,Molokai,252020038,-157.00588_21.16273
350,-157.00612178,21.1627064604,Molokai,252020039,-157.00612_21.16270
351,-157.006250575,21.1629079837,Molokai,252020040,-157.00625_21.16290
352,-157.066330334,21.18101,Molokai,252021001,-157.06633_21.18101
353,-157.067862136,21.1812348979,Molokai,252021002,-157.06786_21.18123
354,-157.069426619,21.1815662132,Molokai,252021003,-157.06942_21.18156
355,-157.070989588,21.1819062018,Molokai,252021005,-157.07098_21.18190
356,-157.07255892,21.1822349233,Molokai,252021006,-157.07255_21.18223
357,-157.075663982,21.1829267609,Molokai,252021009,-157.07566_21.18292
358,-156.85161485,21.0579714103,Molokai,256006036,-156.85161_21.05797
359,-156.876974958,21.048996914,Molokai,256011018,-156.87697_21.04899
360,-156.877557588,21.048032021,Molokai,256011023,-156.87755_21.04803
361,-156.877266104,21.0489863978,Molokai,256011025,-156.87726_21.04898
362,-156.761173444,21.0952057232,Molokai,257001001,-156.76117_21.09520
363,-156.761875073,21.0960926881,Molokai,257001003,-156.76187_21.09609
364,-156.761994535,21.0963998215,Molokai,257001004,-156.76199_21.09639
365,-156.987891049,21.0791126156,Molokai,254011046,-156.98789_21.07911
366,-156.987065283,21.0788217208,Molokai,254011049,-156.98706_21.07882
367,-157.002482296,21.0828873401,Molokai,254012035,-157.00248_21.08288
368,-157.002373244,21.0830353957,Molokai,254012036,-157.00237_21.08303
369,-157.00226492,21.0831834373,Molokai,254012037,-157.00226_21.08318
370,-157.002155914,21.0833315754,Molokai,254012038,-157.00215_21.08333
371,-157.002047288,21.0834792032,Molokai,254012039,-157.00204_21.08347
372,-157.00193667,21.0836276311,Molokai,254012040,-157.00193_21.08362
373,-157.001610135,21.0840709493,Molokai,254012043,-157.00161_21.08407
374,-157.001389198,21.084370202,Molokai,254012045,-157.00138_21.08437
375,-157.001153601,21.0846871522,Molokai,254012047,-157.00115_21.08468
376,-157.001031475,21.0848536141,Molokai,254012048,-157.00103_21.08485
377,-157.000902245,21.0850319968,Molokai,254012049,-157.00090_21.08503
378,-157.000764133,21.0852203285,Molokai,254012050,-157.00076_21.08522
379,-157.000618396,21.0854196536,Molokai,254012051,-157.00061_21.08541
380,-157.00046496,21.0856299685,Molokai,254012052,-157.00046_21.08562
381,-157.00030255,21.0858529921,Molokai,254012053,-157.00030_21.08585
382,-157.00013604,21.0860836449,Molokai,254012054,-157.00013_21.08608
383,-156.953399531,21.0664068094,Molokai,254013003,-156.95339_21.06640
384,-156.954364232,21.0665937668,Molokai,254013007,-156.95436_21.06659
385,-156.954541164,21.066611179,Molokai,254013008,-156.95454_21.06661
386,-156.954719376,21.0666206915,Molokai,254013009,-156.95471_21.06662
387,-156.795843313,21.0737565421,Molokai,257007034,-156.79584_21.07375
388,-157.097323942,21.169167749,Molokai,252024010,-157.09732_21.16916
389,-157.09888084,21.1695035542,Molokai,252024011,-157.09888_21.16950
390,-157.087242749,21.1631732992,Molokai,252024014,-157.08724_21.16317
391,-157.086648548,21.1719888709,Molokai,252025002,-157.08664_21.17198
392,-157.087260427,21.1761996486,Molokai,252025004,-157.08726_21.17619
393,-156.76241159,21.0954358211,Molokai,257003086,-156.76241_21.09543
394,-156.770308387,21.0900094719,Molokai,257004001,-156.77030_21.09000
395,-156.772788062,21.0878302443,Molokai,257004008,-156.77278_21.08783
396,-156.773634703,21.0872370847,Molokai,257004009,-156.77363_21.08723
397,-156.77535515,21.0894345768,Molokai,257004010,-156.77535_21.08943
398,-156.774660355,21.0865823461,Molokai,257004019,-156.77466_21.08658
399,-156.791581386,21.0764430127,Molokai,257006008,-156.79158_21.07644
400,-156.791309654,21.076650451,Molokai,257006009,-156.79130_21.07665
401,-156.789555597,21.077628896,Molokai,257006014,-156.78955_21.07762
402,-156.78581896,21.0805712367,Molokai,257006020,-156.78581_21.08057
403,-156.79344031,21.0764995598,Molokai,257006035,-156.79344_21.07649
404,-157.000113967,21.1614974851,Molokai,252019008,-157.00011_21.16149
405,-157.007308604,21.1618966359,Molokai,252020005,-157.00730_21.16189
406,-157.007442058,21.1621075364,Molokai,252020006,-157.00744_21.16210
407,-157.007559448,21.1623443059,Molokai,252020007,-157.00755_21.16234
408,-157.007393528,21.1624702964,Molokai,252020008,-157.00739_21.16247
409,-157.007152913,21.1625573022,Molokai,252020009,-157.00715_21.16255
410,-157.089752949,21.1727039236,Molokai,252025005,-157.08975_21.17270
411,-157.091020857,21.1727180707,Molokai,252025007,-157.09102_21.17271
412,-157.091933999,21.1772032755,Molokai,252025009,-157.09193_21.17720
413,-157.093634938,21.1775684407,Molokai,252025010,-157.09363_21.17756
414,-157.096750873,21.178237741,Molokai,252025012,-157.09675_21.17823
415,-157.099191507,21.1748285179,Molokai,252026001,-157.09919_21.17482
416,-157.097788608,21.1807053162,Molokai,252026002,-157.09778_21.18070
417,-157.100381056,21.1767731183,Molokai,252026004,-157.10038_21.17677
418,-157.100511274,21.182983786,Molokai,252026005,-157.10051_21.18298
419,-157.107799375,21.1806080599,Molokai,252026010,-157.10779_21.18060
420,-157.109357338,21.1809423178,Molokai,252026011,-157.10935_21.18094
421,-157.110915308,21.1812765601,Molokai,252026012,-157.11091_21.18127
422,-157.100768076,21.1659978828,Molokai,252027001,-157.10076_21.16599
423,-157.101057039,21.1660602951,Molokai,252027002,-157.10105_21.16606
424,-157.101345596,21.1661222236,Molokai,252027003,-157.10134_21.16612
425,-157.101634153,21.1661841526,Molokai,252027004,-157.10163_21.16618
426,-157.101922515,21.1662467834,Molokai,252027005,-157.10192_21.16624
427,-157.100110826,21.1736738601,Molokai,252027010,-157.10011_21.17367
428,-157.099822107,21.1736125933,Molokai,252027011,-157.09982_21.17361
429,-157.099533537,21.1735506611,Molokai,252027012,-157.09953_21.17355
430,-157.098956579,21.173426121,Molokai,252027014,-157.09895_21.17342
431,-157.104075563,21.1683597088,Molokai,252027017,-157.10407_21.16835
432,-157.105256172,21.1708700861,Molokai,252027018,-157.10525_21.17087
433,-157.106814027,21.1712043689,Molokai,252027019,-157.10681_21.17120
434,-157.10837189,21.1715386378,Molokai,252027020,-157.10837_21.17153
435,-157.109929758,21.1718728919,Molokai,252027021,-157.10992_21.17187
436,-157.111390268,21.1721862423,Molokai,252027022,-157.11139_21.17218
437,-157.113282606,21.1763541139,Molokai,252027024,-157.11328_21.17635
438,-157.113977946,21.1734939887,Molokai,252027031,-157.11397_21.17349
439,-156.971555914,21.07065871,Molokai,254017040,-156.97155_21.07065
440,-156.963465435,21.0688768738,Molokai,254017052,-156.96346_21.06887
441,-156.964781973,21.0691599185,Molokai,254017056,-156.96478_21.06915
442,-156.960247644,21.0676867427,Molokai,254018013,-156.96024_21.06768
443,-156.758016859,21.1007946716,Molokai,257003079,-156.75801_21.10079
444,-156.752813263,21.1016854307,Molokai,257003080,-156.75281_21.10168
445,-156.753383743,21.1012472951,Molokai,257003081,-156.75338_21.10124
446,-157.006975878,21.1624755915,Molokai,252020010,-157.00697_21.16247
447,-156.988413707,21.0766819322,Molokai,254006034,-156.98841_21.07668
448,-156.988213441,21.07658498,Molokai,254006035,-156.98821_21.07658
449,-156.987191523,21.0761240784,Molokai,254006037,-156.98719_21.07612
450,-156.988019978,21.0764954319,Molokai,254006053,-156.98801_21.07649
451,-156.978328935,21.0723645702,Molokai,254006055,-156.97832_21.07236
452,-156.978119228,21.0722571075,Molokai,254006056,-156.97811_21.07225
453,-156.989532533,21.0770923832,Molokai,254006057,-156.98953_21.07709
454,-156.988612325,21.0767612045,Molokai,254006058,-156.98861_21.07676
455,-156.989218394,21.077090038,Molokai,254006059,-156.98921_21.07709
456,-156.987478486,21.0763094776,Molokai,254006061,-156.98747_21.07630
457,-156.987601662,21.0761985029,Molokai,254006062,-156.98760_21.07619
458,-156.982502192,21.0739569144,Molokai,254006063,-156.98250_21.07395
459,-156.982237787,21.0738326987,Molokai,254006064,-156.98223_21.07383
460,-156.981979697,21.0736864912,Molokai,254006065,-156.98197_21.07368
461,-156.980256216,21.0731351841,Molokai,254006067,-156.98025_21.07313
462,-156.979873424,21.0729964495,Molokai,254006068,-156.97987_21.07299
463,-157.011018918,21.0827354076,Molokai,254007002,-157.01101_21.08273
464,-157.011269723,21.0828664742,Molokai,254007003,-157.01126_21.08286
465,-157.011517966,21.0830066152,Molokai,254007004,-157.01151_21.08300
466,-157.012060763,21.0832637203,Molokai,254007006,-157.01206_21.08326
467,-157.012334047,21.0833489458,Molokai,254007007,-157.01233_21.08334
468,-157.012633551,21.0834506345,Molokai,254007008,-157.01263_21.08345
469,-157.012903461,21.0835377849,Molokai,254007009,-157.01290_21.08353
470,-157.01242515,21.0841690179,Molokai,254007011,-157.01242_21.08416
471,-157.012035593,21.0838593102,Molokai,254007012,-157.01203_21.08385
472,-157.011780066,21.0837413734,Molokai,254007013,-157.01178_21.08374
473,-157.011524442,21.0836243147,Molokai,254007014,-157.01152_21.08362
474,-157.011267548,21.083507192,Molokai,254007015,-157.01126_21.08350
475,-157.010743237,21.0832679108,Molokai,254007017,-157.01074_21.08326
476,-157.010491503,21.083754323,Molokai,254007018,-157.01049_21.08375
477,-157.010755487,21.0838817157,Molokai,254007019,-157.01075_21.08388
478,-157.011011037,21.0840048321,Molokai,254007020,-157.01101_21.08400
479,-157.011266267,21.0841260468,Molokai,254007021,-157.01126_21.08412
480,-157.011521846,21.0842440528,Molokai,254007022,-157.01152_21.08424
481,-157.011777106,21.0843603405,Molokai,254007023,-157.01177_21.08436
482,-157.012303952,21.0844038971,Molokai,254007024,-157.01230_21.08440
483,-157.012160415,21.0846740271,Molokai,254007025,-157.01216_21.08467
484,-157.009115675,21.0819148654,Molokai,254008002,-157.00911_21.08191
485,-157.009450337,21.082033925,Molokai,254008003,-157.00945_21.08203
486,-157.009703197,21.0821357162,Molokai,254008004,-157.00970_21.08213
487,-157.009960351,21.082252836,Molokai,254008005,-157.00996_21.08225
488,-157.01021893,21.0823667975,Molokai,254008006,-157.01021_21.08236
489,-157.010493003,21.0825162291,Molokai,254008007,-157.01049_21.08251
490,-157.010751919,21.0826276903,Molokai,254008008,-157.01075_21.08262
491,-157.010481062,21.083144179,Molokai,254008009,-157.01048_21.08314
492,-157.010223788,21.0830254491,Molokai,254008010,-157.01022_21.08302
493,-157.009966394,21.0829074409,Molokai,254008011,-157.00996_21.08290
494,-157.009708799,21.0827881935,Molokai,254008012,-157.00970_21.08278
495,-157.00945098,21.0826694832,Molokai,254008013,-157.00945_21.08266
496,-157.009193938,21.0825523784,Molokai,254008014,-157.00919_21.08255
497,-157.008832909,21.0823787547,Molokai,254008015,-157.00883_21.08237
498,-157.008562715,21.0828250975,Molokai,254008016,-157.00856_21.08282
499,-157.008955249,21.0830092673,Molokai,254008017,-157.00895_21.08300
500,-157.009210464,21.0831320598,Molokai,254008018,-157.00921_21.08313
501,-157.009464978,21.0832555446,Molokai,254008019,-157.00946_21.08325
502,-157.00971981,21.0833784964,Molokai,254008020,-157.00971_21.08337
503,-157.009973892,21.0835028171,Molokai,254008021,-157.00997_21.08350
504,-157.010228647,21.0836274968,Molokai,254008022,-157.01022_21.08362
505,-156.998490007,21.0835230574,Molokai,254009001,-156.99849_21.08352
506,-156.998292471,21.0833605846,Molokai,254009002,-156.99829_21.08336
507,-156.99868358,21.0832361642,Molokai,254009003,-156.99868_21.08323
508,-156.998864907,21.0829650587,Molokai,254009004,-156.99886_21.08296
509,-156.795523045,21.0738135647,Molokai,257007036,-156.79552_21.07381
510,-156.794196542,21.0760124056,Molokai,257007042,-156.79419_21.07601
511,-156.796069392,21.07158016,Molokai,257007055,-156.79606_21.07158
512,-156.802770231,21.0712775752,Molokai,257007059,-156.80277_21.07127
513,-156.795899002,21.074643569,Molokai,257007061,-156.79589_21.07464
514,-156.796316779,21.0714706747,Molokai,257007066,-156.79631_21.07147
515,-156.801883149,21.072404596,Molokai,257007069,-156.80188_21.07240
516,-156.79894863,21.0731765974,Molokai,257007074,-156.79894_21.07317
517,-156.797909218,21.0736585019,Molokai,257007077,-156.79790_21.07365
518,-156.796877601,21.0736451308,Molokai,257007080,-156.79687_21.07364
519,-156.801297659,21.0705104621,Molokai,257007083,-156.80129_21.07051
520,-156.804168106,21.068564529,Molokai,257008004,-156.80416_21.06856
521,-156.815705261,21.0677296154,Molokai,257008009,-156.81570_21.06772
522,-156.811915099,21.0690983583,Molokai,257008016,-156.81191_21.06909
523,-156.806158901,21.0711401594,Molokai,257008019,-156.80615_21.07114
524,-157.089748434,21.1819714414,Molokai,252006081,-157.08974_21.18197
525,-157.085732501,21.1811086492,Molokai,252006122,-157.08573_21.18110
526,-157.089448523,21.1819063944,Molokai,252006124,-157.08944_21.18190
527,-157.086032583,21.1811730732,Molokai,252006150,-157.08603_21.18117
528,-157.086332665,21.1812374977,Molokai,252006151,-157.08633_21.18123
529,-157.086629529,21.1813117541,Molokai,252006152,-157.08662_21.18131
530,-156.816776122,21.0677491796,Molokai,257011002,-156.81677_21.06774
531,-156.819133538,21.0678971826,Molokai,257011006,-156.81913_21.06789
532,-156.824181717,21.0644788401,Molokai,257011011,-156.82418_21.06447
533,-157.089148438,21.1818419762,Molokai,252006163,-157.08914_21.18184
534,-157.088848353,21.1817775575,Molokai,252006164,-157.08884_21.18177
535,-157.088548269,21.1817131383,Molokai,252006165,-157.08854_21.18171
536,-157.052180215,21.1622521569,Molokai,252007002,-157.05218_21.16225
537,-157.054146222,21.1624193078,Molokai,252007003,-157.05414_21.16241
538,-157.055849024,21.1629652008,Molokai,252007004,-157.05584_21.16296
539,-157.058935645,21.1641688031,Molokai,252007006,-157.05893_21.16416
540,-157.060513004,21.1643568148,Molokai,252007007,-157.06051_21.16435
541,-157.044394739,21.1676433053,Molokai,252007030,-157.04439_21.16764
542,-157.048225752,21.166315734,Molokai,252007031,-157.04822_21.16631
543,-157.048334421,21.1697856046,Molokai,252007033,-157.04833_21.16978
544,-157.049084708,21.1729603511,Molokai,252007035,-157.04908_21.17296
545,-157.053324319,21.1713141587,Molokai,252007036,-157.05332_21.17131
546,-157.052529005,21.1761443205,Molokai,252007038,-157.05252_21.17614
547,-157.052380346,21.1782459896,Molokai,252007039,-157.05238_21.17824
548,-157.055048452,21.179025392,Molokai,252007040,-157.05504_21.17902
549,-157.051415945,21.1690146526,Molokai,252007046,-157.05141_21.16901
550,-157.048833541,21.1710736971,Molokai,252007059,-157.04883_21.17107
551,-157.056938506,21.1639103622,Molokai,252007061,-157.05693_21.16391
552,-157.069873633,21.1594035115,Molokai,252007071,-157.06987_21.15940
553,-157.062513378,21.1671019183,Molokai,252007072,-157.06251_21.16710
554,-156.954606974,21.0741461621,Molokai,254015055,-156.95460_21.07414
555,-156.952164223,21.0758134942,Molokai,254015062,-156.95216_21.07581
556,-156.971147292,21.0742081884,Molokai,254016004,-156.97114_21.07420
557,-156.970178859,21.0798521509,Molokai,254016013,-156.97017_21.07985
558,-157.047706962,21.1062397714,Molokai,252008046,-157.04770_21.10623
559,-157.029620601,21.096378778,Molokai,252008055,-157.02962_21.09637
560,-157.046351542,21.1027820683,Molokai,252008060,-157.04635_21.10278
561,-157.046087261,21.1026701533,Molokai,252008061,-157.04608_21.10267
562,-157.045834181,21.102560606,Molokai,252008062,-157.04583_21.10256
563,-157.045571093,21.102448666,Molokai,252008063,-157.04557_21.10244
564,-157.045974945,21.1033980681,Molokai,252008064,-157.04597_21.10339
565,-157.045705424,21.1032947461,Molokai,252008065,-157.04570_21.10329
566,-157.045450445,21.1031816801,Molokai,252008066,-157.04545_21.10318
567,-157.045187431,21.1030692833,Molokai,252008067,-157.04518_21.10306
568,-157.044884571,21.1029397217,Molokai,252008068,-157.04488_21.10293
569,-157.044641448,21.1028303444,Molokai,252008069,-157.04464_21.10283
570,-157.044136252,21.1026178078,Molokai,252008071,-157.04413_21.10261
571,-157.043834696,21.1024871215,Molokai,252008072,-157.04383_21.10248
572,-157.043583545,21.1023826057,Molokai,252008073,-157.04358_21.10238
573,-157.043326893,21.1022739844,Molokai,252008074,-157.04332_21.10227
574,-157.043083575,21.1021675262,Molokai,252008075,-157.04308_21.10216
575,-157.030176859,21.096612396,Molokai,252008076,-157.03017_21.09661
576,-157.029302869,21.0987323257,Molokai,252008077,-157.02930_21.09873
577,-157.040013521,21.1025449035,Molokai,252008090,-157.04001_21.10254
578,-157.046770793,21.1057910431,Molokai,252008102,-157.04677_21.10579
579,-157.047500891,21.1025431559,Molokai,252008119,-157.04750_21.10254
580,-157.046604602,21.106061899,Molokai,252008122,-157.04660_21.10606
581,-157.046451562,21.106372631,Molokai,252008123,-157.04645_21.10637
582,-157.047190115,21.1011858752,Molokai,252008127,-157.04719_21.10118
583,-157.040160879,21.096161599,Molokai,252009002,-157.04016_21.09616
584,-157.039826963,21.0969611334,Molokai,252009004,-157.03982_21.09696
585,-157.040103109,21.0969775453,Molokai,252009005,-157.04010_21.09697
586,-157.040355967,21.0970735703,Molokai,252009006,-157.04035_21.09707
587,-157.040634952,21.0971556856,Molokai,252009007,-157.04063_21.09715
588,-157.040931175,21.097259503,Molokai,252009008,-157.04093_21.09725
589,-157.04188633,21.0976560808,Molokai,252009010,-157.04188_21.09765
590,-157.040524145,21.0961274475,Molokai,252009021,-157.04052_21.09612
591,-157.038092421,21.0975369102,Molokai,252009024,-157.03809_21.09753
592,-157.035823406,21.1000337122,Molokai,252032054,-157.03582_21.10003
593,-157.035260053,21.0995577326,Molokai,252032047,-157.03526_21.09955
594,-157.000209294,21.0845137947,Molokai,254009036,-157.00020_21.08451
595,-156.999685702,21.0814818781,Molokai,254009037,-156.99968_21.08148
596,-156.999860384,21.0815658223,Molokai,254009038,-156.99986_21.08156
597,-157.000272512,21.0833395877,Molokai,254009039,-157.00027_21.08333
598,-156.999518501,21.0820467593,Molokai,254009041,-156.99951_21.08204
599,-157.000764506,21.0820965279,Molokai,254009042,-157.00076_21.08209
600,-156.998680595,21.0827991443,Molokai,254009043,-156.99868_21.08279
601,-156.999905274,21.0836474113,Molokai,254009044,-156.99990_21.08364
602,-156.999026333,21.0822113485,Molokai,254009046,-156.99902_21.08221
603,-156.999900516,21.0839071801,Molokai,254009047,-156.99990_21.08390
604,-156.998471465,21.0830786947,Molokai,254009049,-156.99847_21.08307
605,-157.001511054,21.082583978,Molokai,254009050,-157.00151_21.08258
606,-157.001606712,21.0824146008,Molokai,254009051,-157.00160_21.08241
607,-157.001408706,21.0822748491,Molokai,254009052,-157.00140_21.08227
608,-157.001679236,21.0820613885,Molokai,254009054,-157.00167_21.08206
609,-157.001524589,21.0819788354,Molokai,254009055,-157.00152_21.08197
610,-157.001155909,21.0819716244,Molokai,254009056,-157.00115_21.08197
611,-157.052914569,21.1106978538,Molokai,252011032,-157.05291_21.11069
612,-157.053374855,21.1314039218,Molokai,252012005,-157.05337_21.13140
613,-157.053615,21.128990877,Molokai,252012021,-157.05361_21.12899
614,-157.017226435,21.1542651778,Molokai,252012031,-157.01722_21.15426
615,-157.015946899,21.15427313,Molokai,252012032,-157.01594_21.15427
616,-157.01490964,21.1539188844,Molokai,252012033,-157.01490_21.15391
617,-157.013730914,21.1540972476,Molokai,252012034,-157.01373_21.15409
618,-157.030178317,21.177666533,Molokai,252013003,-157.03017_21.17766
619,-157.013182582,21.1499527133,Molokai,252010003,-157.01318_21.14995
620,-157.051535211,21.10787241,Molokai,252011013,-157.05153_21.10787
621,-157.083793786,21.1069612276,Molokai,252011022,-157.08379_21.10696
622,-156.944072583,21.0661117937,Molokai,254001020,-156.94407_21.06611
623,-156.95134662,21.06563617,Molokai,254001042,-156.95134_21.06563
624,-156.950389822,21.0669553357,Molokai,254001094,-156.95038_21.06695
625,-156.945309645,21.0639922655,Molokai,254001105,-156.94530_21.06399
626,-156.996743796,21.0787746781,Molokai,254002015,-156.99674_21.07877
627,-157.035320477,21.101276672,Molokai,252032058,-157.03532_21.10127
628,-157.036015741,21.0996677472,Molokai,252032053,-157.03601_21.09966
629,-157.018034654,21.1602856805,Molokai,252013021,-157.01803_21.16028
630,-157.015166474,21.1550936152,Molokai,252013028,-157.01516_21.15509
631,-157.01420677,21.15524208,Molokai,252013030,-157.01420_21.15524
632,-157.01370749,21.155462848,Molokai,252013031,-157.01370_21.15546
633,-157.013323999,21.1557825825,Molokai,252013032,-157.01332_21.15578
634,-157.020953169,21.1603554377,Molokai,252013034,-157.02095_21.16035
635,-157.019535811,21.1605238778,Molokai,252013035,-157.01953_21.16052
636,-157.011810934,21.16460789,Molokai,252014004,-157.01181_21.16460
637,-157.056745318,21.1661197243,Molokai,252015060,-157.05674_21.16611
638,-157.006729228,21.1641875913,Molokai,252014058,-157.00672_21.16418
639,-157.009802281,21.1584008573,Molokai,252014059,-157.00980_21.15840
640,-157.054989405,21.1653163078,Molokai,252015004,-157.05498_21.16531
641,-157.055972917,21.1657436098,Molokai,252015005,-157.05597_21.16574
642,-157.056138328,21.1671525715,Molokai,252015007,-157.05613_21.16715
643,-157.051814912,21.164365898,Molokai,252030054,-157.05181_21.16436
644,-157.05167984,21.1649287799,Molokai,252030056,-157.05167_21.16492
645,-157.051535533,21.1654921278,Molokai,252030058,-157.05153_21.16549
646,-157.051462911,21.1657734494,Molokai,252030059,-157.05146_21.16577
647,-157.05123621,21.1666162644,Molokai,252030062,-157.05123_21.16661
648,-157.051057741,21.1669655099,Molokai,252030063,-157.05105_21.16696
649,-157.051138658,21.1673265533,Molokai,252030064,-157.05113_21.16732
650,-156.963680697,21.0696198527,Molokai,254003035,-156.96368_21.06961
651,-156.999682186,21.0811266965,Molokai,254005043,-156.99968_21.08112
652,-156.99468686,21.0782205086,Molokai,254006002,-156.99468_21.07822
653,-156.994055715,21.0781453709,Molokai,254006003,-156.99405_21.07814
654,-157.055920033,21.1680268098,Molokai,252015008,-157.05592_21.16802
655,-157.055704805,21.1688966086,Molokai,252015009,-157.05570_21.16889
656,-157.055427862,21.1699889573,Molokai,252015010,-157.05542_21.16998
657,-157.055689623,21.1713825515,Molokai,252015011,-157.05568_21.17138
658,-157.054832695,21.1708795941,Molokai,252015012,-157.05483_21.17087
659,-157.053098438,21.1693467174,Molokai,252015014,-157.05309_21.16934
660,-157.053609184,21.1685321256,Molokai,252015015,-157.05360_21.16853
661,-157.053979297,21.1670568701,Molokai,252015017,-157.05397_21.16705
662,-157.054167787,21.1662944814,Molokai,252015018,-157.05416_21.16629
663,-157.057848146,21.1664241284,Molokai,252015019,-157.05784_21.16642
664,-157.058656788,21.1666061542,Molokai,252015020,-157.05865_21.16660
665,-157.059438971,21.1668095341,Molokai,252015021,-157.05943_21.16680
666,-157.060320405,21.1664787532,Molokai,252015022,-157.06032_21.16647
667,-157.059420263,21.1684629961,Molokai,252015023,-157.05942_21.16846
668,-157.059145066,21.1695750364,Molokai,252015024,-157.05914_21.16957
669,-157.058796536,21.1709661216,Molokai,252015025,-157.05879_21.17096
670,-157.058520075,21.1720854132,Molokai,252015026,-157.05852_21.17208
671,-157.05856072,21.1735090423,Molokai,252015027,-157.05856_21.17350
672,-157.057814865,21.1733263685,Molokai,252015028,-157.05781_21.17332
673,-157.057162406,21.1727887917,Molokai,252015029,-157.05716_21.17278
674,-157.056424067,21.1723652219,Molokai,252015030,-157.05642_21.17236
675,-157.057108024,21.1711263713,Molokai,252015031,-157.05710_21.17112
