,Uid,dist2_MunWells_m
147,-157.08341_21.15778,6454.952590445074
148,-157.08080_21.15855,6204.447357618656
149,-157.08163_21.16030,6328.411653137039
150,-157.08261_21.16087,6441.352146931693
151,-157.09087_21.16281,7325.2660897581745
152,-157.09301_21.16322,7552.823534388771
153,-157.09674_21.15794,7824.783589425395
154,-157.08416_21.16128,6608.685950869298
155,-157.08933_21.16006,7105.85818127967
156,-157.09575_21.15778,7720.602167939722
157,-157.08719_21.15855,6856.416751242577
158,-157.08086_21.15942,6229.161201973504
159,-157.08181_21.15376,6228.354545175362
160,-157.08184_21.15496,6246.967890891528
161,-156.95257_21.06707,479.1208195470385
162,-156.95249_21.06722,465.53917582406893
163,-156.95242_21.06738,452.57487738399215
164,-156.95232_21.06753,438.0012766849535
165,-156.95223_21.06776,421.4931993953031
166,-156.95193_21.06780,390.0676024666213
167,-156.95166_21.06782,362.73615179333507
168,-156.95161_21.06765,363.4645793482024
169,-156.95186_21.06738,397.5052232953386
170,-156.95204_21.06722,421.8133685582421
171,-156.95180_21.06721,399.0201959950373
172,-156.95155_21.06727,372.82796264021647
173,-156.95156_21.06707,382.8306962437302
174,-156.95165_21.06681,405.0365756407911
175,-156.95186_21.06677,426.0989730093991
176,-156.95207_21.06684,441.6707149831213
177,-156.95225_21.06609,501.52296655147336
178,-156.95207_21.06601,491.19457594878054
179,-156.95362_21.06737,572.122168344769
180,-156.94586_21.07134,109.2669483779694
181,-156.93975_21.07173,180.10870348795132
182,-156.76197_21.09679,7941.944352037694
183,-156.76287_21.09747,7893.2692611835555
184,-156.76363_21.09848,7877.335229450208
185,-157.00741_21.16127,1439.6002727555442
186,-157.00769_21.16119,1469.2801384272952
187,-157.05891_21.17517,4873.288619572232
188,-157.06179_21.17893,5368.660652925784
189,-157.06326_21.18022,5577.232387868136
190,-157.06483_21.18059,5728.368049146645
191,-157.05941_21.17631,4992.578669364812
192,-157.05985_21.17731,5099.432311900364
193,-157.06076_21.17765,5195.315958286322
194,-157.06090_21.17688,5153.3744592074145
195,-157.06107_21.17648,5139.07056979294
196,-157.06031_21.17636,5069.1166608041995
197,-157.05991_21.17547,4975.533553621059
198,-157.00697_21.16215,1375.759143741256
199,-157.00687_21.16186,1371.157589310367
200,-157.00669_21.16195,1351.2655257041597
201,-157.00653_21.16204,1332.7397020318767
202,-157.00676_21.16228,1351.6442343733358
203,-157.00675_21.16256,1346.9861313850877
204,-157.00607_21.16231,1280.9211737670705
205,-157.00554_21.16218,1229.2622693763544
206,-157.00556_21.16198,1234.9046358845917
207,-157.00579_21.16191,1260.208445015399
208,-157.00597_21.16181,1280.3846600145791
209,-156.97902_21.07264,3224.357143826536
210,-156.97856_21.07244,3174.054478227563
211,-156.97779_21.07208,3089.183352380955
212,-156.97743_21.07189,3049.517038468049
213,-156.98923_21.07688,4350.616659897428
214,-156.98888_21.07686,4314.677808027709
215,-157.06210_21.16463,4546.606703141841
216,-157.06519_21.16514,4863.220781973872
217,-157.06656_21.16647,5052.454217170441
218,-157.06882_21.16369,5154.239619664354
219,-157.04613_21.16245,2970.3420406049804
220,-157.06121_21.17479,5037.680087607674
221,-157.06346_21.17201,5057.591789943411
222,-157.06472_21.17397,5284.744809075243
223,-157.06586_21.17588,5500.434183690796
224,-157.04328_21.16448,2867.3484667864554
225,-157.00406_21.16160,1092.8462475252716
226,-157.00311_21.16169,994.6797601908045
227,-157.00333_21.16198,1009.2727279664448
228,-157.00368_21.16239,1034.9629571518567
229,-157.00388_21.16229,1056.819069795492
230,-157.00425_21.16210,1098.7805126266448
231,-157.00443_21.16201,1119.958929102008
232,-157.00631_21.16162,1319.1739629992192
233,-157.00647_21.16153,1338.1383830352063
234,-157.00520_21.16214,1195.0015872826764
235,-157.00529_21.16230,1200.7989276930252
236,-157.00547_21.16261,1213.76504926838
237,-157.00556_21.16277,1220.6898199241175
238,-156.99814_21.08295,5416.303836769993
239,-157.00460_21.16186,1139.9196031207011
240,-157.00488_21.16254,1154.28053658988
241,-157.00408_21.16278,1068.4278210805933
242,-157.00419_21.16303,1076.1981433616477
243,-157.00376_21.16340,1028.168058156906
244,-157.00434_21.16375,1085.063866691891
245,-157.00416_21.16344,1068.7047324727876
246,-157.00483_21.16353,1136.990181639175
247,-157.00476_21.16333,1131.8000143319798
248,-157.00469_21.16316,1126.1607428529203
249,-157.00555_21.16355,1211.886030817814
250,-157.00567_21.16376,1222.8961874211889
251,-157.00578_21.16396,1234.3601199652403
252,-157.00556_21.16401,1211.1708838802665
253,-157.00538_21.16370,1193.656102197285
254,-157.00522_21.16378,1177.113508645415
255,-157.00540_21.16409,1194.8197015328983
256,-157.00491_21.16393,1144.3379303426386
257,-157.00509_21.16424,1162.470024045604
258,-157.00481_21.16418,1133.7314434484226
259,-157.00414_21.16427,1063.7391936346166
260,-157.00435_21.16454,1086.0503541005155
261,-157.00459_21.16481,1113.1025848483266
262,-157.00489_21.16479,1144.1638197425295
263,-157.00547_21.16464,1203.0388628301935
264,-157.00592_21.16462,1249.858736011605
265,-157.00575_21.16438,1230.9798095785022
266,-157.00603_21.16426,1260.2310953269189
267,-157.00616_21.16454,1273.8359069178766
268,-157.00505_21.16292,1165.9928234976783
269,-157.05414_21.17199,4266.642220947945
270,-157.06280_21.16713,4731.11306146579
271,-157.06308_21.16722,4762.1459795189885
272,-157.06338_21.16727,4792.602421006729
273,-157.06367_21.16735,4822.981470611916
274,-157.05438_21.17224,4303.764494589494
275,-157.05462_21.17249,4340.133325168684
276,-157.05489_21.17273,4378.499683495368
277,-157.05513_21.17299,4416.485087728864
278,-157.03023_21.09296,6003.94463675828
279,-157.03305_21.09458,5900.1308005554965
280,-157.03387_21.09496,5882.516093838801
281,-157.07721_21.18321,6931.93488393736
282,-157.07877_21.18354,7086.548828236205
283,-157.07478_21.17968,6505.717701950429
284,-157.06762_21.17599,5658.996398397981
285,-157.07008_21.17262,5684.814177267529
286,-157.07129_21.17273,5800.305969744091
287,-157.07016_21.17654,5913.44718734535
288,-157.07045_21.17660,5942.014317237571
289,-157.07074_21.17666,5971.41222815452
290,-157.07104_21.17672,6001.431957442469
291,-157.07133_21.17679,6031.43558576717
292,-157.08469_21.16657,6817.217018723832
293,-157.08606_21.16793,6999.556187662824
294,-157.08786_21.16719,7151.80977505798
295,-157.08844_21.17135,7359.5850887109345
296,-157.09097_21.16782,7481.220064119607
297,-157.09252_21.16821,7647.376893875531
298,-157.09504_21.16464,7793.7314817303395
299,-157.07518_21.16508,5828.140135804037
300,-157.03453_21.09521,5875.304324155224
301,-157.02861_21.09604,5633.9640838539035
302,-157.03177_21.09674,5635.425855441253
303,-157.03387_21.09658,5709.985609094008
304,-157.04190_21.09985,5669.76009527204
305,-157.04395_21.10145,5605.57671112711
306,-157.04702_21.10328,5561.509584613734
307,-157.04836_21.10315,5639.17486176454
308,-157.04870_21.10500,5479.059369453555
309,-157.04969_21.10587,5448.771872101238
310,-157.04145_21.10320,5316.3626924918935
311,-157.04297_21.10333,5373.730286203005
312,-157.04397_21.10364,5385.127513002121
313,-157.04511_21.10404,5396.296299446835
314,-157.04587_21.10469,5367.272556669956
315,-157.04715_21.10509,5391.052662907772
316,-156.99801_21.08314,5410.0616126446175
317,-156.99752_21.08390,5386.483148138816
318,-156.99739_21.08409,5380.441800655689
319,-156.99713_21.08446,5368.643031859108
320,-156.99701_21.08465,5362.950588902209
321,-156.99687_21.08485,5356.961543323262
322,-156.99658_21.08527,5344.745991497063
323,-156.99621_21.08582,5330.086936471181
324,-156.99862_21.08139,5416.651552223399
325,-156.99822_21.08195,5393.339453534364
326,-156.99810_21.08214,5386.7301066208
327,-156.99797_21.08233,5380.0668074807045
328,-156.99784_21.08252,5373.440653562499
329,-156.99772_21.08271,5366.973820250185
330,-156.99747_21.08308,5354.542695698685
331,-156.99735_21.08327,5348.49590517962
332,-156.99704_21.08340,5322.640861209329
333,-156.99692_21.08357,5316.339580990177
334,-156.99669_21.08381,5301.37210178292
335,-156.99684_21.08402,5323.699889424718
336,-156.99671_21.08420,5317.80765833464
337,-156.99658_21.08439,5311.926681293257
338,-156.98834_21.07849,4301.843630145184
339,-156.98783_21.07813,4240.649902534316
340,-156.98773_21.07839,4237.6831084134765
341,-156.98755_21.07805,4210.622972696918
342,-156.98738_21.07798,4190.995929075172
343,-156.98685_21.07802,4139.289965204143
344,-156.98655_21.07763,4097.932448395353
345,-156.98645_21.07850,4112.808346952846
346,-156.98667_21.07856,4136.216022991973
347,-156.98688_21.07864,4159.220931809642
348,-156.98735_21.07867,4208.104393382585
349,-157.00588_21.16273,1254.7796432748796
350,-157.00612_21.16270,1279.2684859456124
351,-157.00625_21.16290,1289.9290600053835
352,-157.06633_21.18101,5878.244253272515
353,-157.06786_21.18123,6018.431762566745
354,-157.06942_21.18156,6169.475436555509
355,-157.07098_21.18190,6321.746466100568
356,-157.07255_21.18223,6474.523144698178
357,-157.07566_21.18292,6781.411622793845
358,-156.85161_21.05797,2343.6907408527986
359,-156.87697_21.04899,5158.186550200031
360,-156.87755_21.04803,5250.975971820692
361,-156.87726_21.04898,5187.171709483539
362,-156.76117_21.09520,7938.702135798129
363,-156.76187_21.09609,7916.271588452227
364,-156.76199_21.09639,7920.39026837773
365,-156.98789_21.07911,4274.379988807332
366,-156.98706_21.07882,4183.065317477894
367,-157.00248_21.08288,5847.148823640259
368,-157.00237_21.08303,5840.675320888547
369,-157.00226_21.08318,5834.335026641184
370,-157.00215_21.08333,5827.990603572934
371,-157.00204_21.08347,5821.729524518089
372,-157.00193_21.08362,5815.356353786581
373,-157.00161_21.08407,5797.075559725424
374,-157.00138_21.08437,5784.99973267303
375,-157.00115_21.08468,5772.331627315365
376,-157.00103_21.08485,5765.953377300715
377,-157.00090_21.08503,5759.369011290468
378,-157.00076_21.08522,5752.351941261652
379,-157.00061_21.08541,5745.0804379295505
380,-157.00046_21.08562,5737.566462779696
381,-157.00030_21.08585,5729.768759238609
382,-157.00013_21.08608,5722.000070705351
383,-156.95339_21.06640,586.9451794231733
384,-156.95436_21.06659,671.586550968571
385,-156.95454_21.06661,688.2504742681137
386,-156.95471_21.06662,705.4122725391529
387,-156.79584_21.07375,3710.2053077183696
388,-157.09732_21.16916,8154.995406644943
389,-157.09888_21.16950,8320.52328116298
390,-157.08724_21.16317,6968.348441329537
391,-157.08664_21.17198,7211.441972365864
392,-157.08726_21.17619,7454.879080836664
393,-156.76241_21.09543,7834.06612645872
394,-156.77030_21.09000,6835.006843916205
395,-156.77278_21.08783,6501.10156620512
396,-156.77363_21.08723,6394.20043046112
397,-156.77535_21.08943,6333.973616404132
398,-156.77466_21.08658,6267.616285789312
399,-156.79158_21.07644,4222.389379077054
400,-156.79130_21.07665,4256.514064557859
401,-156.78955_21.07762,4464.22766918469
402,-156.78581_21.08057,4941.9236436156725
403,-156.79344_21.07649,4041.9629048364686
404,-157.00011_21.16149,709.6617477197561
405,-157.00730_21.16189,1414.8005110203353
406,-157.00744_21.16210,1424.5106770188531
407,-157.00755_21.16234,1432.6107478419233
408,-157.00739_21.16247,1413.6277684085007
409,-157.00715_21.16255,1387.59158159898
410,-157.08975_21.17270,7540.3168634210015
411,-157.09102_21.17271,7663.580054138629
412,-157.09193_21.17720,7942.4715356147935
413,-157.09363_21.17756,8120.235757442698
414,-157.09675_21.17823,8446.275529483626
415,-157.09919_21.17482,8539.769426478251
416,-157.09778_21.18070,8656.59865551058
417,-157.10038_21.17677,8732.359564212415
418,-157.10051_21.18298,9019.917094570072
419,-157.10779_21.18060,9605.493151440467
420,-157.10935_21.18094,9769.297785101091
421,-157.11091_21.18127,9933.174094116512
422,-157.10076_21.16599,8406.966623916976
423,-157.10105_21.16606,8437.758386084677
424,-157.10134_21.16612,8468.496394172282
425,-157.10163_21.16618,8499.234436633738
426,-157.10192_21.16624,8529.971443877872
427,-157.10011_21.17367,8585.747254245913
428,-157.09982_21.17361,8555.219667115089
429,-157.09953_21.17355,8524.683549150994
430,-157.09895_21.17342,8463.608501580777
431,-157.10407_21.16835,8804.799166177012
432,-157.10525_21.17087,8998.2167927959
433,-157.10681_21.17120,9163.859421626583
434,-157.10837_21.17153,9329.51362771139
435,-157.10992_21.17187,9495.17848405157
436,-157.11139_21.17218,9650.498900896248
437,-157.11328_21.17635,9975.81219057461
438,-157.11397_21.17349,9949.210071186712
439,-156.97155_21.07065,2427.590889810077
440,-156.96346_21.06887,1576.984615043973
441,-156.96478_21.06915,1714.4922999148723
442,-156.96024_21.06768,1247.1868415311415
443,-156.75801_21.10079,8511.949960391368
444,-156.75281_21.10168,9036.080743070686
445,-156.75338_21.10124,8961.172730126493
446,-157.00697_21.16247,1370.569968223433
447,-156.98841_21.07668,4262.711952615638
448,-156.98821_21.07658,4240.127991192613
449,-156.98719_21.07612,4125.77774059072
450,-156.98801_21.07649,4218.413196482616
451,-156.97832_21.07236,3148.1201407281874
452,-156.97811_21.07225,3124.979943719096
453,-156.98953_21.07709,4385.93267365053
454,-156.98861_21.07676,4284.727938997682
455,-156.98921_21.07709,4353.983674925549
456,-156.98747_21.07630,4159.123814403752
457,-156.98760_21.07619,4169.185370977117
458,-156.98250_21.07395,3602.969939757136
459,-156.98223_21.07383,3573.6365817189944
460,-156.98197_21.07368,3544.592815759873
461,-156.98025_21.07313,3358.2959089974347
462,-156.97987_21.07299,3316.702664669303
463,-157.01101_21.08273,6701.835494116939
464,-157.01126_21.08286,6730.559192050096
465,-157.01151_21.08300,6759.2693020314355
466,-157.01206_21.08326,6820.792669208054
467,-157.01233_21.08334,6850.617251172444
468,-157.01263_21.08345,6883.522167281875
469,-157.01290_21.08353,6893.818036021973
470,-157.01242_21.08416,6827.138347670124
471,-157.01203_21.08385,6834.165631345232
472,-157.01178_21.08374,6805.220536530166
473,-157.01152_21.08362,6776.29493775166
474,-157.01126_21.08350,6747.245042359452
475,-157.01074_21.08326,6687.965938481792
476,-157.01049_21.08375,6675.842938596524
477,-157.01075_21.08388,6705.932495126749
478,-157.01101_21.08400,6735.0614494489755
479,-157.01126_21.08412,6764.111249794841
480,-157.01152_21.08424,6793.111813753295
481,-157.01177_21.08436,6810.777918862596
482,-157.01230_21.08440,6802.033060264281
483,-157.01216_21.08467,6773.22762835891
484,-157.00911_21.08191,6488.513572291308
485,-157.00945_21.08203,6525.369823769644
486,-157.00970_21.08213,6553.517401447701
487,-157.00996_21.08225,6582.490420498269
488,-157.01021_21.08236,6611.5338646271375
489,-157.01049_21.08251,6643.054210564414
490,-157.01075_21.08262,6672.082007175847
491,-157.01048_21.08314,6658.224219768393
492,-157.01022_21.08302,6629.116407431329
493,-157.00996_21.08290,6600.021621832561
494,-157.00970_21.08278,6570.87992807298
495,-157.00945_21.08266,6541.7360215392655
496,-157.00919_21.08255,6512.71877767856
497,-157.00883_21.08237,6471.7354819271695
498,-157.00856_21.08282,6456.252166779869
499,-157.00895_21.08300,6500.776861866516
500,-157.00921_21.08313,6529.816295617488
501,-157.00946_21.08325,6558.810790445201
502,-157.00971_21.08337,6587.829633945518
503,-157.00997_21.08350,6616.817245230312
504,-157.01022_21.08362,6645.889413049754
505,-156.99849_21.08352,5469.477016361543
506,-156.99829_21.08336,5444.504620643889
507,-156.99868_21.08323,5479.237012880236
508,-156.99886_21.08296,5488.522142679073
509,-156.79552_21.07381,3743.9103331613032
510,-156.79419_21.07601,3949.895698871287
511,-156.79606_21.07158,3626.116072673595
512,-156.80277_21.07127,2942.610961661518
513,-156.79589_21.07464,3733.80923578952
514,-156.79631_21.07147,3598.3475764157324
515,-156.80188_21.07240,3066.0927068004207
516,-156.79894_21.07317,3382.6993859546487
517,-156.79790_21.07365,3501.6583960986245
518,-156.79687_21.07364,3603.7002964862654
519,-156.80129_21.07051,3070.0758618720297
520,-156.80416_21.06856,2734.4169352199942
521,-156.81570_21.06772,1542.4865481125971
522,-156.81191_21.06909,1962.4008045554435
523,-156.80615_21.07114,2600.229919406255
524,-157.08974_21.18197,7972.631494926037
525,-157.08573_21.18110,7561.087968021384
526,-157.08944_21.18190,7941.805497573837
527,-157.08603_21.18117,7591.774891420634
528,-157.08633_21.18123,7622.472375271743
529,-157.08662_21.18131,7653.415810632494
530,-156.81677_21.06774,1435.6356835755182
531,-156.81913_21.06789,1207.1268709746676
532,-156.82418_21.06447,612.6329717734143
533,-157.08914_21.18184,7911.005842596366
534,-157.08884_21.18177,7880.215470245931
535,-157.08854_21.18171,7849.434581254379
536,-157.05218_21.16225,3503.013011712712
537,-157.05414_21.16241,3693.8571671997465
538,-157.05584_21.16296,3879.363845409176
539,-157.05893_21.16416,4226.058199108882
540,-157.06051_21.16435,4383.253449992145
541,-157.04439_21.16764,3186.89278595954
542,-157.04822_21.16631,3394.863686011451
543,-157.04833_21.16978,3648.3725689376647
544,-157.04908_21.17296,3946.667946912197
545,-157.05332_21.17131,4152.9624344901
546,-157.05252_21.17614,4448.869644953311
547,-157.05238_21.17824,4605.53607716616
548,-157.05504_21.17902,4859.537470193789
549,-157.05141_21.16901,3839.6121903355497
550,-157.04883_21.17107,3782.868365105136
551,-157.05693_21.16391,4026.939296092218
552,-157.06987_21.15940,5117.247052883079
553,-157.06251_21.16710,4702.958741170923
554,-156.95460_21.07414,893.4027355938927
555,-156.95216_21.07581,887.3332493945619
556,-156.97114_21.07420,2452.959204522033
557,-156.97017_21.07985,2589.525413063981
558,-157.04770_21.10623,5308.499100624221
559,-157.02962_21.09637,5621.799445437912
560,-157.04635_21.10278,5578.675579436612
561,-157.04608_21.10267,5577.469815407034
562,-157.04583_21.10256,5576.703534910723
563,-157.04557_21.10244,5575.872921213328
564,-157.04597_21.10339,5500.163398022896
565,-157.04570_21.10329,5497.887866031568
566,-157.04545_21.10318,5497.410869319903
567,-157.04518_21.10306,5496.660364644728
568,-157.04488_21.10293,5496.012874195685
569,-157.04464_21.10283,5496.188905929126
570,-157.04413_21.10261,5495.525723734712
571,-157.04383_21.10248,5495.802764020053
572,-157.04358_21.10238,5495.760724942304
573,-157.04332_21.10227,5496.055231528471
574,-157.04308_21.10216,5496.11983879982
575,-157.03017_21.09661,5610.764894407471
576,-157.02930_21.09873,5360.926219051876
577,-157.04001_21.10254,5316.762755170547
578,-157.04677_21.10579,5304.102043340756
579,-157.04750_21.10254,5656.816434400984
580,-157.04660_21.10606,5269.50474439249
581,-157.04645_21.10637,5231.695659791278
582,-157.04719_21.10118,5775.706424025238
583,-157.04016_21.09616,5970.581747453426
584,-157.03982_21.09696,5875.513307253816
585,-157.04010_21.09697,5884.771191254519
586,-157.04035_21.09707,5885.091400873862
587,-157.04063_21.09715,5888.029734578069
588,-157.04093_21.09725,5889.630131488215
589,-157.04188_21.09765,5889.803973898491
590,-157.04052_21.09612,5988.473954131556
591,-157.03809_21.09753,5749.972923405393
592,-157.03582_21.10003,5409.084680167887
593,-157.03526_21.09955,5439.627417881593
594,-157.00020_21.08451,5673.066196347012
595,-156.99968_21.08148,5525.859246323385
596,-156.99986_21.08156,5545.789644778698
597,-157.00027_21.08333,5640.535423284475
598,-156.99951_21.08204,5525.492092606372
599,-157.00076_21.08209,5651.78938151016
600,-156.99868_21.08279,5464.901439523497
601,-156.99990_21.08364,5613.966896013616
602,-156.99902_21.08221,5481.18899803802
603,-156.99990_21.08390,5622.053234926955
604,-156.99847_21.08307,5453.051488788705
605,-157.00151_21.08258,5740.911261129558
606,-157.00160_21.08241,5745.495618079023
607,-157.00140_21.08227,5721.566256586343
608,-157.00167_21.08206,5742.548915086295
609,-157.00152_21.08197,5724.666719735802
610,-157.00115_21.08197,5687.44692721118
611,-157.05291_21.11069,5200.389816887857
612,-157.05337_21.13140,3712.3067027986335
613,-157.05361_21.12899,3870.892065647512
614,-157.01722_21.15426,883.8999265830743
615,-157.01594_21.15427,931.727635221728
616,-157.01490_21.15391,905.1180737654568
617,-157.01373_21.15409,953.228219907984
618,-157.03017_21.17766,3411.5335289953127
619,-157.01318_21.14995,564.3720584932223
620,-157.05153_21.10787,5368.111996528139
621,-157.08379_21.10696,7834.561494026093
622,-156.94407_21.06611,522.0831797359609
623,-156.95134_21.06563,462.1734636000536
624,-156.95038_21.06695,289.08205325072623
625,-156.94530_21.06399,603.6299212865449
626,-156.99674_21.07877,5157.815608967078
627,-157.03532_21.10127,5261.914155602089
628,-157.03601_21.09966,5453.958863169437
629,-157.01803_21.16028,1450.3340590538987
630,-157.01516_21.15509,1029.6663782636595
631,-157.01420_21.15524,1063.1500985174623
632,-157.01370_21.15546,1099.2358807878886
633,-157.01332_21.15578,1144.086826071332
634,-157.02095_21.16035,1398.3026104941287
635,-157.01953_21.16052,1437.6990735141135
636,-157.01181_21.16460,1860.4343644988423
637,-157.05674_21.16611,4123.74006424649
638,-157.00672_21.16418,1332.0406359832527
639,-157.00980_21.15840,1549.0500181479526
640,-157.05498_21.16531,3921.236693287292
641,-157.05597_21.16574,4033.41700325826
642,-157.05613_21.16715,4127.237373772183
643,-157.05181_21.16436,3583.410040305282
644,-157.05167_21.16492,3603.8088249079847
645,-157.05153_21.16549,3624.43998133839
646,-157.05146_21.16577,3635.074139395113
647,-157.05123_21.16661,3667.644721807248
648,-157.05105_21.16696,3674.627092606931
649,-157.05113_21.16732,3704.694505943608
650,-156.96368_21.06961,1602.6367224238968
651,-156.99968_21.08112,5515.548039520274
652,-156.99468_21.07822,4935.868093268801
653,-156.99405_21.07814,4870.025109945115
654,-157.05592_21.16802,4159.237577118238
655,-157.05570_21.16889,4193.34160478031
656,-157.05542_21.16998,4238.488126624809
657,-157.05568_21.17138,4351.524591215312
658,-157.05483_21.17087,4246.932346889928
