,Uid,dist2_DomWells_m
662,-157.05416_21.16629,15797.971925731737
663,-157.05784_21.16642,16085.423928411192
664,-157.05865_21.16660,16160.662477259748
665,-157.05943_21.16680,16235.594698265524
666,-157.06032_21.16647,16278.294413821108
667,-157.05942_21.16846,16358.854034461101
668,-157.05914_21.16957,16422.60030469203
669,-157.05879_21.17096,16503.039798419108
670,-157.05852_21.17208,16568.871356755426
671,-157.05856_21.17350,16682.525732647548
672,-157.05781_21.17332,16613.343462397374
673,-157.05716_21.17278,16523.33653647049
674,-157.05642_21.17236,16435.94520527623
675,-157.05710_21.17112,16389.826245243687
676,-157.05761_21.16909,16271.075126117352
677,-157.05787_21.16805,16210.663319321095
678,-157.06102_21.16725,16390.484236120035
679,-157.06179_21.16743,16462.944621077346
680,-157.06107_21.16868,16501.50149359566
681,-157.06020_21.17020,16550.751391771173
682,-157.06047_21.17111,16640.72781622361
683,-157.06021_21.17219,16703.218526838107
684,-157.06020_21.17387,16832.67101541087
685,-157.05941_21.17370,16761.455755922394
686,-157.05893_21.17041,16471.052635118245
687,-157.05865_21.17153,16536.24038039421
688,-157.05178_21.16832,15779.097178768894
689,-157.06094_21.16922,16531.965345601435
690,-157.06006_21.16748,16334.24633481086
691,-157.05726_21.16548,15970.232518040293
692,-157.05711_21.16607,16003.511383992316
693,-157.05696_21.17007,16297.224389696305
694,-157.00466_21.16135,12135.475100814978
695,-157.00495_21.16122,12138.140945242736
696,-157.00549_21.16100,12147.118301176575
697,-157.00921_21.16030,12287.959766809763
698,-157.00850_21.16071,12285.597867808116
699,-157.00737_21.16095,12245.073047806069
700,-157.00787_21.16023,12205.600660813145
701,-157.00732_21.16045,12195.829089311368
702,-157.00521_21.16160,12188.633901182653
703,-157.00672_21.16086,12200.377474134993
704,-157.00763_21.16033,12201.270658011963
705,-157.00662_21.16062,12172.555313085006
706,-157.04886_21.16546,15340.183257523546
707,-157.04944_21.16545,15382.870695306245
708,-157.05002_21.16673,15524.817709851675
709,-157.04994_21.16620,15477.919682674861
710,-157.04985_21.16603,15457.801537315523
711,-157.05041_21.16600,15496.889043689638
712,-157.05066_21.16597,15512.845272709581
713,-157.00708_21.08155,6680.947141316376
714,-157.05083_21.16626,15548.154863289434
715,-157.05051_21.16631,15528.636517553243
716,-157.05055_21.16658,15552.129305238912
717,-157.05070_21.16699,15595.538022643246
718,-157.05049_21.16691,15573.72575829961
719,-157.05096_21.16554,15501.988947612976
720,-157.05310_21.16421,15559.376937257231
721,-157.05294_21.16487,15597.61179461048
722,-157.05286_21.16519,15616.061009622737
723,-157.05277_21.16551,15634.35339636588
724,-157.05253_21.16648,15690.8928448251
725,-157.05244_21.16681,15709.732364065776
726,-157.05233_21.16722,15733.329631369596
727,-157.05211_21.16806,15782.916508675024
728,-157.05260_21.16408,15511.954918488846
729,-157.05251_21.16443,15531.400762335232
730,-157.05243_21.16475,15550.010046822032
731,-157.05234_21.16507,15568.628002274043
732,-157.05226_21.16540,15586.991666908316
733,-157.05218_21.16572,15605.65084359306
734,-157.05210_21.16604,15624.788351937937
735,-157.05201_21.16637,15643.732022514847
736,-157.05193_21.16669,15662.939331912075
737,-157.05191_21.16708,15691.316740272614
738,-157.05165_21.16730,15689.364360390031
739,-156.75043_21.13161,2145.2476401614617
740,-156.74406_21.14693,3604.713985039033
741,-156.95895_21.06726,1491.820021695882
742,-156.95723_21.06685,1314.2108343777315
743,-156.95702_21.06678,1292.3356302377797
744,-156.98756_21.07875,4639.215429928941
745,-156.98771_21.07889,4658.912908539021
746,-156.98794_21.07889,4681.354735719145
747,-156.98846_21.07757,4696.30002778485
748,-156.98828_21.07804,4691.055080995217
749,-156.99793_21.08438,5854.300845826086
750,-156.99855_21.08422,5910.162807667878
751,-156.99853_21.08458,5920.895214829102
752,-156.99834_21.08485,5911.641879810091
753,-156.99826_21.08511,5912.888446345911
754,-156.99801_21.08552,5903.508607791169
755,-156.99785_21.08578,5898.396889896218
756,-156.99775_21.08614,5902.252878818545
757,-156.99907_21.08500,5988.808277903446
758,-156.99951_21.08459,6017.259357590782
759,-157.00003_21.08480,6076.15091654648
760,-156.99969_21.08538,6062.872926999508
761,-156.99951_21.08567,6056.617567768463
762,-156.99934_21.08596,6050.458583751808
763,-156.99851_21.08685,6003.6431366247825
764,-156.99782_21.08665,5929.339004751238
765,-156.99748_21.08656,5892.931724802725
766,-156.99721_21.08635,5858.137611154335
767,-156.99709_21.08656,5855.3249696727
768,-156.99679_21.08649,5823.285351818724
769,-156.99758_21.08496,5840.701455131702
770,-156.99818_21.08530,5911.9830929318605
771,-156.99871_21.08399,5917.573828377061
772,-156.99780_21.08596,5900.178838506243
773,-156.99825_21.08559,5929.714122103892
774,-156.99853_21.08568,5960.944560170688
775,-156.99776_21.08467,5847.547964648202
776,-157.00132_21.08101,6085.402166782688
777,-157.00118_21.08098,6070.51712040366
778,-157.00106_21.08086,6055.38149626374
779,-157.00021_21.08062,5963.059514146533
780,-157.00220_21.08164,6191.3758159412755
781,-157.00170_21.08168,6142.640649952037
782,-157.00141_21.08157,6110.709091280987
783,-157.00127_21.08158,6096.319746609533
784,-157.00098_21.08151,6065.124389026427
785,-157.00083_21.08148,6049.35164838697
786,-157.00069_21.08144,6033.783548450089
787,-157.00044_21.08139,6007.515982724034
788,-157.00003_21.08123,5961.857457779333
789,-156.96307_21.06845,1923.7780984604972
790,-156.96425_21.06893,2050.106144736128
791,-156.96581_21.06936,2215.1745033754964
792,-156.96632_21.06943,2269.2202083531984
793,-156.96717_21.06980,2361.74385160993
794,-156.96738_21.06987,2384.0437878837893
795,-156.96759_21.06996,2407.222377644636
796,-156.96784_21.07005,2433.4455167952733
797,-156.96974_21.07047,2635.21944080534
798,-156.96997_21.07051,2659.7679864861357
799,-156.97043_21.07056,2707.5222227654494
800,-156.97063_21.07059,2728.7694555224944
801,-156.97106_21.07062,2773.5774656361045
802,-156.99962_21.08011,5890.006626741933
803,-156.99918_21.08005,5843.461725614341
804,-156.99904_21.08021,5834.345751815639
805,-156.99843_21.07981,5761.569238556367
806,-156.99795_21.08050,5731.964307447953
807,-156.99626_21.07979,5542.697795691309
808,-156.99587_21.07932,5490.31527487108
809,-156.99552_21.07919,5451.296222698296
810,-156.99528_21.07909,5425.023822168928
811,-156.99522_21.07951,5429.716064106392
812,-156.99500_21.07997,5420.702969119015
813,-156.99579_21.07974,5494.066531207602
814,-156.99846_21.08058,5785.61042115714
815,-156.98174_21.07726,4012.353085252559
816,-156.95647_21.08495,2306.9873911439827
817,-156.99340_21.07803,5207.68915130478
818,-156.99247_21.07777,5106.728411914438
819,-156.99183_21.07759,5038.075930342559
820,-156.99148_21.07758,5002.307175847101
821,-156.99107_21.07754,4959.312828096234
822,-156.99062_21.07743,4911.066692228776
823,-156.99016_21.07729,4861.288316031832
824,-156.98979_21.07717,4821.072715087224
825,-156.98628_21.07653,4449.337181642048
826,-156.98576_21.07630,4391.05143880901
827,-156.98524_21.07607,4332.208086763013
828,-156.98472_21.07584,4274.164171609874
829,-156.98119_21.07335,3860.350298115314
830,-156.98059_21.07324,3796.8062239188966
831,-156.99920_21.08236,5912.60162401564
832,-156.99926_21.08201,5908.2932876433
833,-156.99949_21.08143,5913.065015143676
834,-157.00035_21.08178,6009.745564023999
835,-156.99976_21.08268,5977.972843245888
836,-156.99958_21.08296,5968.96510640742
837,-156.99900_21.08353,5930.322968656394
838,-156.99930_21.08371,5965.818268315413
839,-156.99956_21.08387,5997.355200443983
840,-156.99974_21.08414,6024.628661745233
841,-156.99999_21.08350,6027.22641580717
842,-157.00000_21.08321,6018.687929036523
843,-157.00029_21.08299,6041.523544572765
844,-157.00047_21.08270,6049.834175623284
845,-157.00096_21.08225,6084.686321405634
846,-157.00090_21.08184,6067.142128930684
847,-157.00128_21.08248,6123.604483672727
848,-157.00125_21.08277,6130.041579828201
849,-157.00108_21.08306,6121.719626502527
850,-157.00064_21.08378,6101.5958524470725
851,-156.78131_21.08396,5344.171695180993
852,-156.78033_21.08577,5207.991560726495
853,-156.77076_21.08973,4161.204104195802
854,-156.77526_21.08830,4620.939161776758
855,-156.77555_21.08872,4615.1518823582865
856,-156.77115_21.08855,4278.355280535336
857,-156.77363_21.08627,4638.725687349812
858,-156.77925_21.08441,5215.065068339219
859,-156.82654_21.06278,402.0603023042938
860,-156.82679_21.06266,397.96118811143805
861,-156.82732_21.06204,433.25927292523323
862,-156.82823_21.06556,70.58398418453429
863,-156.82436_21.06436,493.24031356394255
864,-156.82459_21.06417,477.61980689383637
865,-156.82483_21.06419,453.2108546524814
866,-156.82497_21.06443,430.65546601686736
867,-156.82506_21.06466,414.5800083883097
868,-156.82476_21.06462,445.4876566175356
869,-156.82484_21.06481,432.6044052425476
870,-156.82466_21.06493,448.29474590977145
871,-156.82449_21.06477,468.34792190771276
872,-156.82442_21.06509,469.53388586161
873,-156.82431_21.06489,484.2337693008438
874,-156.82423_21.06521,487.4894235190299
875,-156.82407_21.06505,506.3606441354233
876,-156.82399_21.06539,510.5468746465068
877,-156.82392_21.06519,520.0809116061802
878,-156.82378_21.06552,532.1416543898748
879,-156.96624_21.07800,2539.569111685276
880,-156.82364_21.06531,547.8693183109966
881,-157.03540_21.09861,10050.507684007687
882,-157.03562_21.10168,10193.192790729154
883,-156.99877_21.08200,5858.8485928248665
884,-156.99864_21.08220,5851.428392969239
885,-156.99839_21.08257,5838.4078439604245
886,-156.98870_21.07881,4755.1266977319
887,-156.93544_21.06899,761.2957254021255
888,-156.94107_21.06730,160.1069928157226
889,-156.94365_21.06874,148.1969377265396
890,-156.95900_21.06897,1507.8788384569486
891,-156.96197_21.07107,1851.4205970959295
892,-156.95973_21.07109,1626.6100433066993
893,-156.96866_21.07170,2546.3172860878076
894,-156.95649_21.06670,1237.4541822832566
895,-156.91193_21.05762,488.07666420030154
896,-156.91103_21.05740,395.3680975992898
897,-156.87937_21.04852,288.525673729358
898,-156.88181_21.05436,732.9524120561044
899,-156.83282_21.05990,757.0675210636873
900,-156.82926_21.06196,411.9583740790201
901,-156.83022_21.06174,455.834637227037
902,-156.82946_21.06325,273.3654035674111
903,-156.82936_21.06316,281.5830610943042
904,-156.83011_21.06311,310.30064362732554
905,-156.83435_21.05995,849.6223551846305
906,-156.83406_21.06138,716.3608955506621
907,-156.83353_21.06139,674.5368868394255
908,-156.83218_21.06284,463.4020394596427
909,-156.83431_21.06270,651.1484454424276
910,-156.77553_21.08477,4896.326577763495
911,-156.77942_21.08554,5149.415079991134
912,-156.77884_21.08481,5153.839337177552
913,-156.77127_21.08811,4320.396938868257
914,-156.79577_21.09391,4650.732575306269
915,-156.78673_21.08673,4963.881859818702
916,-157.02108_21.15203,12290.54662067981
917,-156.75997_21.09642,2836.2987776045375
918,-157.03537_21.10404,10269.741921966037
919,-157.03355_21.10447,10115.197273283138
920,-156.83348_21.05817,957.2557936536215
921,-156.83428_21.05743,1069.4339256310484
922,-156.83478_21.05724,1114.9737433184087
923,-156.79791_21.07324,3327.9055394896013
924,-156.83592_21.05691,1213.2941585377791
925,-156.83521_21.05665,1194.7973645827929
926,-156.83572_21.05744,1154.161487273117
927,-156.83468_21.05801,1038.9874604410527
928,-156.83428_21.05772,1042.4896050266493
929,-156.83346_21.05925,853.7050936709427
930,-156.83517_21.05610,1242.9816978582214
931,-156.83429_21.05851,970.0880131900084
932,-156.83413_21.05861,952.074217832064
933,-156.83560_21.05709,1177.1098536780228
934,-156.87769_21.05513,469.9077549395523
935,-156.87784_21.05506,471.7884524641088
936,-156.86385_21.05237,1211.153018450419
937,-156.86770_21.05406,856.9943977544134
938,-156.87210_21.05260,372.756749834348
939,-156.87376_21.05151,176.330236869561
940,-156.87401_21.05152,150.47885906800437
941,-156.87428_21.05149,122.40183146073193
942,-156.87754_21.04718,237.7594243361438
943,-156.86732_21.05414,897.6745147972044
944,-156.86697_21.05428,936.5804555563795
945,-156.87024_21.05222,549.168603007213
946,-156.86753_21.05187,825.2687995052277
947,-156.76151_21.09647,2947.885775652253
948,-156.76128_21.09991,2684.9215720451552
949,-156.76061_21.09769,2787.723711924653
950,-156.75922_21.09619,2799.453720746776
951,-156.75816_21.09690,2667.3590274104818
952,-156.75778_21.09714,2620.482170146
953,-156.75732_21.09758,2552.228596886203
954,-156.75753_21.09739,2583.181706352362
955,-156.75631_21.09844,2411.851985700213
956,-156.75642_21.09834,2427.105855841798
957,-156.75699_21.09861,2445.746883512438
958,-156.83557_21.05680,1201.1600860462477
959,-156.84625_21.06354,1818.249445708296
960,-156.84255_21.05923,1587.7213835961531
961,-156.84298_21.05842,1668.665137355586
962,-156.84317_21.05653,1794.877902694237
963,-156.84209_21.05558,1767.9813805718734
964,-156.84100_21.05574,1669.9315685632469
965,-156.84102_21.05687,1591.657443883021
966,-156.84090_21.05953,1420.6531382259882
967,-156.83968_21.05599,1549.830233393977
968,-156.83658_21.05680,1264.8162658563906
969,-156.84142_21.05490,1764.795152631637
970,-156.84254_21.05839,1630.9916288184866
971,-156.84999_21.05402,2543.1915206137105
972,-156.87246_21.05419,436.01543726160713
973,-156.87446_21.05543,454.6158379453612
974,-156.87501_21.05579,485.0353565528863
975,-156.87597_21.05560,464.50743835764075
976,-156.87612_21.05554,459.5841899001537
977,-156.87644_21.05548,459.4988352950851
978,-156.87683_21.05543,464.5043382991063
979,-156.80976_21.07162,2095.466502697635
980,-156.79221_21.07581,3974.2520768724876
981,-156.75605_21.09864,2377.5065928924732
982,-156.76194_21.09547,3055.8473290134602
983,-156.76289_21.09567,3112.988530430733
984,-156.78576_21.08215,4840.101749993134
985,-156.78391_21.08285,5047.498243440529
986,-156.78247_21.08440,5251.983260460372
987,-156.78808_21.07858,4476.759310987597
988,-156.78225_21.08353,5235.867414546212
989,-156.79083_21.07754,4169.049025155753
990,-156.79450_21.07283,3661.5831538420534
991,-156.79519_21.07271,3589.1939414616004
992,-156.79556_21.07301,3559.132870204545
993,-156.79582_21.07203,3509.266130548217
994,-156.79629_21.07283,3480.4312939034126
995,-156.80970_21.06999,2051.457646342237
996,-156.81078_21.06951,1930.1132182939373
997,-156.81143_21.06938,1861.2822885059109
998,-156.80378_21.06925,2640.7193949387297
999,-156.80431_21.06894,2580.9542379961913
1000,-156.81286_21.06899,1706.6158548993888
1001,-156.81993_21.06486,936.1109855544788
1002,-156.82321_21.06349,638.3741492358354
1003,-156.82563_21.06120,599.9713170852974
1004,-156.82305_21.06368,645.9928309408149
1005,-156.82474_21.06367,485.1226076630416
1006,-156.82464_21.06374,491.5080889233815
1007,-156.84465_21.05541,1992.2377145745731
1008,-156.82774_21.06521,130.69509165588164
1009,-156.82759_21.06180,448.44729017507484
1010,-156.82664_21.06246,425.9552659745544
1011,-156.82349_21.06514,565.2955775425161
1012,-156.82344_21.06493,573.4416652000274
1013,-156.82368_21.06479,551.2757381481883
1014,-156.82389_21.06467,532.5139422630638
1015,-156.75120_21.10822,1298.7618086223574
1016,-156.74635_21.10810,925.207667833081
1017,-156.74631_21.10668,1048.3822393526739
1018,-156.74298_21.11116,443.889604764128
1019,-156.74345_21.11100,486.2447435343246
1020,-156.74516_21.11107,603.8003180278945
1021,-156.74624_21.11182,652.0697303816238
1022,-156.74505_21.11221,523.0688465858399
1023,-156.74184_21.11192,313.7568093888306
1024,-156.74602_21.11277,589.2635097058153
1025,-157.06475_21.15857,16057.129705253139
1026,-157.05774_21.17020,16366.329757039277
1027,-157.07494_21.17926,18353.94302972488
1028,-157.07508_21.17866,18320.679748954408
1029,-157.09508_21.17833,19884.288263338112
1030,-157.09613_21.17405,19681.807615139136
1031,-157.10656_21.15182,19251.65976355728
1032,-157.11225_21.16589,20552.416643000175
1033,-156.82251_21.06446,676.767195130945
1034,-157.03969_21.09892,10481.257225320953
1035,-157.04062_21.09970,10601.47721878466
1036,-157.03703_21.10359,10408.978953580665
1037,-156.74036_21.11454,32.432537633769925
1038,-156.74299_21.11151,412.9025470594442
1039,-156.86385_21.07320,2695.4378604192098
1040,-156.74165_21.11497,112.534332892918
1041,-156.73776_21.14266,3128.830182584267
1042,-156.74678_21.15476,4498.480020717734
1043,-157.11558_21.16664,20890.15046373365
1044,-157.08272_21.15407,17266.180293303027
1045,-157.08008_21.15401,17034.72530071211
1046,-157.08029_21.15301,16990.9451868743
1047,-157.04975_21.16044,15019.701109379903
1048,-157.09653_21.16566,19173.875659592944
1049,-157.08320_21.17928,18997.870703851335
1050,-157.09952_21.18213,20507.393924918524
1051,-156.78201_21.08369,5265.632492387782
1052,-156.79166_21.07992,4179.566493551417
1053,-156.80936_21.06865,2057.202497635288
1054,-157.03914_21.10090,10503.501505428674
1055,-157.03828_21.10091,10419.492379999445
1056,-157.03710_21.09969,10257.754980459462
1057,-157.03746_21.10065,10330.48442960968
1058,-157.03774_21.10006,10333.660503888741
1059,-157.03316_21.10436,10073.509241713982
1060,-157.03231_21.10347,9953.455592711407
1061,-157.03193_21.10285,9889.701902190098
1062,-157.03188_21.10249,9869.412251705884
1063,-157.03230_21.10121,9854.085900545313
1064,-157.03345_21.10023,9924.490888850727
1065,-157.03310_21.10184,9957.570002217804
1066,-157.03300_21.10251,9976.660259505545
1067,-157.03783_21.10322,10470.678529434914
1068,-157.03918_21.10312,10596.493757325954
1069,-157.25215_21.17288,34020.02182681198
1070,-157.27062_21.15325,35181.88458573915
1071,-157.26650_21.15993,34978.38310242284
1072,-156.98632_21.07789,4490.008614615994
1073,-157.10448_21.16571,19862.073372936095
1074,-157.07154_21.14981,16041.294594064244
1075,-157.07433_21.15027,16308.593300834087
1076,-157.06363_21.16454,16393.4277206767
1077,-157.07470_21.17363,17920.746267302846
1078,-157.07627_21.17397,18068.609873600777
1079,-157.07793_21.17374,18183.212381895697
1080,-157.08089_21.17490,18501.42422804297
1081,-157.08236_21.17534,18649.728099842814
1082,-157.07583_21.16877,17662.848568529167
1083,-157.08308_21.16622,18078.504075105346
1084,-157.09546_21.14667,17967.183037297284
1085,-157.09565_21.15778,18615.18092205289
1086,-157.06316_21.18022,17546.810575021806
1087,-156.98878_21.07686,4710.442522545859
1088,-157.06646_21.16647,16754.993898292774
1089,-157.06111_21.17479,16971.588192296793
1090,-157.04318_21.16448,14850.97699495585
1091,-157.06270_21.16713,16510.12786994086
1092,-157.06998_21.17262,17479.72837492792
1093,-157.08596_21.16793,18431.112467435953
1094,-157.07508_21.16508,17345.15765638369
1095,-157.03377_21.09658,9815.345472082836
1096,-157.04287_21.10333,10960.953853337787
1097,-156.99729_21.08409,5780.532975512206
1098,-156.99703_21.08446,5768.888341810065
1099,-157.07088_21.18190,18247.836877628357
1100,-156.87745_21.04803,149.6468415653447
1101,-156.79574_21.07375,3560.46488066471
1102,-157.09722_21.16916,19454.562030242607
1103,-157.08716_21.17619,19093.71266315676
1104,-156.77020_21.09000,4097.784671395703
1105,-157.11081_21.18127,21383.396696635275
1106,-156.97145_21.07065,2814.4398303004023
1107,-156.75328_21.10124,1970.2092703194708
1108,-156.98851_21.07676,4680.427401849991
1109,-157.00986_21.08225,6979.191303912749
1110,-157.05404_21.16241,15494.362316319406
1111,-157.06041_21.16435,16128.060402584515
1112,-157.05322_21.17131,16119.42924165239
1113,-156.97007_21.07985,2987.414851986266
1114,-156.99976_21.08156,5943.960762104244
1115,-157.05281_21.11069,12225.491280981532
1116,-157.03007_21.17766,15100.779126863103
1117,-157.01308_21.14995,11587.173249542864
1118,-157.08369_21.10696,15103.579078157241
1119,-156.94397_21.06611,151.849363350767
1120,-156.95028_21.06695,592.4477434363297
1121,-157.01322_21.15578,12111.70312665844
1122,-157.02085_21.16035,12991.997246870922
1123,-156.96358_21.06961,1988.038802265863
1124,-157.05473_21.17087,16195.43384009177
1125,-157.05387_21.16705,15835.102397440813
1126,-157.05855_21.16660,16153.04699490619
1127,-157.05932_21.16846,16351.280558179553
1128,-157.00456_21.16135,12130.13652433392
1129,-157.00662_21.16086,12194.885011879056
1130,-156.99843_21.08458,5911.059071020529
1131,-156.99941_21.08459,6007.405565654073
1132,-156.99993_21.08480,6066.2998406272045
1133,-156.99941_21.08567,6046.827593124303
1134,-157.00073_21.08148,6039.314078867531
1135,-156.96622_21.06943,2258.882363368682
1136,-156.99237_21.07777,5096.605893388189
1137,-156.99173_21.07759,5027.951620905284
1138,-156.99138_21.07758,4992.185709319162
1139,-156.98109_21.07335,3850.1138758162438
1140,-157.00019_21.08299,6031.568931508268
1141,-156.83272_21.05990,751.5250948636561
1142,-156.83001_21.06311,306.21750563623243
1143,-156.77932_21.08554,5141.295245333115
1144,-156.87774_21.05506,466.4152095653891
1145,-156.86760_21.05406,866.7806989233451
1146,-156.87200_21.05260,382.5199407972062
1147,-156.84307_21.05653,1786.301908843871
1148,-156.87587_21.05560,463.43153213546026
1149,-156.79440_21.07283,3671.729225122426
1150,-156.79619_21.07283,3490.550659532941
1151,-156.81983_21.06486,946.4569909218978
1152,-156.82295_21.06368,655.7745836260888
1153,-156.82654_21.06246,431.7766798662088
1154,-156.75110_21.10822,1290.0186994784362
1155,-157.05764_21.17020,16358.870088201853
1156,-157.11215_21.16589,20543.61326661665
1157,-156.74155_21.11497,103.25627264179596
1158,-156.78191_21.08369,5275.2505445708175
1159,-157.00425_21.16454,12417.682973448967
1160,-157.00445_21.16454,12428.065039184079
1161,-157.04692_21.10328,11352.056666129374
1162,-157.04712_21.10328,11371.523265037393
1163,-157.10515_21.17087,20237.904150499486
1164,-157.10535_21.17087,20255.03165596039
1165,-157.11129_21.17218,20846.966448402047
1166,-157.11149_21.17218,20864.22842964787
1167,-156.98164_21.07726,4002.358550911321
1168,-156.98184_21.07726,4022.3496342020644
1169,-156.82749_21.06180,451.6962414212162
1170,-156.82769_21.06180,445.41717827886026
1171,-156.73766_21.14266,3129.8511625347915
1172,-156.73786_21.14266,3127.843370257974
1173,-156.73776_21.14276,3139.85042130971
1174,-157.01793_21.16028,12803.170209659449
1175,-157.01813_21.16028,12815.544956451202
1176,-157.01803_21.16038,12818.249207854344
1177,-157.01803_21.16018,12800.463917469175
1178,-157.01793_21.16038,12812.068850828957
1179,-157.01793_21.16018,12794.27496084377
1180,-157.01813_21.16038,12824.435002722768
1181,-157.01813_21.16018,12806.658311191679
1182,-156.99964_21.07987,5885.674783119405
1183,-156.99957_21.07999,5881.585095792882
1184,-156.99953_21.08009,5880.14597065671
1185,-156.99946_21.08021,5876.425224847466
1186,-156.99943_21.08034,5877.185959813044
1187,-156.99954_21.08044,5890.81604151338
1188,-156.99969_21.08039,5903.9527168011255
1189,-156.99976_21.08027,5908.615177827238
1190,-156.99982_21.08015,5911.680654853538
1191,-156.99991_21.08003,5916.7550853877
1192,-157.00953_21.15913,12197.847455104104
1193,-157.00970_21.15900,12195.120852503642
1194,-157.00983_21.15883,12187.295266229665
1195,-157.00994_21.15866,12177.612084190501
1196,-157.01014_21.15851,12176.301025956322
1197,-157.01039_21.15823,12164.674978315044
1198,-157.01023_21.15818,12150.608809126656
1199,-157.01002_21.15810,12131.143273347841
1200,-157.00982_21.15803,12112.969628883817
1201,-157.00961_21.15795,12093.446163092694
1202,-157.00961_21.15847,12141.220789344858
1203,-157.00950_21.15865,12151.91802143656
1204,-157.24228_21.18518,33563.59007406349
1205,-157.24245_21.18519,33580.60129296481
1206,-157.24257_21.18534,33597.66377798718
1207,-157.24270_21.18541,33613.687598333716
1208,-157.24288_21.18546,33633.24387494056
1209,-157.24307_21.18549,33652.68934001231
1210,-157.24339_21.18526,33673.417484890895
1211,-157.24357_21.18539,33696.034156521346
1212,-157.24373_21.18540,33711.4794737694
1213,-157.24402_21.18545,33741.723522002634
1214,-157.24401_21.18582,33756.31775453046
1215,-157.24415_21.18595,33775.453220607254
1216,-157.24428_21.18603,33791.47693117304
1217,-157.24314_21.18592,33677.93877427932
1218,-157.24331_21.18597,33695.466993650465
1219,-157.24354_21.18602,33720.27997397451
1220,-157.24360_21.18615,33731.23106969165
1221,-157.24353_21.18636,33733.68224794661
1222,-157.24345_21.18658,33735.40218962443
1223,-157.24331_21.18661,33723.44429267915
1224,-157.24323_21.18671,33719.788055641424
1225,-157.24376_21.18721,33792.169403171014
1226,-157.24390_21.18736,33812.62392361476
1227,-157.24406_21.18732,33825.767467893886
1228,-157.24419_21.18728,33836.84728067094
1229,-157.24411_21.18683,33809.08814850085
1230,-157.24402_21.18668,33794.06882302156
1231,-157.24393_21.18657,33781.40126944076
1232,-157.24441_21.18725,33856.527713862044
1233,-157.24457_21.18727,33872.60887902638
1234,-157.24488_21.18542,33822.6027579968
1235,-157.24528_21.18555,33866.59196022981
1236,-157.24556_21.18543,33888.42290272153
1237,-157.24583_21.18529,33908.34510668797
1238,-157.24604_21.18507,33919.120505728235
1239,-157.24606_21.18551,33939.56011981752
1240,-157.24618_21.18589,33966.940281569594
1241,-157.24620_21.18605,33976.13066826641
1242,-157.24640_21.18651,34015.074640325496
1243,-157.24568_21.18646,33943.32765722014
1244,-157.24540_21.18644,33915.6357929899
1245,-157.24518_21.18612,33881.2493209001
1246,-157.24513_21.18581,33863.44311971431
1247,-157.24551_21.18667,33936.38331553618
1248,-157.24543_21.18694,33940.52721659037
1249,-157.24563_21.18727,33974.26240455682
1250,-157.24588_21.18741,34003.88367184003
1251,-157.24618_21.18743,34032.91857916043
1252,-157.24656_21.18743,34069.78354318777
1253,-157.24670_21.18678,34055.61208495068
1254,-157.24720_21.18703,34113.48165965563
1255,-157.24745_21.18729,34148.42926549017
1256,-157.24761_21.18750,34173.345769395964
1257,-157.24700_21.18833,34151.0726265107
1258,-157.24668_21.18827,34116.911881147505
1259,-157.24640_21.18819,34086.90749912456
1260,-157.24608_21.18819,34056.218560189125
1261,-157.24574_21.18831,34029.445204973556
1262,-157.24573_21.18863,34042.06505534989
1263,-157.24586_21.18897,34069.64505609417
1264,-157.24624_21.18894,34104.81624816671
1265,-157.24647_21.18889,34124.13118246656
1266,-157.24497_21.19040,34047.38458797133
1267,-157.24511_21.19016,34050.57495968481
1268,-157.24527_21.18996,34057.24629705565
1269,-157.24557_21.19001,34087.488014028146
1270,-157.24604_21.18990,34127.20693995718
1271,-157.24574_21.19052,34125.967754002326
1272,-157.24564_21.19118,34146.041859536825
1273,-157.24606_21.19119,34186.40831311433
1274,-157.24666_21.19105,34236.823812450435
1275,-157.24700_21.19098,34266.794649814554
1276,-157.24714_21.19077,34270.427720927226
1277,-157.24704_21.19050,34248.96528403763
1278,-157.24672_21.19041,34214.7703004482
1279,-157.24683_21.19016,34214.33437398083
