,Uid,dist2_Wetlands_m
50,-156.98773_21.07739,2009.1291528663237
51,-156.98855_21.07734,1929.0857024960992
52,-156.98868_21.07753,1909.7441245050452
53,-156.98881_21.07786,1887.9972055030787
54,-157.10458_21.16571,3228.2238802673646
55,-157.09902_21.16447,3230.3296839534323
56,-157.10404_21.14645,1184.3073932892548
57,-157.07005_21.14893,2069.7658070996567
58,-157.07164_21.14981,2212.5810060976846
59,-157.05835_21.17505,755.2886057136568
60,-157.05894_21.17629,643.5276622670654
61,-157.05935_21.17527,763.7753869231007
62,-157.05927_21.17575,711.9067256757285
63,-156.98901_21.07795,1865.5453960292848
64,-156.98876_21.07856,1876.0445102528513
65,-156.98854_21.07856,1898.610454032684
66,-156.99727_21.08526,1016.7809142142027
67,-156.99738_21.08476,987.9918861965283
68,-156.99775_21.08421,935.0231612309418
69,-156.99801_21.08400,902.5184811178963
70,-156.99819_21.08371,877.3872072001463
71,-157.08150_21.15589,3217.320528945774
72,-157.08349_21.15446,3110.9487353796776
73,-157.11548_21.17975,4290.558186528373
74,-157.11353_21.18030,4463.626955076152
75,-157.08203_21.18424,1589.6606358932515
76,-157.08359_21.18458,1737.3986041547685
77,-157.08543_21.18104,2039.7094150800913
78,-157.06544_21.15892,1661.0100033454235
79,-156.95489_21.06662,1176.363459504417
80,-156.95508_21.06664,1196.034450669184
81,-156.95531_21.06666,1219.714047613105
82,-156.95592_21.06668,1282.254864291372
83,-156.95629_21.06669,1320.7464156649264
84,-156.95462_21.06733,1168.681222608201
85,-156.95265_21.06691,959.9841886898456
86,-156.95364_21.06646,1045.952642093948
87,-157.28756_21.14135,3786.4036135776832
88,-157.07443_21.15027,2491.2367870571934
89,-157.06373_21.16454,1828.3087475015604
90,-157.07261_21.16906,1974.5228149591844
91,-157.07323_21.17329,1623.01270703924
92,-157.07480_21.17363,1703.2816009978728
93,-157.07637_21.17397,1792.8506936925603
94,-157.07803_21.17374,1913.5411367944107
95,-157.07948_21.17452,1945.766591179466
96,-157.08099_21.17490,2026.5316869748085
97,-157.08246_21.17534,2106.759032157068
98,-157.06868_21.17164,1529.1277294744627
99,-157.06922_21.16945,1773.6413553996558
100,-157.07747_21.17752,1561.7094154111187
101,-157.07009_21.16708,2049.936565096719
102,-157.07035_21.16475,2299.883347127908
103,-157.07058_21.16381,2375.939005604964
104,-157.07134_21.16069,2302.2516864523777
105,-157.07103_21.15953,2228.457336229052
106,-157.07140_21.15960,2267.847023250378
107,-157.07178_21.15969,2308.1522864837925
108,-157.07216_21.15976,2348.3642703365726
109,-157.07218_21.16387,2462.123355290508
110,-157.07375_21.16420,2500.221132545348
111,-157.07646_21.16490,2575.64258167072
112,-157.07593_21.16877,2190.887239980892
113,-157.07941_21.16132,3075.0930020701226
114,-157.08003_21.16555,2733.936955418543
115,-157.08252_21.16217,3187.280932164532
116,-157.08066_21.16978,2428.6913126169743
117,-157.08318_21.16622,2899.290491772757
118,-156.86999_21.05081,864.8198323525806
119,-156.87096_21.05074,952.8155109143155
120,-157.00100_21.08410,608.8089910164525
121,-157.00110_21.08394,592.4242083037606
122,-157.00130_21.08364,561.8449125729213
123,-157.00150_21.08333,532.6487509142166
124,-157.00160_21.08317,518.5581193171591
125,-157.00170_21.08302,504.7651854332523
126,-157.00180_21.08287,491.3306073494281
127,-157.00210_21.08241,454.2087054972627
128,-157.00220_21.08225,443.0016869309479
129,-157.00227_21.08189,435.1597292659051
130,-157.00318_21.08174,340.93823856412223
131,-157.00341_21.08185,316.82868343563814
132,-157.00309_21.08224,351.0004931097397
133,-157.09556_21.14667,1623.1701162536147
134,-157.12755_21.14364,2055.224822200885
135,-157.11619_21.15212,1842.29488246373
136,-157.09711_21.16406,3257.9246106516175
137,-157.10089_21.16492,3221.1007404074107
138,-157.07593_21.15079,2639.469064530235
139,-157.07827_21.15148,2874.844349775042
140,-157.06701_21.15771,1770.652696642422
141,-157.06861_21.15797,1937.9964589250692
142,-157.07200_21.15066,2235.4927175538573
143,-157.07194_21.15851,2287.105138234717
144,-157.07360_21.15888,2464.2084182800377
145,-157.07527_21.15923,2642.442354482382
146,-157.07867_21.15249,2910.9869641766327
147,-157.08341_21.15778,3380.565766700618
148,-157.08080_21.15855,3186.8886226578284
149,-157.08163_21.16030,3297.774213265457
150,-157.08261_21.16087,3306.0480162957865
151,-157.09087_21.16281,3398.3395352008447
152,-157.09301_21.16322,3347.0698708370164
153,-157.09674_21.15794,2661.1411456711103
154,-157.08416_21.16128,3372.058407013816
155,-157.08933_21.16006,3210.10935140143
156,-157.09575_21.15778,2681.506885487037
157,-157.08719_21.15855,3196.808862731864
158,-157.08086_21.15942,3211.6214929784346
159,-157.08181_21.15376,3180.0072256573994
160,-157.08184_21.15496,3244.774681643176
161,-156.95257_21.06707,957.4476099654365
162,-156.95249_21.06722,955.4388934106624
163,-156.95242_21.06738,954.4105421024312
164,-156.95232_21.06753,951.2043942539592
165,-156.95223_21.06776,952.1069976448192
166,-156.95193_21.06780,925.229208516768
167,-156.95166_21.06782,901.2608221081566
168,-156.95161_21.06765,888.3786276969885
169,-156.95186_21.06738,900.5097650228012
170,-156.95204_21.06722,911.8207594091043
171,-156.95180_21.06721,887.7230465589279
172,-156.95155_21.06727,866.26041739595
173,-156.95156_21.06707,858.3629125746073
174,-156.95165_21.06681,857.2440409306471
175,-156.95186_21.06677,876.4076573009434
176,-156.95207_21.06684,899.8920556266241
177,-156.95225_21.06609,896.2544925332736
178,-156.95207_21.06601,876.0502956840857
179,-156.95362_21.06737,1070.8491313422755
180,-156.94586_21.07134,746.3205008522043
181,-156.93975_21.07173,700.9939106991824
182,-156.76197_21.09679,2459.189395245496
183,-156.76287_21.09747,2435.029792895536
184,-156.76363_21.09848,2453.404381574259
185,-157.00741_21.16127,545.9632727168448
186,-157.00769_21.16119,541.9569622844496
187,-157.05891_21.17517,759.123669057784
188,-157.06179_21.17893,528.9670543189031
189,-157.06326_21.18022,441.8026631947103
190,-157.06483_21.18059,463.97812378481694
191,-157.05941_21.17631,661.5765388863155
192,-157.05985_21.17731,587.0935466805745
193,-157.06076_21.17765,602.6399334178461
194,-157.06090_21.17688,684.4007139936133
195,-157.06107_21.17648,731.2503079284018
196,-157.06031_21.17636,700.9212643496048
197,-157.05991_21.17547,768.6843584652429
198,-157.00697_21.16215,486.2483653669404
199,-157.00687_21.16186,518.5136291983116
200,-157.00669_21.16195,520.846179463042
201,-157.00653_21.16204,523.9967121529249
202,-157.00676_21.16228,488.2499664782004
203,-157.00675_21.16256,464.80189515657406
204,-157.00607_21.16231,533.9860521441738
205,-157.00554_21.16218,583.6217223127016
206,-157.00556_21.16198,597.3822061696995
207,-157.00579_21.16191,586.0265063696629
208,-157.00597_21.16181,581.4851336560627
209,-156.97902_21.07264,3030.474174337556
210,-156.97856_21.07244,3082.782402606144
211,-156.97779_21.07208,3172.14629722284
212,-156.97743_21.07189,3214.419816892754
213,-156.98923_21.07688,1875.51598957286
214,-156.98888_21.07686,1910.8182607738609
215,-157.06210_21.16463,1706.842317477066
216,-157.06519_21.16514,1988.0399635381427
217,-157.06656_21.16647,1974.3369545232545
218,-157.06882_21.16369,2210.771535039682
219,-157.04613_21.16245,622.4771231522193
220,-157.06121_21.17479,898.6705888229928
221,-157.06346_21.17201,1284.162331156286
222,-157.06472_21.17397,1145.9684720819243
223,-157.06586_21.17588,982.9254946977651
224,-157.04328_21.16448,657.7235012283253
225,-157.00406_21.16160,743.468782296524
226,-157.00311_21.16169,818.1243035020996
227,-157.00333_21.16198,781.1377552183772
228,-157.00368_21.16239,727.0775973623979
229,-157.00388_21.16229,715.3406327554084
230,-157.00425_21.16210,694.9639495159506
231,-157.00443_21.16201,685.1685051763893
232,-157.00631_21.16162,574.3529942633998
233,-157.00647_21.16153,571.7869638960459
234,-157.00520_21.16214,613.6693350257123
235,-157.00529_21.16230,595.2453561405963
236,-157.00547_21.16261,559.2238846627208
237,-157.00556_21.16277,541.2935320243384
238,-156.99814_21.08295,870.2233953473693
239,-157.00460_21.16186,681.5887314424028
240,-157.00488_21.16254,612.882694687377
241,-157.00408_21.16278,669.6819760022456
242,-157.00419_21.16303,646.4174172565148
243,-157.00376_21.16340,669.2392747145357
244,-157.00434_21.16375,599.6222271780902
245,-157.00416_21.16344,629.8542737225893
246,-157.00483_21.16353,562.4200811814093
247,-157.00476_21.16333,578.4101162885067
248,-157.00469_21.16316,593.7428321004572
249,-157.00555_21.16355,494.53033883030497
250,-157.00567_21.16376,473.124048594591
251,-157.00578_21.16396,452.3127405744435
252,-157.00556_21.16401,471.1722853527278
253,-157.00538_21.16370,502.62895876807454
254,-157.00522_21.16378,513.5258340059369
255,-157.00540_21.16409,482.86383333074974
256,-157.00491_21.16393,536.4935169874492
257,-157.00509_21.16424,507.2888661717095
258,-157.00481_21.16418,536.8173499233563
259,-157.00414_21.16427,600.9808843069108
260,-157.00435_21.16454,572.7537565455609
261,-157.00459_21.16481,541.5344568380145
262,-157.00489_21.16479,511.18055817165487
263,-157.00547_21.16464,456.8141455947127
264,-157.00592_21.16462,412.2070137633024
265,-157.00575_21.16438,437.94764930991033
266,-157.00603_21.16426,415.3147233626329
267,-157.00616_21.16454,392.0184285622182
268,-157.00505_21.16292,575.4051609504443
269,-157.05414_21.17199,737.0180078089329
270,-157.06280_21.16713,1734.1347415147054
271,-157.06308_21.16722,1736.511346112028
272,-157.06338_21.16727,1742.9908803427709
273,-157.06367_21.16735,1747.85461351216
274,-157.05438_21.17224,749.3226813539635
275,-157.05462_21.17249,762.9246511985812
276,-157.05489_21.17273,781.1535691629177
277,-157.05513_21.17299,798.1540358459259
278,-157.03023_21.09296,291.60087806306336
279,-157.03305_21.09458,589.9362588871177
280,-157.03387_21.09496,676.5349599929884
281,-157.07721_21.18321,1164.259428661634
282,-157.07877_21.18354,1294.9529232889158
283,-157.07478_21.17968,1195.6122671618612
284,-157.06762_21.17599,1049.7713163203507
285,-157.07008_21.17262,1500.9601216777867
286,-157.07129_21.17273,1556.2845699943207
287,-157.07016_21.17654,1143.4770661183347
288,-157.07045_21.17660,1156.796825848568
289,-157.07074_21.17666,1171.2099781336992
290,-157.07104_21.17672,1186.8924195969291
291,-157.07133_21.17679,1201.9738306795157
292,-157.08469_21.16657,2965.273287461291
293,-157.08606_21.16793,2944.9886641498047
294,-157.08786_21.16719,3133.4341191788894
295,-157.08844_21.17135,2866.656977357406
296,-157.09097_21.16782,3320.005069803341
297,-157.09252_21.16821,3414.348784470538
298,-157.09504_21.16464,3403.6771873062903
299,-157.07518_21.16508,2489.3800435314465
300,-157.03453_21.09521,744.0490123623331
301,-157.02861_21.09604,617.0054621327182
302,-157.03177_21.09674,738.5266898526149
303,-157.03387_21.09658,819.4818963770663
304,-157.04190_21.09985,834.1717245294834
305,-157.04395_21.10145,592.4980630694445
306,-157.04702_21.10328,303.307535236381
307,-157.04836_21.10315,167.2792701319727
308,-157.04870_21.10500,236.21839221113729
309,-157.04969_21.10587,167.70384766694679
310,-157.04145_21.10320,860.6675069278318
311,-157.04297_21.10333,707.7637379181912
312,-157.04397_21.10364,615.2547855382657
313,-157.04511_21.10404,518.3573342530145
314,-157.04587_21.10469,467.4493003368583
315,-157.04715_21.10509,374.550142875762
316,-156.99801_21.08314,885.5512680738315
317,-156.99752_21.08390,950.6215696574877
318,-156.99739_21.08409,968.0302361831295
319,-156.99713_21.08446,1003.7727013590596
320,-156.99701_21.08465,1021.9982672007364
321,-156.99687_21.08485,1041.7235284016099
322,-156.99658_21.08527,1084.4167323006031
323,-156.99621_21.08582,1141.3190043257453
324,-156.99862_21.08139,816.6662795604528
325,-156.99822_21.08195,855.8392370924972
326,-156.99810_21.08214,868.955901545254
327,-156.99797_21.08233,882.7561043134142
328,-156.99784_21.08252,896.7884031954864
329,-156.99772_21.08271,911.0538821695635
330,-156.99747_21.08308,940.689084905794
331,-156.99735_21.08327,956.0215891077693
332,-156.99704_21.08340,989.2154176245632
333,-156.99692_21.08357,1005.023121359157
334,-156.99669_21.08381,1033.1818993136844
335,-156.99684_21.08402,1022.3102577319656
336,-156.99671_21.08420,1039.6751397486423
337,-156.99658_21.08439,1057.363785009176
338,-156.98834_21.07849,1920.7223746908444
339,-156.98783_21.07813,1980.7052675963057
340,-156.98773_21.07839,1985.0726944237888
341,-156.98755_21.07805,2010.672657912217
342,-156.98738_21.07798,2030.1657309172856
343,-156.98685_21.07802,2082.508685270084
344,-156.98655_21.07763,2122.794197987199
345,-156.98645_21.07850,2112.968681120627
346,-156.98667_21.07856,2089.7171534020067
347,-156.98688_21.07864,2067.007241669788
348,-156.98735_21.07867,2017.4980081074975
349,-157.00588_21.16273,517.1837680290986
350,-157.00612_21.16270,500.7510390528876
351,-157.00625_21.16290,476.002644876601
352,-157.06633_21.18101,508.3796330674628
353,-157.06786_21.18123,602.2196393515148
354,-157.06942_21.18156,695.4267450238904
355,-157.07098_21.18190,752.0083959887189
356,-157.07255_21.18223,832.4927440372685
357,-157.07566_21.18292,1039.3093558413386
358,-156.85161_21.05797,916.3480902158517
359,-156.87697_21.04899,903.4961308763266
360,-156.87755_21.04803,861.9394112219073
361,-156.87726_21.04898,873.8407538281875
362,-156.76117_21.09520,2422.9075061889366
363,-156.76187_21.09609,2420.1061774315103
364,-156.76199_21.09639,2430.738152404319
365,-156.98789_21.07911,1954.7016289596304
366,-156.98706_21.07882,2044.6384280571567
367,-157.00248_21.08288,422.852449075038
368,-157.00237_21.08303,437.4485775058972
369,-157.00226_21.08318,452.3782479894831
370,-157.00215_21.08333,467.74778950672095
371,-157.00204_21.08347,483.3955675332658
372,-157.00193_21.08362,499.5679290150244
373,-157.00161_21.08407,549.0286554322345
374,-157.00138_21.08437,583.5450107149926
375,-157.00115_21.08468,621.0116736975122
376,-157.00103_21.08485,640.8085284289542
377,-157.00090_21.08503,662.0563960373994
378,-157.00076_21.08522,684.8284433256594
379,-157.00061_21.08541,709.0785146111772
380,-157.00046_21.08562,734.8252450720457
381,-157.00030_21.08585,762.2931215562284
382,-157.00013_21.08608,790.7609825624171
383,-156.95339_21.06640,1019.5253263638745
384,-156.95436_21.06659,1121.8610774869328
385,-156.95454_21.06661,1140.2098151192345
386,-156.95471_21.06662,1158.4983244127084
387,-156.79584_21.07375,1813.9454006510523
388,-157.09732_21.16916,3755.030022059888
389,-157.09888_21.16950,3765.728866193464
390,-157.08724_21.16317,3425.222627035493
391,-157.08664_21.17198,2678.483676779107
392,-157.08726_21.17619,2455.271223154602
393,-156.76241_21.09543,2332.0698914415225
394,-156.77030_21.09000,1315.1080825367656
395,-156.77278_21.08783,965.7896988178238
396,-156.77363_21.08723,856.209810694511
397,-156.77535_21.08943,891.2944846213085
398,-156.77466_21.08658,727.349692246117
399,-156.79158_21.07644,1280.6508124657935
400,-156.79130_21.07665,1244.5428286963943
401,-156.78955_21.07762,1032.5472193366356
402,-156.78581_21.08057,535.3074330963361
403,-156.79344_21.07649,1445.2006160669305
404,-157.00011_21.16149,1101.9305491937816
405,-157.00730_21.16189,490.9732332903234
406,-157.00744_21.16210,463.8189948370724
407,-157.00755_21.16234,435.07459674522926
408,-157.00739_21.16247,432.666723076496
409,-157.00715_21.16255,439.51071908192023
410,-157.08975_21.17270,2884.803112082
411,-157.09102_21.17271,2992.268089191301
412,-157.09193_21.17720,2829.394666060468
413,-157.09363_21.17756,2974.081203170076
414,-157.09675_21.17823,3248.604536479793
415,-157.09919_21.17482,3624.2263278521264
416,-157.09778_21.18070,3271.5203178111046
417,-157.10038_21.17677,3658.2489691042215
418,-157.10051_21.18298,3496.3570150991886
419,-157.10779_21.18060,4287.986766280497
420,-157.10935_21.18094,4440.070763785957
421,-157.11091_21.18127,4593.11607992324
422,-157.10076_21.16599,3338.998579931329
423,-157.10105_21.16606,3338.0346789522214
424,-157.10134_21.16612,3337.3129340125615
425,-157.10163_21.16618,3336.8743865623496
426,-157.10192_21.16624,3336.7993576497192
427,-157.10011_21.17367,3764.1195314108727
428,-157.09982_21.17361,3739.8899466194257
429,-157.09953_21.17355,3715.8025132200746
430,-157.09895_21.17342,3667.9760280041737
431,-157.10407_21.16835,3525.229897864854
432,-157.10525_21.17087,3785.442556968835
433,-157.10681_21.17120,3808.7451655589193
434,-157.10837_21.17153,3839.087566382543
435,-157.10992_21.17187,3876.3043556010457
436,-157.11139_21.17218,3917.2647732991672
437,-157.11328_21.17635,4393.026653644315
438,-157.11397_21.17349,4086.3497102702527
439,-156.97155_21.07065,2964.1661457219766
440,-156.96346_21.06887,2100.6050505821654
441,-156.96478_21.06915,2240.9437076741683
442,-156.96024_21.06768,1744.9296777678285
443,-156.75801_21.10079,3057.8713591966475
444,-156.75281_21.10168,3545.6702903497076
445,-156.75338_21.10124,3469.2366182906485
446,-157.00697_21.16247,457.97913367045186
447,-156.98841_21.07668,1963.397657766716
448,-156.98821_21.07658,1986.4590917122748
449,-156.98719_21.07612,2103.1103309608116
450,-156.98801_21.07649,2008.6083971544156
451,-156.97832_21.07236,3109.4016067576104
452,-156.97811_21.07225,3133.94111272711
453,-156.98953_21.07709,1838.909947204376
454,-156.98861_21.07676,1941.0853650437416
455,-156.98921_21.07709,1870.2337304672567
456,-156.98747_21.07630,2068.46517268918
457,-156.98760_21.07619,2060.0192426725416
458,-156.98250_21.07395,2641.657848147375
459,-156.98223_21.07383,2672.154738998448
460,-156.98197_21.07368,2702.8610139257175
461,-156.98025_21.07313,2892.056406965407
462,-156.97987_21.07299,2934.6857603703006
463,-157.01101_21.08273,189.8489974082936
464,-157.01126_21.08286,161.7369015456198
465,-157.01151_21.08300,134.29443405385416
466,-157.01206_21.08326,79.70466134226979
467,-157.01233_21.08334,56.086310473486975
468,-157.01263_21.08345,30.98181687315947
469,-157.01290_21.08353,11.248930450716015
470,-157.01242_21.08416,16.888479282634435
471,-157.01203_21.08385,69.84947844483455
472,-157.01178_21.08374,98.94965594766653
473,-157.01152_21.08362,128.22953497885976
474,-157.01126_21.08350,157.728560331853
475,-157.01074_21.08326,215.2689811155696
476,-157.01049_21.08375,220.37043130632617
477,-157.01075_21.08388,189.68698330019237
478,-157.01101_21.08400,159.99217522066726
479,-157.01126_21.08412,130.40500237033308
480,-157.01152_21.08424,100.91338770925243
481,-157.01177_21.08436,71.52191814400939
482,-157.01230_21.08440,18.77635427353464
483,-157.01216_21.08467,23.2307300179565
484,-157.00911_21.08191,32.806330573538524
485,-157.00945_21.08203,68.1512896979901
486,-157.00970_21.08213,96.370513902421
487,-157.00996_21.08225,125.98281409679952
488,-157.01021_21.08236,155.5894505726797
489,-157.01049_21.08251,188.5196494366286
490,-157.01075_21.08262,218.0416381832657
491,-157.01048_21.08314,229.22817186507092
492,-157.01022_21.08302,200.60018573274624
493,-157.00996_21.08290,172.41538319872754
494,-157.00970_21.08278,144.74597982851088
495,-157.00945_21.08266,118.17785701588257
496,-157.00919_21.08255,93.66709391650544
497,-157.00883_21.08237,62.70111037009946
498,-157.00856_21.08282,111.87831006467128
499,-157.00895_21.08300,133.64212726798215
500,-157.00921_21.08313,153.29775461648055
501,-157.00946_21.08325,175.8691072390476
502,-157.00971_21.08337,200.0304948889309
503,-157.00997_21.08350,225.16911615416987
504,-157.01022_21.08362,250.92190333462017
505,-156.99849_21.08352,843.5151806005707
506,-156.99829_21.08336,860.6578423834812
507,-156.99868_21.08323,818.3743554868886
508,-156.99886_21.08296,795.6847232485329
509,-156.79552_21.07381,1782.537237700711
510,-156.79419_21.07601,1539.8951107110752
511,-156.79606_21.07158,1972.592484475413
512,-156.80277_21.07127,2573.1335544610897
513,-156.79589_21.07464,1768.081849593441
514,-156.79631_21.07147,2000.314890225884
515,-156.80188_21.07240,2432.778332757959
516,-156.79894_21.07317,2123.882462897972
517,-156.79790_21.07365,2003.5867961830108
518,-156.79687_21.07364,1911.7754894005864
519,-156.80129_21.07051,2485.099158320624
520,-156.80416_21.06856,2852.527086991512
521,-156.81570_21.06772,3951.029850345067
522,-156.81191_21.06909,3529.909862409894
523,-156.80615_21.07114,2892.6181211890425
524,-157.08974_21.18197,2429.1625314195594
525,-157.08573_21.18110,2065.853992026252
526,-157.08944_21.18190,2401.3157906925144
527,-157.08603_21.18117,2092.1603010033086
528,-157.08633_21.18123,2118.622272588944
529,-157.08662_21.18131,2144.539842333187
530,-156.81677_21.06774,4051.4733730546423
531,-156.81913_21.06789,4270.021776309763
532,-156.82418_21.06447,3856.1820266716254
533,-157.08914_21.18184,2373.5352208104
534,-157.08884_21.18177,2345.8612742649734
535,-157.08854_21.18171,2318.2978693632776
536,-157.05218_21.16225,837.5480474835255
537,-157.05414_21.16241,977.9466104874801
538,-157.05584_21.16296,1128.5205706342667
539,-157.05893_21.16416,1434.3261299377505
540,-157.06051_21.16435,1564.2554220050179
541,-157.04439_21.16764,607.1020730756657
542,-157.04822_21.16631,915.1949252112403
543,-157.04833_21.16978,541.3521070906417
544,-157.04908_21.17296,244.045687005632
545,-157.05332_21.17131,698.7384574510995
546,-157.05252_21.17614,525.9385086388312
547,-157.05238_21.17824,560.3279062543895
548,-157.05504_21.17902,323.311081579454
549,-157.05141_21.16901,740.6283464507427
550,-157.04883_21.17107,417.2895591797216
551,-157.05693_21.16391,1279.691471437794
552,-157.06987_21.15940,2109.9865497484648
553,-157.06251_21.16710,1726.4933507288724
554,-156.95460_21.07414,1546.981232804321
555,-156.95216_21.07581,1506.6710499094715
556,-156.97114_21.07420,3041.5830413607687
557,-156.97017_21.07985,3232.910909798454
558,-157.04770_21.10623,369.5851171926977
559,-157.02962_21.09637,659.0292075745632
560,-157.04635_21.10278,351.8939838248868
561,-157.04608_21.10267,375.96530757456645
562,-157.04583_21.10256,399.74596655450614
563,-157.04557_21.10244,425.1730225107141
564,-157.04597_21.10339,410.2426701583264
565,-157.04570_21.10329,432.57775412057936
566,-157.04545_21.10318,453.9264947880211
567,-157.04518_21.10306,476.94926065007
568,-157.04488_21.10293,504.37026932813905
569,-157.04464_21.10283,526.8894862558514
570,-157.04413_21.10261,575.4184291049492
571,-157.04383_21.10248,605.1002152073904
572,-157.04358_21.10238,630.2277769274639
573,-157.04332_21.10227,656.1855016136751
574,-157.04308_21.10216,681.0311668842737
575,-157.03017_21.09661,688.4221952713647
576,-157.02930_21.09873,919.6969512349026
577,-157.04001_21.10254,1001.5491810677808
578,-157.04677_21.10579,447.37319602256736
579,-157.04750_21.10254,229.65914138606132
580,-157.04660_21.10606,471.3973806689359
581,-157.04645_21.10637,496.7880169075292
582,-157.04719_21.10118,265.6730296378899
583,-157.04016_21.09616,1170.719027951896
584,-157.03982_21.09696,1155.8469010206
585,-157.04010_21.09697,1129.7534532872862
586,-157.04035_21.09707,1101.6108267214295
587,-157.04063_21.09715,1071.8592902376815
588,-157.04093_21.09725,1039.4007053026407
589,-157.04188_21.09765,931.4682257146547
590,-157.04052_21.09612,1137.227575214476
591,-157.03809_21.09753,1189.1529031903824
592,-157.03582_21.10003,1250.2410522420564
593,-157.03526_21.09955,1174.9275037776215
594,-157.00020_21.08451,702.2587947606788
595,-156.99968_21.08148,705.6993423466272
596,-156.99986_21.08156,686.9779955621864
597,-157.00027_21.08333,657.8592098083656
598,-156.99951_21.08204,721.3866024070097
599,-157.00076_21.08209,592.0728239502754
600,-156.99868_21.08279,812.8150654560585
601,-156.99990_21.08364,702.6484950516993
602,-156.99902_21.08221,773.0270703798768
603,-156.99990_21.08390,710.5748373482592
604,-156.99847_21.08307,837.7949087388575
605,-157.00151_21.08258,517.7594717541408
606,-157.00160_21.08241,506.3331704298582
607,-157.00140_21.08227,526.1516515311549
608,-157.00167_21.08206,496.9471346913746
609,-157.00152_21.08197,512.8444598219764
610,-157.00115_21.08197,551.1474216681823
611,-157.05291_21.11069,510.427516213071
612,-157.05337_21.13140,2029.5756215544864
613,-157.05361_21.12899,2293.4935160511036
614,-157.01722_21.15426,1380.2228167103383
615,-157.01594_21.15427,1350.0144228621568
616,-157.01490_21.15391,1374.5100814061807
617,-157.01373_21.15409,1332.4950132268723
618,-157.03017_21.17766,114.08278763318832
619,-157.01318_21.14995,1769.6549552205527
620,-157.05153_21.10787,269.30657787153694
621,-157.08379_21.10696,47.937117048760605
622,-156.94407_21.06611,142.99027891064887
623,-156.95134_21.06563,793.0509174135194
624,-156.95038_21.06695,740.5734158674557
625,-156.94530_21.06399,154.72636563380496
626,-156.99674_21.07877,1068.5603577054071
627,-157.03532_21.10127,1345.0795360140485
628,-157.03601_21.09966,1226.7449507975011
629,-157.01803_21.16028,735.9510386363246
630,-157.01516_21.15509,1248.0782603899347
631,-157.01420_21.15524,1223.0375607453457
632,-157.01370_21.15546,1185.7027152581556
633,-157.01332_21.15578,1141.2943867371068
634,-157.02095_21.16035,784.5449315845572
635,-157.01953_21.16052,725.7593074289398
636,-157.01181_21.16460,166.67747739955382
637,-157.05674_21.16611,1341.1370402973153
638,-157.00672_21.16418,354.0315718201436
639,-157.00980_21.15840,807.9713958049374
640,-157.05498_21.16531,1283.4745843316916
641,-157.05597_21.16574,1316.3820714755927
642,-157.05613_21.16715,1216.3345115209495
643,-157.05181_21.16436,1007.7920774820428
644,-157.05167_21.16492,1054.4984505564466
645,-157.05153_21.16549,1094.4510685700095
646,-157.05146_21.16577,1062.7590009332644
647,-157.05123_21.16661,967.5802853596684
648,-157.05105_21.16696,924.742823506425
649,-157.05113_21.16732,891.5242677257273
650,-156.96368_21.06961,2143.4514571090585
651,-156.99968_21.08112,709.9473291218251
652,-156.99468_21.07822,1290.6705611500065
653,-156.99405_21.07814,1355.5501187295483
654,-157.05592_21.16802,1134.2761691395349
655,-157.05570_21.16889,1055.7484374786595
