,Uid,Coral_rank
930,-156.83517_21.05610,3
931,-156.83429_21.05851,3
932,-156.83413_21.05861,3
933,-156.83560_21.05709,3
934,-156.87769_21.05513,1
935,-156.87784_21.05506,1
936,-156.86385_21.05237,2
937,-156.86770_21.05406,2
938,-156.87210_21.05260,1
939,-156.87376_21.05151,1
940,-156.87401_21.05152,1
941,-156.87428_21.05149,1
942,-156.87754_21.04718,1
943,-156.86732_21.05414,2
944,-156.86697_21.05428,2
945,-156.87024_21.05222,1
946,-156.86753_21.05187,2
947,-156.76151_21.09647,2
948,-156.76128_21.09991,2
949,-156.76061_21.09769,2
950,-156.75922_21.09619,2
951,-156.75816_21.09690,2
952,-156.75778_21.09714,2
953,-156.75732_21.09758,2
954,-156.75753_21.09739,2
955,-156.75631_21.09844,2
956,-156.75642_21.09834,2
957,-156.75699_21.09861,2
958,-156.83557_21.05680,3
959,-156.84625_21.06354,2
960,-156.84255_21.05923,3
961,-156.84298_21.05842,3
962,-156.84317_21.05653,2
963,-156.84209_21.05558,3
964,-156.84100_21.05574,3
965,-156.84102_21.05687,3
966,-156.84090_21.05953,3
967,-156.83968_21.05599,3
968,-156.83658_21.05680,3
969,-156.84142_21.05490,3
970,-156.84254_21.05839,3
971,-156.84924_21.05773,2
972,-156.87246_21.05419,1
973,-156.87446_21.05543,1
974,-156.87501_21.05579,1
975,-156.87597_21.05560,1
976,-156.87612_21.05554,1
977,-156.87644_21.05548,1
978,-156.87683_21.05543,1
979,-156.80976_21.07162,3
980,-156.79221_21.07581,3
981,-156.75605_21.09864,2
982,-156.76194_21.09547,2
983,-156.76289_21.09567,2
984,-156.78576_21.08215,3
985,-156.78391_21.08285,3
986,-156.78247_21.08440,3
987,-156.78812_21.07860,3
988,-156.78225_21.08353,3
989,-156.79083_21.07754,3
990,-156.79450_21.07283,3
991,-156.79519_21.07271,3
992,-156.79556_21.07301,3
993,-156.79582_21.07203,3
994,-156.79629_21.07283,3
995,-156.80970_21.06999,3
996,-156.81078_21.06951,3
997,-156.81143_21.06938,3
998,-156.80378_21.06925,3
999,-156.80431_21.06894,3
1000,-156.81286_21.06899,3
1001,-156.81993_21.06486,3
1002,-156.82321_21.06349,3
1003,-156.82563_21.06120,3
1004,-156.82305_21.06368,3
1005,-156.82474_21.06367,3
1006,-156.82464_21.06374,3
1007,-156.84465_21.05541,2
1008,-156.82774_21.06521,3
1009,-156.82759_21.06180,3
1010,-156.82664_21.06246,3
1011,-156.82349_21.06514,3
1012,-156.82344_21.06493,3
1013,-156.82368_21.06479,3
1014,-156.82389_21.06467,3
1015,-156.75120_21.10822,2
1016,-156.74635_21.10810,2
1017,-156.74631_21.10668,2
1018,-156.74298_21.11116,2
1019,-156.74345_21.11100,2
1020,-156.74516_21.11107,2
1021,-156.74624_21.11182,2
1022,-156.74505_21.11221,2
1023,-156.74184_21.11192,2
1024,-156.74602_21.11277,2
1025,-157.06475_21.15857,3
1026,-157.05774_21.17020,2
1027,-157.07494_21.17926,3
1028,-157.07508_21.17866,3
1029,-157.09508_21.17833,3
1030,-157.09613_21.17405,3
1031,-157.10656_21.15182,2
1032,-157.11225_21.16589,2
1033,-156.82251_21.06446,3
1034,-157.03969_21.09892,2
1035,-157.04062_21.09970,2
1036,-157.03703_21.10359,2
1037,-156.74036_21.11454,2
1038,-156.74299_21.11151,2
1039,-156.86385_21.07320,2
1040,-156.74165_21.11497,2
1041,-156.73776_21.14266,3
1042,-156.74678_21.15476,2
1043,-157.11558_21.16664,2
1044,-157.08272_21.15407,2
1045,-157.08008_21.15401,2
1046,-157.08029_21.15301,2
1047,-157.04975_21.16044,3
1048,-157.09653_21.16566,2
1049,-157.08320_21.17928,3
1050,-157.09952_21.18213,3
1051,-156.78201_21.08369,3
1052,-156.79166_21.07992,3
1053,-156.80936_21.06865,3
1054,-157.03914_21.10090,2
1055,-157.03828_21.10091,2
1056,-157.03710_21.09969,2
1057,-157.03746_21.10065,2
1058,-157.03774_21.10006,2
1059,-157.03316_21.10436,2
1060,-157.03231_21.10347,2
1061,-157.03193_21.10285,2
1062,-157.03188_21.10249,2
1063,-157.03230_21.10121,2
1064,-157.03345_21.10023,2
1065,-157.03310_21.10184,2
1066,-157.03300_21.10251,2
1067,-157.03783_21.10322,2
1068,-157.03918_21.10312,3
1069,-157.25215_21.17288,2
1070,-157.27062_21.15325,3
1071,-157.26650_21.15993,4
1072,-156.98632_21.07789,3
1073,-157.10448_21.16571,2
1074,-157.07154_21.14981,2
1075,-157.07433_21.15027,2
1076,-157.06363_21.16454,3
1077,-157.07470_21.17363,3
1078,-157.07627_21.17397,3
1079,-157.07793_21.17374,3
1080,-157.08089_21.17490,3
1081,-157.08236_21.17534,3
1082,-157.07583_21.16877,3
1083,-157.08308_21.16622,3
1084,-157.09546_21.14667,2
1085,-157.09565_21.15778,2
1086,-157.06316_21.18022,2
1087,-156.98878_21.07686,3
1088,-157.06646_21.16647,3
1089,-157.06111_21.17479,2
1090,-157.04318_21.16448,3
1091,-157.06270_21.16713,3
1092,-157.06998_21.17262,3
1093,-157.08596_21.16793,3
1094,-157.07508_21.16508,3
1095,-157.03377_21.09658,2
1096,-157.04287_21.10333,3
1097,-156.99729_21.08409,2
1098,-156.99703_21.08446,2
1099,-157.07088_21.18190,2
1100,-156.87745_21.04803,1
1101,-156.79574_21.07375,3
1102,-157.09722_21.16916,3
1103,-157.08716_21.17619,3
1104,-156.77020_21.09000,2
1105,-157.11081_21.18127,2
1106,-156.97145_21.07065,3
1107,-156.75328_21.10124,2
1108,-156.98851_21.07676,3
1109,-157.00986_21.08225,3
1110,-157.05404_21.16241,3
1111,-157.06041_21.16435,3
1112,-157.05322_21.17131,2
1113,-156.97007_21.07985,3
1114,-156.99976_21.08156,2
1115,-157.05281_21.11069,2
1116,-157.03007_21.17766,2
1117,-157.01308_21.14995,2
1118,-157.08369_21.10696,2
1119,-156.94397_21.06611,2
1120,-156.95028_21.06695,2
1121,-157.01322_21.15578,2
1122,-157.02085_21.16035,3
1123,-156.96358_21.06961,2
1124,-157.05473_21.17087,2
1125,-157.05387_21.16705,3
1126,-157.05855_21.16660,3
1127,-157.05932_21.16846,3
1128,-157.00456_21.16135,2
1129,-157.00662_21.16086,2
1130,-156.99843_21.08458,2
1131,-156.99941_21.08459,2
1132,-156.99993_21.08480,2
1133,-156.99941_21.08567,2
1134,-157.00073_21.08148,2
1135,-156.96622_21.06943,2
1136,-156.99237_21.07777,3
1137,-156.99173_21.07759,3
1138,-156.99138_21.07758,3
1139,-156.98109_21.07335,3
1140,-157.00019_21.08299,2
1141,-156.83272_21.05990,3
1142,-156.83001_21.06311,3
1143,-156.77932_21.08554,3
1144,-156.87774_21.05506,1
1145,-156.86760_21.05406,2
1146,-156.87200_21.05260,1
1147,-156.84307_21.05653,2
1148,-156.87587_21.05560,1
1149,-156.79440_21.07283,3
1150,-156.79619_21.07283,3
1151,-156.81983_21.06486,3
1152,-156.82295_21.06368,3
1153,-156.82654_21.06246,3
1154,-156.75110_21.10822,2
1155,-157.05764_21.17020,2
1156,-157.11215_21.16589,2
1157,-156.74155_21.11497,2
1158,-156.78191_21.08369,3
1159,-157.00425_21.16454,2
1160,-157.00445_21.16454,2
1161,-157.04692_21.10328,3
1162,-157.04712_21.10328,3
1163,-157.10515_21.17087,2
1164,-157.10535_21.17087,2
1165,-157.11129_21.17218,2
1166,-157.11149_21.17218,2
1167,-156.98164_21.07726,3
1168,-156.98184_21.07726,3
1169,-156.82749_21.06180,3
1170,-156.82769_21.06180,3
1171,-156.73766_21.14266,3
1172,-156.73786_21.14266,3
1173,-156.73776_21.14276,4
1174,-157.01793_21.16028,3
1175,-157.01813_21.16028,3
1176,-157.01803_21.16038,3
1177,-157.01803_21.16018,3
1178,-157.01793_21.16038,3
1179,-157.01793_21.16018,3
1180,-157.01813_21.16038,3
1181,-157.01813_21.16018,3
1182,-156.99964_21.07987,2
1183,-156.99957_21.07999,2
1184,-156.99953_21.08009,2
1185,-156.99946_21.08021,2
1186,-156.99943_21.08034,2
1187,-156.99954_21.08044,2
1188,-156.99969_21.08039,2
1189,-156.99976_21.08027,2
1190,-156.99982_21.08015,2
1191,-156.99991_21.08003,2
1192,-157.00953_21.15913,2
1193,-157.00970_21.15900,2
1194,-157.00983_21.15883,2
1195,-157.00994_21.15866,2
1196,-157.01014_21.15851,2
1197,-157.01039_21.15823,2
1198,-157.01023_21.15818,2
1199,-157.01002_21.15810,2
1200,-157.00982_21.15803,2
1201,-157.00961_21.15795,2
1202,-157.00961_21.15847,2
1203,-157.00950_21.15865,2
1204,-157.24228_21.18518,1
1205,-157.24245_21.18519,1
1206,-157.24257_21.18534,1
1207,-157.24270_21.18541,1
1208,-157.24288_21.18546,1
1209,-157.24307_21.18549,1
1210,-157.24339_21.18526,1
1211,-157.24357_21.18539,1
1212,-157.24373_21.18540,1
1213,-157.24402_21.18545,1
1214,-157.24401_21.18582,1
1215,-157.24415_21.18595,1
1216,-157.24428_21.18603,1
1217,-157.24314_21.18592,1
1218,-157.24331_21.18597,1
1219,-157.24354_21.18602,1
1220,-157.24360_21.18615,1
1221,-157.24353_21.18636,1
1222,-157.24345_21.18658,1
1223,-157.24331_21.18661,1
1224,-157.24323_21.18671,1
1225,-157.24376_21.18721,1
1226,-157.24390_21.18736,1
1227,-157.24406_21.18732,1
1228,-157.24419_21.18728,1
1229,-157.24411_21.18683,1
1230,-157.24402_21.18668,1
1231,-157.24393_21.18657,1
1232,-157.24441_21.18725,1
1233,-157.24457_21.18727,1
1234,-157.24488_21.18542,1
1235,-157.24528_21.18555,1
1236,-157.24556_21.18543,1
1237,-157.24583_21.18529,1
1238,-157.24604_21.18507,1
1239,-157.24606_21.18551,1
1240,-157.24618_21.18589,1
1241,-157.24620_21.18605,1
1242,-157.24640_21.18651,1
1243,-157.24568_21.18646,1
1244,-157.24540_21.18644,1
1245,-157.24518_21.18612,1
1246,-157.24513_21.18581,1
1247,-157.24551_21.18667,1
1248,-157.24543_21.18694,1
1249,-157.24563_21.18727,1
1250,-157.24588_21.18741,1
1251,-157.24618_21.18743,1
1252,-157.24656_21.18743,1
1253,-157.24670_21.18678,1
1254,-157.24720_21.18703,1
1255,-157.24745_21.18729,1
1256,-157.24761_21.18750,1
1257,-157.24700_21.18833,1
1258,-157.24668_21.18827,1
1259,-157.24640_21.18819,1
1260,-157.24608_21.18819,1
1261,-157.24574_21.18831,1
1262,-157.24573_21.18863,1
1263,-157.24586_21.18897,1
1264,-157.24624_21.18894,1
1265,-157.24647_21.18889,1
1266,-157.24497_21.19040,2
1267,-157.24511_21.19016,2
1268,-157.24527_21.18996,2
1269,-157.24557_21.19001,2
1270,-157.24604_21.18990,2
1271,-157.24574_21.19052,2
1272,-157.24564_21.19118,2
1273,-157.24606_21.19119,2
1274,-157.24666_21.19105,2
1275,-157.24700_21.19098,2
1276,-157.24714_21.19077,2
1277,-157.24704_21.19050,2
1278,-157.24672_21.19041,2
1279,-157.24683_21.19016,2
