,Uid,nrcs_DtoBrock,nrcs_FloodFreq,nrcs_septic_dominant,nrcs_septic_least,nrcs_septic_most,nrcs_ksat_hi,nrcs_ksat_lo,nrcs_ksat_rep,nrcs_rockFrag3in
231,-157.00443_21.16201,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
232,-157.00631_21.16162,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
233,-157.00647_21.16153,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
234,-157.00520_21.16214,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
235,-157.00529_21.16230,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
236,-157.00547_21.16261,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
237,-157.00556_21.16277,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
238,-156.99814_21.08295,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
239,-157.00460_21.16186,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
240,-157.00488_21.16254,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
241,-157.00408_21.16278,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
242,-157.00419_21.16303,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
243,-157.00376_21.16340,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
244,-157.00434_21.16375,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
245,-157.00416_21.16344,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
246,-157.00483_21.16353,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
247,-157.00476_21.16333,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
248,-157.00469_21.16316,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
249,-157.00555_21.16355,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
250,-157.00567_21.16376,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
251,-157.00578_21.16396,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
252,-157.00556_21.16401,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
253,-157.00538_21.16370,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
254,-157.00522_21.16378,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
255,-157.00540_21.16409,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
256,-157.00491_21.16393,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
257,-157.00509_21.16424,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
258,-157.00481_21.16418,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
259,-157.00414_21.16427,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
260,-157.00435_21.16454,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
261,-157.00459_21.16481,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
262,-157.00489_21.16479,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
263,-157.00547_21.16464,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
264,-157.00592_21.16462,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
265,-157.00575_21.16438,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
266,-157.00603_21.16426,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
267,-157.00616_21.16454,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
268,-157.00505_21.16292,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
269,-157.05414_21.17199,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
270,-157.06280_21.16713,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
271,-157.06308_21.16722,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
272,-157.06338_21.16727,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
273,-157.06367_21.16735,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
274,-157.05438_21.17224,,None,Very limited,Very limited,Very limited,7.052857142857145,0.9857142857142857,3.671428571428572,96.71428571428572
275,-157.05462_21.17249,,None,Very limited,Very limited,Very limited,7.052857142857145,0.9857142857142857,3.671428571428572,96.71428571428572
276,-157.05489_21.17273,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
277,-157.05513_21.17299,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
278,-157.03023_21.09296,,Frequent,Very limited,Very limited,Very limited,42.0,1.41,22.0,0.0
279,-157.03305_21.09458,,Frequent,Very limited,Very limited,Very limited,42.0,1.41,22.0,0.0
280,-157.03387_21.09496,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
281,-157.07721_21.18321,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
282,-157.07877_21.18354,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.333333333333333,98.0
283,-157.07478_21.17968,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.333333333333333,98.0
284,-157.06762_21.17599,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
285,-157.07008_21.17262,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
286,-157.07129_21.17273,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
287,-157.07016_21.17654,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
288,-157.07045_21.17660,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
289,-157.07074_21.17666,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
290,-157.07104_21.17672,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
291,-157.07133_21.17679,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
292,-157.08469_21.16657,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
293,-157.08606_21.16793,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
294,-157.08786_21.16719,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
295,-157.08844_21.17135,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
296,-157.09097_21.16782,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
297,-157.09252_21.16821,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
298,-157.09504_21.16464,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
299,-157.07518_21.16508,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
300,-157.03453_21.09521,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
301,-157.02861_21.09604,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
302,-157.03177_21.09674,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
303,-157.03387_21.09658,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
304,-157.04190_21.09985,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
305,-157.04395_21.10145,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
306,-157.04702_21.10328,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
307,-157.04836_21.10315,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
308,-157.04870_21.10500,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
309,-157.04969_21.10587,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
310,-157.04145_21.10320,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
311,-157.04297_21.10333,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
312,-157.04397_21.10364,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
313,-157.04511_21.10404,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
314,-157.04587_21.10469,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
315,-157.04715_21.10509,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
316,-156.99801_21.08314,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
317,-156.99752_21.08390,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
318,-156.99739_21.08409,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
319,-156.99713_21.08446,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
320,-156.99701_21.08465,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
321,-156.99687_21.08485,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
322,-156.99658_21.08527,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
323,-156.99621_21.08582,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
324,-156.99862_21.08139,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
325,-156.99822_21.08195,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
326,-156.99810_21.08214,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
327,-156.99797_21.08233,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
328,-156.99784_21.08252,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
329,-156.99772_21.08271,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
330,-156.99747_21.08308,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
331,-156.99735_21.08327,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
332,-156.99704_21.08340,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
333,-156.99692_21.08357,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
334,-156.99669_21.08381,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
335,-156.99684_21.08402,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
336,-156.99671_21.08420,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
337,-156.99658_21.08439,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
338,-156.98834_21.07849,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
339,-156.98783_21.07813,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
340,-156.98773_21.07839,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
341,-156.98755_21.07805,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
342,-156.98738_21.07798,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
343,-156.98685_21.07802,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
344,-156.98655_21.07763,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
345,-156.98645_21.07850,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
346,-156.98667_21.07856,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
347,-156.98688_21.07864,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
348,-156.98735_21.07867,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
349,-157.00588_21.16273,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
350,-157.00612_21.16270,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
351,-157.00625_21.16290,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
352,-157.06633_21.18101,,None,Somewhat limited,Somewhat limited,Somewhat limited,23.44666666666667,2.35,12.333333333333336,100.0
353,-157.06786_21.18123,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
354,-157.06942_21.18156,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
355,-157.07098_21.18190,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
356,-157.07255_21.18223,,None,Very limited,Very limited,Very limited,4.466666666666667,0.75,2.3666666666666667,98.0
357,-157.07566_21.18292,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.233333333333333,98.0
358,-156.85161_21.05797,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
359,-156.87697_21.04899,,Rare,Very limited,Somewhat limited,Very limited,45.993,6.9835,26.0875,91.2875
360,-156.87755_21.04803,,Rare,Very limited,Somewhat limited,Very limited,45.993,6.9835,26.0875,91.2875
361,-156.87726_21.04898,,Rare,Very limited,Somewhat limited,Very limited,45.993,6.9835,26.0875,91.2875
362,-156.76117_21.09520,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
363,-156.76187_21.09609,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
364,-156.76199_21.09639,64.0,None,Very limited,Very limited,Very limited,28.14,9.34,18.74,61.66666666666666
365,-156.98789_21.07911,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
366,-156.98706_21.07882,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
367,-157.00248_21.08288,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
368,-157.00237_21.08303,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
369,-157.00226_21.08318,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
370,-157.00215_21.08333,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
371,-157.00204_21.08347,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
372,-157.00193_21.08362,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
373,-157.00161_21.08407,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
374,-157.00138_21.08437,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
375,-157.00115_21.08468,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
376,-157.00103_21.08485,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
377,-157.00090_21.08503,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
378,-157.00076_21.08522,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
379,-157.00061_21.08541,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
380,-157.00046_21.08562,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
381,-157.00030_21.08585,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
382,-157.00013_21.08608,76.0,None,Very limited,Very limited,Very limited,9.473333333333334,2.8266666666666667,6.073333333333332,53.33333333333334
383,-156.95339_21.06640,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
384,-156.95436_21.06659,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
385,-156.95454_21.06661,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
386,-156.95471_21.06662,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
387,-156.79584_21.07375,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
388,-157.09732_21.16916,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
389,-157.09888_21.16950,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
390,-157.08724_21.16317,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
391,-157.08664_21.17198,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
392,-157.08726_21.17619,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
393,-156.76241_21.09543,,None,Very limited,Very limited,Very limited,4.23,0.42,2.3,90.875
394,-156.77030_21.09000,,None,Very limited,Very limited,Very limited,4.23,0.42,2.3,90.875
395,-156.77278_21.08783,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
396,-156.77363_21.08723,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
397,-156.77535_21.08943,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
398,-156.77466_21.08658,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
399,-156.79158_21.07644,,None,Very limited,Very limited,Very limited,10.055,1.055,5.5166666666666675,87.5
400,-156.79130_21.07665,,None,Very limited,Very limited,Very limited,10.055,1.055,5.5166666666666675,87.5
401,-156.78955_21.07762,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
402,-156.78581_21.08057,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
403,-156.79344_21.07649,,None,Very limited,Very limited,Very limited,10.055,1.055,5.5166666666666675,87.5
404,-157.00011_21.16149,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
405,-157.00730_21.16189,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
406,-157.00744_21.16210,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
407,-157.00755_21.16234,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
408,-157.00739_21.16247,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
409,-157.00715_21.16255,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
410,-157.08975_21.17270,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
411,-157.09102_21.17271,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
412,-157.09193_21.17720,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
413,-157.09363_21.17756,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
414,-157.09675_21.17823,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
415,-157.09919_21.17482,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
416,-157.09778_21.18070,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
417,-157.10038_21.17677,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
418,-157.10051_21.18298,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
419,-157.10779_21.18060,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
420,-157.10935_21.18094,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
421,-157.11091_21.18127,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
422,-157.10076_21.16599,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
423,-157.10105_21.16606,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
424,-157.10134_21.16612,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
425,-157.10163_21.16618,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
426,-157.10192_21.16624,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
427,-157.10011_21.17367,0.0,None,Very limited,Not rated,Very limited,4.5575,1.41,2.875,50.0
428,-157.09982_21.17361,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
429,-157.09953_21.17355,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
430,-157.09895_21.17342,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
431,-157.10407_21.16835,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
432,-157.10525_21.17087,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
433,-157.10681_21.17120,,None,Very limited,Very limited,Very limited,8.138,2.5380000000000003,5.1,100.0
434,-157.10837_21.17153,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
435,-157.10992_21.17187,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
436,-157.11139_21.17218,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
437,-157.11328_21.17635,,None,Very limited,Very limited,Very limited,4.448333333333333,0.75,2.333333333333333,98.0
438,-157.11397_21.17349,,None,Very limited,Very limited,Very limited,8.138000000000002,2.5380000000000003,5.1,100.0
439,-156.97155_21.07065,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
440,-156.96346_21.06887,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
441,-156.96478_21.06915,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
442,-156.96024_21.06768,,Rare,Very limited,Very limited,Very limited,141.0,42.34,92.0,86.66666666666669
443,-156.75801_21.10079,,None,Very limited,Very limited,Very limited,9.585,1.22,5.316666666666666,86.16666666666669
444,-156.75281_21.10168,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
445,-156.75338_21.10124,,Occasional,Very limited,Very limited,Very limited,91.74,9.170000000000002,46.5,87.5
446,-157.00697_21.16247,127.0,None,Somewhat limited,Somewhat limited,Somewhat limited,28.055,3.4225000000000003,15.25,73.75
447,-156.98841_21.07668,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
448,-156.98821_21.07658,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
449,-156.98719_21.07612,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
450,-156.98801_21.07649,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
451,-156.97832_21.07236,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
452,-156.97811_21.07225,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
453,-156.98953_21.07709,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
454,-156.98861_21.07676,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
455,-156.98921_21.07709,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
456,-156.98747_21.07630,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
457,-156.98760_21.07619,,Occasional,Very limited,Very limited,Very limited,45.068000000000005,10.16,27.2,91.4
458,-156.98250_21.07395,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
459,-156.98223_21.07383,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
460,-156.98197_21.07368,,Frequent,Very limited,Very limited,Very limited,42.0,7.5233333333333325,24.66666666666667,98.88888888888891
