,Uid,Wave_pwr
455,-156.98921_21.07709,0.985060989857
456,-156.98747_21.07630,0.985060989857
457,-156.98760_21.07619,0.985060989857
458,-156.98250_21.07395,0.904797017574
459,-156.98223_21.07383,0.904797017574
460,-156.98197_21.07368,0.904797017574
461,-156.98025_21.07313,0.904797017574
462,-156.97987_21.07299,0.904797017574
463,-157.01101_21.08273,1.6123650074
464,-157.01126_21.08286,1.6123650074
465,-157.01151_21.08300,1.6123650074
466,-157.01206_21.08326,1.6123650074
467,-157.01233_21.08334,1.6123650074
468,-157.01263_21.08345,1.6123650074
469,-157.01290_21.08353,1.6123650074
470,-157.01242_21.08416,1.6123650074
471,-157.01203_21.08385,1.6123650074
472,-157.01178_21.08374,1.6123650074
473,-157.01152_21.08362,1.6123650074
474,-157.01126_21.08350,1.6123650074
475,-157.01074_21.08326,1.6123650074
476,-157.01049_21.08375,1.6123650074
477,-157.01075_21.08388,1.6123650074
478,-157.01101_21.08400,1.6123650074
479,-157.01126_21.08412,1.6123650074
480,-157.01152_21.08424,1.6123650074
481,-157.01177_21.08436,1.6123650074
482,-157.01230_21.08440,1.6123650074
483,-157.01216_21.08467,1.6123650074
484,-157.00911_21.08191,1.6123650074
485,-157.00945_21.08203,1.6123650074
486,-157.00970_21.08213,1.6123650074
487,-157.00996_21.08225,1.6123650074
488,-157.01021_21.08236,1.6123650074
489,-157.01049_21.08251,1.6123650074
490,-157.01075_21.08262,1.6123650074
491,-157.01048_21.08314,1.6123650074
492,-157.01022_21.08302,1.6123650074
493,-157.00996_21.08290,1.6123650074
494,-157.00970_21.08278,1.6123650074
495,-157.00945_21.08266,1.6123650074
496,-157.00919_21.08255,1.6123650074
497,-157.00883_21.08237,1.6123650074
498,-157.00856_21.08282,1.6123650074
499,-157.00895_21.08300,1.6123650074
500,-157.00921_21.08313,1.6123650074
501,-157.00946_21.08325,1.6123650074
502,-157.00971_21.08337,1.6123650074
503,-157.00997_21.08350,1.6123650074
504,-157.01022_21.08362,1.6123650074
505,-156.99849_21.08352,1.6123650074
506,-156.99829_21.08336,1.6123650074
507,-156.99868_21.08323,1.6123650074
508,-156.99886_21.08296,1.6123650074
509,-156.79552_21.07381,1.3457750082
510,-156.79419_21.07601,1.3457750082
511,-156.79606_21.07158,1.3457750082
512,-156.80277_21.07127,1.3457750082
513,-156.79589_21.07464,1.3457750082
514,-156.79631_21.07147,1.3457750082
515,-156.80188_21.07240,1.3457750082
516,-156.79894_21.07317,1.3457750082
517,-156.79790_21.07365,1.3457750082
518,-156.79687_21.07364,1.3457750082
519,-156.80129_21.07051,1.3457750082
520,-156.80416_21.06856,2.00781798363
521,-156.81570_21.06772,0.717773973942
522,-156.81191_21.06909,0.717773973942
523,-156.80615_21.07114,2.00781798363
524,-157.08974_21.18197,23.2018013
525,-157.08573_21.18110,21.6665916443
526,-157.08944_21.18190,23.2018013
527,-157.08603_21.18117,21.6665916443
528,-157.08633_21.18123,21.6665916443
529,-157.08662_21.18131,21.6665916443
530,-156.81677_21.06774,0.717773973942
531,-156.81913_21.06789,0.717773973942
532,-156.82418_21.06447,0.717773973942
533,-157.08914_21.18184,21.6665916443
534,-157.08884_21.18177,21.6665916443
535,-157.08854_21.18171,21.6665916443
536,-157.05218_21.16225,23.5026836395
537,-157.05414_21.16241,23.5026836395
538,-157.05584_21.16296,23.5026836395
539,-157.05893_21.16416,21.6665916443
540,-157.06051_21.16435,21.6665916443
541,-157.04439_21.16764,22.5975627899
542,-157.04822_21.16631,22.2506084442
543,-157.04833_21.16978,22.5975627899
544,-157.04908_21.17296,22.5975627899
545,-157.05332_21.17131,22.5975627899
546,-157.05252_21.17614,22.3342056274
547,-157.05238_21.17824,22.3342056274
548,-157.05504_21.17902,22.3342056274
549,-157.05141_21.16901,22.5975627899
550,-157.04883_21.17107,22.5975627899
551,-157.05693_21.16391,21.6665916443
552,-157.06987_21.15940,22.943107605
553,-157.06251_21.16710,22.0088233948
554,-156.95460_21.07414,0.772778987885
555,-156.95216_21.07581,0.772778987885
556,-156.97114_21.07420,0.904797017574
557,-156.97017_21.07985,0.904797017574
558,-157.04770_21.10623,4.34668779373
559,-157.02962_21.09637,11.9335298538
560,-157.04635_21.10278,4.34668779373
561,-157.04608_21.10267,4.34668779373
562,-157.04583_21.10256,4.34668779373
563,-157.04557_21.10244,4.34668779373
564,-157.04597_21.10339,4.34668779373
565,-157.04570_21.10329,4.34668779373
566,-157.04545_21.10318,4.34668779373
567,-157.04518_21.10306,4.34668779373
568,-157.04488_21.10293,4.34668779373
569,-157.04464_21.10283,1.07339394093
570,-157.04413_21.10261,1.07339394093
571,-157.04383_21.10248,1.07339394093
572,-157.04358_21.10238,1.07339394093
573,-157.04332_21.10227,1.07339394093
574,-157.04308_21.10216,1.07339394093
575,-157.03017_21.09661,1.07339394093
576,-157.02930_21.09873,1.07339394093
577,-157.04001_21.10254,1.07339394093
578,-157.04677_21.10579,4.34668779373
579,-157.04750_21.10254,4.34668779373
580,-157.04660_21.10606,4.34668779373
581,-157.04645_21.10637,4.34668779373
582,-157.04719_21.10118,4.34668779373
583,-157.04016_21.09616,1.07339394093
584,-157.03982_21.09696,1.07339394093
585,-157.04010_21.09697,1.07339394093
586,-157.04035_21.09707,1.07339394093
587,-157.04063_21.09715,1.07339394093
588,-157.04093_21.09725,1.07339394093
589,-157.04188_21.09765,1.07339394093
590,-157.04052_21.09612,1.07339394093
591,-157.03809_21.09753,1.07339394093
592,-157.03582_21.10003,1.07339394093
593,-157.03526_21.09955,1.07339394093
594,-157.00020_21.08451,1.6123650074
595,-156.99968_21.08148,1.6123650074
596,-156.99986_21.08156,1.6123650074
597,-157.00027_21.08333,1.6123650074
598,-156.99951_21.08204,1.6123650074
599,-157.00076_21.08209,1.6123650074
600,-156.99868_21.08279,1.6123650074
601,-156.99990_21.08364,1.6123650074
602,-156.99902_21.08221,1.6123650074
603,-156.99990_21.08390,1.6123650074
604,-156.99847_21.08307,1.6123650074
605,-157.00151_21.08258,1.6123650074
606,-157.00160_21.08241,1.6123650074
607,-157.00140_21.08227,1.6123650074
608,-157.00167_21.08206,1.6123650074
609,-157.00152_21.08197,1.6123650074
610,-157.00115_21.08197,1.6123650074
611,-157.05291_21.11069,0.782214999199
612,-157.05337_21.13140,2.54911994934
613,-157.05361_21.12899,1.26541697979
614,-157.01722_21.15426,2.54911994934
615,-157.01594_21.15427,2.54911994934
616,-157.01490_21.15391,2.54911994934
617,-157.01373_21.15409,1.26541697979
618,-157.03017_21.17766,22.7955532074
619,-157.01318_21.14995,3.80670690536
620,-157.05153_21.10787,3.80670690536
621,-157.08379_21.10696,1.83635497093
622,-156.94407_21.06611,2.87558293343
623,-156.95134_21.06563,2.87558293343
624,-156.95038_21.06695,2.87558293343
625,-156.94530_21.06399,2.87558293343
626,-156.99674_21.07877,6.64666223526
627,-157.03532_21.10127,1.07339394093
628,-157.03601_21.09966,1.07339394093
629,-157.01803_21.16028,22.943107605
630,-157.01516_21.15509,2.54911994934
631,-157.01420_21.15524,2.54911994934
632,-157.01370_21.15546,2.54911994934
633,-157.01332_21.15578,2.54911994934
634,-157.02095_21.16035,22.943107605
635,-157.01953_21.16052,22.943107605
636,-157.01181_21.16460,22.2506084442
637,-157.05674_21.16611,22.0088233948
638,-157.00672_21.16418,22.943107605
639,-157.00980_21.15840,1.83635497093
640,-157.05498_21.16531,21.6665916443
641,-157.05597_21.16574,21.6665916443
642,-157.05613_21.16715,22.0088233948
643,-157.05181_21.16436,21.6665916443
644,-157.05167_21.16492,21.6665916443
645,-157.05153_21.16549,22.0088233948
646,-157.05146_21.16577,22.0088233948
647,-157.05123_21.16661,22.0088233948
648,-157.05105_21.16696,22.2506084442
649,-157.05113_21.16732,22.2506084442
650,-156.96368_21.06961,0.871667981148
651,-156.99968_21.08112,1.6123650074
652,-156.99468_21.07822,6.64666223526
653,-156.99405_21.07814,6.64666223526
654,-157.05592_21.16802,22.0088233948
655,-157.05570_21.16889,22.2506084442
656,-157.05542_21.16998,22.2506084442
657,-157.05568_21.17138,22.5975627899
658,-157.05483_21.17087,22.2506084442
659,-157.05309_21.16934,22.2506084442
660,-157.05360_21.16853,22.2506084442
661,-157.05397_21.16705,22.0088233948
662,-157.05416_21.16629,22.0088233948
663,-157.05784_21.16642,22.0088233948
664,-157.05865_21.16660,22.0088233948
665,-157.05943_21.16680,22.0088233948
666,-157.06032_21.16647,22.0088233948
667,-157.05942_21.16846,22.0088233948
668,-157.05914_21.16957,22.0088233948
669,-157.05879_21.17096,22.2506084442
670,-157.05852_21.17208,22.2506084442
671,-157.05856_21.17350,22.5975627899
672,-157.05781_21.17332,22.5975627899
673,-157.05716_21.17278,22.5975627899
674,-157.05642_21.17236,22.5975627899
675,-157.05710_21.17112,22.2506084442
676,-157.05761_21.16909,22.2506084442
677,-157.05787_21.16805,22.0088233948
678,-157.06102_21.16725,22.0088233948
679,-157.06179_21.16743,22.0088233948
680,-157.06107_21.16868,22.0088233948
681,-157.06020_21.17020,22.2506084442
682,-157.06047_21.17111,22.2506084442
683,-157.06021_21.17219,22.2506084442
684,-157.06020_21.17387,22.5975627899
685,-157.05941_21.17370,22.5975627899
686,-157.05893_21.17041,22.2506084442
687,-157.05865_21.17153,22.2506084442
688,-157.05178_21.16832,22.2506084442
689,-157.06094_21.16922,22.0088233948
690,-157.06006_21.16748,22.0088233948
691,-157.05726_21.16548,21.6665916443
692,-157.05711_21.16607,22.0088233948
693,-157.05696_21.17007,22.2506084442
694,-157.00466_21.16135,2.49733495712
695,-157.00495_21.16122,2.49733495712
696,-157.00549_21.16100,1.83635497093
697,-157.00921_21.16030,2.82686710358
698,-157.00850_21.16071,1.98892903328
699,-157.00737_21.16095,1.98892903328
700,-157.00787_21.16023,1.83635497093
701,-157.00732_21.16045,1.83635497093
702,-157.00521_21.16160,1.83635497093
