,Uid,BlockBk_ID
210,-156.97856_21.07244,21429
211,-156.97779_21.07208,21429
212,-156.97743_21.07189,21429
213,-156.98923_21.07688,20418
214,-156.98888_21.07686,20418
215,-157.06210_21.16463,21334
216,-157.06519_21.16514,21334
217,-157.06656_21.16647,21334
218,-157.06882_21.16369,21334
219,-157.04613_21.16245,22382
220,-157.06121_21.17479,20720
221,-157.06346_21.17201,23023
222,-157.06472_21.17397,20974
223,-157.06586_21.17588,21719
224,-157.04328_21.16448,21725
225,-157.00406_21.16160,21897
226,-157.00311_21.16169,21897
227,-157.00333_21.16198,21897
228,-157.00368_21.16239,21897
229,-157.00388_21.16229,21897
230,-157.00425_21.16210,21897
231,-157.00443_21.16201,21897
232,-157.00631_21.16162,20813
233,-157.00647_21.16153,20813
234,-157.00520_21.16214,20813
235,-157.00529_21.16230,20813
236,-157.00547_21.16261,20813
237,-157.00556_21.16277,20813
238,-156.99814_21.08295,20345
239,-157.00460_21.16186,21897
240,-157.00488_21.16254,20813
241,-157.00408_21.16278,20813
242,-157.00419_21.16303,20813
243,-157.00376_21.16340,20813
244,-157.00434_21.16375,20813
245,-157.00416_21.16344,20813
246,-157.00483_21.16353,20813
247,-157.00476_21.16333,20813
248,-157.00469_21.16316,20813
249,-157.00555_21.16355,20813
250,-157.00567_21.16376,20813
251,-157.00578_21.16396,20813
252,-157.00556_21.16401,20813
253,-157.00538_21.16370,20813
254,-157.00522_21.16378,20813
255,-157.00540_21.16409,20813
256,-157.00491_21.16393,20813
257,-157.00509_21.16424,20813
258,-157.00481_21.16418,20813
259,-157.00414_21.16427,20813
260,-157.00435_21.16454,20813
261,-157.00459_21.16481,20813
262,-157.00489_21.16479,20813
263,-157.00547_21.16464,20813
264,-157.00592_21.16462,20813
265,-157.00575_21.16438,20813
266,-157.00603_21.16426,20813
267,-157.00616_21.16454,20813
268,-157.00505_21.16292,20813
269,-157.05414_21.17199,23595
270,-157.06280_21.16713,21894
271,-157.06308_21.16722,21894
272,-157.06338_21.16727,21894
273,-157.06367_21.16735,21894
274,-157.05438_21.17224,23595
275,-157.05462_21.17249,23595
276,-157.05489_21.17273,23595
277,-157.05513_21.17299,23593
278,-157.03023_21.09296,22856
279,-157.03305_21.09458,22991
280,-157.03387_21.09496,22991
281,-157.07721_21.18321,20715
282,-157.07877_21.18354,20715
283,-157.07478_21.17968,23016
284,-157.06762_21.17599,21213
285,-157.07008_21.17262,21213
286,-157.07129_21.17273,21213
287,-157.07016_21.17654,21213
288,-157.07045_21.17660,21213
289,-157.07074_21.17666,21213
290,-157.07104_21.17672,21213
291,-157.07133_21.17679,21213
292,-157.08469_21.16657,20897
293,-157.08606_21.16793,21219
294,-157.08786_21.16719,21219
295,-157.08844_21.17135,20806
296,-157.09097_21.16782,22797
297,-157.09252_21.16821,22797
298,-157.09504_21.16464,22797
299,-157.07518_21.16508,20718
300,-157.03453_21.09521,22991
301,-157.02861_21.09604,21596
302,-157.03177_21.09674,22770
303,-157.03387_21.09658,22770
304,-157.04190_21.09985,20410
305,-157.04395_21.10145,22992
306,-157.04702_21.10328,22116
307,-157.04836_21.10315,21767
308,-157.04870_21.10500,20416
309,-157.04969_21.10587,20416
310,-157.04145_21.10320,20408
311,-157.04297_21.10333,20408
312,-157.04397_21.10364,21596
313,-157.04511_21.10404,21596
314,-157.04587_21.10469,21596
315,-157.04715_21.10509,21596
316,-156.99801_21.08314,20345
317,-156.99752_21.08390,20345
318,-156.99739_21.08409,20345
319,-156.99713_21.08446,20345
320,-156.99701_21.08465,20345
321,-156.99687_21.08485,20345
322,-156.99658_21.08527,20345
323,-156.99621_21.08582,20345
324,-156.99862_21.08139,20345
325,-156.99822_21.08195,20345
326,-156.99810_21.08214,20345
327,-156.99797_21.08233,20345
328,-156.99784_21.08252,20345
329,-156.99772_21.08271,20345
330,-156.99747_21.08308,20345
331,-156.99735_21.08327,20345
332,-156.99704_21.08340,20345
333,-156.99692_21.08357,20345
334,-156.99669_21.08381,20345
335,-156.99684_21.08402,20345
336,-156.99671_21.08420,20345
337,-156.99658_21.08439,20345
338,-156.98834_21.07849,22769
339,-156.98783_21.07813,22769
340,-156.98773_21.07839,22769
341,-156.98755_21.07805,22769
342,-156.98738_21.07798,22769
343,-156.98685_21.07802,22769
344,-156.98655_21.07763,22769
345,-156.98645_21.07850,22769
346,-156.98667_21.07856,22769
347,-156.98688_21.07864,22769
348,-156.98735_21.07867,22769
349,-157.00588_21.16273,20813
350,-157.00612_21.16270,20813
351,-157.00625_21.16290,20813
352,-157.06633_21.18101,21209
353,-157.06786_21.18123,21209
354,-157.06942_21.18156,21789
355,-157.07098_21.18190,21788
356,-157.07255_21.18223,21788
357,-157.07566_21.18292,21788
358,-156.85161_21.05797,20014
359,-156.87697_21.04899,21183
360,-156.87755_21.04803,21183
361,-156.87726_21.04898,21183
362,-156.76117_21.09520,19923
363,-156.76187_21.09609,20341
364,-156.76199_21.09639,20341
365,-156.98789_21.07911,22769
366,-156.98706_21.07882,22769
367,-157.00248_21.08288,21431
368,-157.00237_21.08303,21431
369,-157.00226_21.08318,21431
370,-157.00215_21.08333,21431
371,-157.00204_21.08347,21431
372,-157.00193_21.08362,21431
373,-157.00161_21.08407,21431
374,-157.00138_21.08437,21431
375,-157.00115_21.08468,21431
376,-157.00103_21.08485,21431
377,-157.00090_21.08503,21431
378,-157.00076_21.08522,21431
379,-157.00061_21.08541,21431
380,-157.00046_21.08562,21431
381,-157.00030_21.08585,21431
382,-157.00013_21.08608,21431
383,-156.95339_21.06640,20152
384,-156.95436_21.06659,20152
385,-156.95454_21.06661,20152
386,-156.95471_21.06662,20152
387,-156.79584_21.07375,20341
388,-157.09732_21.16916,20370
389,-157.09888_21.16950,20370
390,-157.08724_21.16317,21219
391,-157.08664_21.17198,23366
392,-157.08726_21.17619,22042
393,-156.76241_21.09543,20341
394,-156.77030_21.09000,20341
395,-156.77278_21.08783,19923
396,-156.77363_21.08723,19923
397,-156.77535_21.08943,20341
398,-156.77466_21.08658,19923
399,-156.79158_21.07644,19923
400,-156.79130_21.07665,19923
401,-156.78955_21.07762,19923
402,-156.78581_21.08057,19923
403,-156.79344_21.07649,20341
404,-157.00011_21.16149,21897
405,-157.00730_21.16189,20813
406,-157.00744_21.16210,20813
407,-157.00755_21.16234,20813
408,-157.00739_21.16247,20813
409,-157.00715_21.16255,20813
410,-157.08975_21.17270,21240
411,-157.09102_21.17271,21240
412,-157.09193_21.17720,22042
413,-157.09363_21.17756,20716
414,-157.09675_21.17823,20716
415,-157.09919_21.17482,20641
416,-157.09778_21.18070,20641
417,-157.10038_21.17677,20641
418,-157.10051_21.18298,20641
419,-157.10779_21.18060,23365
420,-157.10935_21.18094,23365
421,-157.11091_21.18127,23017
422,-157.10076_21.16599,20370
423,-157.10105_21.16606,20370
424,-157.10134_21.16612,20370
425,-157.10163_21.16618,20370
426,-157.10192_21.16624,20370
427,-157.10011_21.17367,20370
428,-157.09982_21.17361,20370
429,-157.09953_21.17355,20370
430,-157.09895_21.17342,20370
431,-157.10407_21.16835,21326
432,-157.10525_21.17087,21211
433,-157.10681_21.17120,21211
434,-157.10837_21.17153,21211
435,-157.10992_21.17187,21211
436,-157.11139_21.17218,21211
437,-157.11328_21.17635,23367
438,-157.11397_21.17349,23367
439,-156.97155_21.07065,20152
440,-156.96346_21.06887,20152
441,-156.96478_21.06915,20152
442,-156.96024_21.06768,20152
443,-156.75801_21.10079,19924
444,-156.75281_21.10168,19924
445,-156.75338_21.10124,19924
446,-157.00697_21.16247,20813
447,-156.98841_21.07668,20418
448,-156.98821_21.07658,20418
449,-156.98719_21.07612,20418
450,-156.98801_21.07649,20418
451,-156.97832_21.07236,21429
452,-156.97811_21.07225,21429
453,-156.98953_21.07709,22119
454,-156.98861_21.07676,20418
455,-156.98921_21.07709,20418
456,-156.98747_21.07630,20418
457,-156.98760_21.07619,20418
458,-156.98250_21.07395,20249
459,-156.98223_21.07383,20249
460,-156.98197_21.07368,20249
461,-156.98025_21.07313,21429
462,-156.97987_21.07299,21429
463,-157.01101_21.08273,21768
464,-157.01126_21.08286,21768
465,-157.01151_21.08300,21768
466,-157.01206_21.08326,21768
467,-157.01233_21.08334,21768
468,-157.01263_21.08345,21768
469,-157.01290_21.08353,21768
470,-157.01242_21.08416,21768
471,-157.01203_21.08385,21181
472,-157.01178_21.08374,21181
473,-157.01152_21.08362,21181
474,-157.01126_21.08350,21181
475,-157.01074_21.08326,21181
476,-157.01049_21.08375,21181
477,-157.01075_21.08388,21181
478,-157.01101_21.08400,21181
479,-157.01126_21.08412,21181
480,-157.01152_21.08424,21181
481,-157.01177_21.08436,21181
482,-157.01230_21.08440,21768
483,-157.01216_21.08467,21768
484,-157.00911_21.08191,20411
485,-157.00945_21.08203,20411
486,-157.00970_21.08213,21768
487,-157.00996_21.08225,21768
488,-157.01021_21.08236,21768
489,-157.01049_21.08251,21768
490,-157.01075_21.08262,21768
491,-157.01048_21.08314,21181
492,-157.01022_21.08302,21181
493,-157.00996_21.08290,21181
494,-157.00970_21.08278,21181
495,-157.00945_21.08266,21181
496,-157.00919_21.08255,21181
497,-157.00883_21.08237,20411
498,-157.00856_21.08282,20411
499,-157.00895_21.08300,21181
500,-157.00921_21.08313,21181
501,-157.00946_21.08325,21181
502,-157.00971_21.08337,21181
503,-157.00997_21.08350,21181
504,-157.01022_21.08362,21181
505,-156.99849_21.08352,20345
506,-156.99829_21.08336,20345
507,-156.99868_21.08323,20345
508,-156.99886_21.08296,20345
509,-156.79552_21.07381,20341
510,-156.79419_21.07601,20341
511,-156.79606_21.07158,19923
512,-156.80277_21.07127,20341
513,-156.79589_21.07464,20341
514,-156.79631_21.07147,19923
515,-156.80188_21.07240,20341
516,-156.79894_21.07317,20341
517,-156.79790_21.07365,20341
518,-156.79687_21.07364,20341
519,-156.80129_21.07051,20337
520,-156.80416_21.06856,22528
521,-156.81570_21.06772,21427
522,-156.81191_21.06909,21427
523,-156.80615_21.07114,23740
524,-157.08974_21.18197,22801
525,-157.08573_21.18110,22801
526,-157.08944_21.18190,22801
527,-157.08603_21.18117,22801
528,-157.08633_21.18123,22801
529,-157.08662_21.18131,22801
530,-156.81677_21.06774,21427
531,-156.81913_21.06789,20015
532,-156.82418_21.06447,21506
533,-157.08914_21.18184,22801
534,-157.08884_21.18177,22801
535,-157.08854_21.18171,22801
536,-157.05218_21.16225,21334
537,-157.05414_21.16241,21334
538,-157.05584_21.16296,21334
539,-157.05893_21.16416,21334
540,-157.06051_21.16435,21334
541,-157.04439_21.16764,23022
542,-157.04822_21.16631,21791
543,-157.04833_21.16978,21791
544,-157.04908_21.17296,21790
545,-157.05332_21.17131,21792
546,-157.05252_21.17614,23593
547,-157.05238_21.17824,20941
548,-157.05504_21.17902,20941
549,-157.05141_21.16901,21791
550,-157.04883_21.17107,21791
551,-157.05693_21.16391,21334
552,-157.06987_21.15940,21334
553,-157.06251_21.16710,21894
554,-156.95460_21.07414,20336
555,-156.95216_21.07581,20336
556,-156.97114_21.07420,20336
557,-156.97017_21.07985,20336
558,-157.04770_21.10623,21596
559,-157.02962_21.09637,21600
560,-157.04635_21.10278,22992
561,-157.04608_21.10267,22992
562,-157.04583_21.10256,22992
563,-157.04557_21.10244,22992
564,-157.04597_21.10339,21596
565,-157.04570_21.10329,21596
566,-157.04545_21.10318,21596
567,-157.04518_21.10306,21596
568,-157.04488_21.10293,21596
569,-157.04464_21.10283,21596
570,-157.04413_21.10261,21596
571,-157.04383_21.10248,20408
572,-157.04358_21.10238,20408
573,-157.04332_21.10227,20408
574,-157.04308_21.10216,20408
575,-157.03017_21.09661,22770
576,-157.02930_21.09873,21596
577,-157.04001_21.10254,21596
578,-157.04677_21.10579,21596
579,-157.04750_21.10254,21767
580,-157.04660_21.10606,21596
581,-157.04645_21.10637,21596
582,-157.04719_21.10118,23735
583,-157.04016_21.09616,23735
584,-157.03982_21.09696,23735
585,-157.04010_21.09697,23735
586,-157.04035_21.09707,23735
587,-157.04063_21.09715,23735
588,-157.04093_21.09725,23735
589,-157.04188_21.09765,23735
590,-157.04052_21.09612,23735
591,-157.03809_21.09753,20410
592,-157.03582_21.10003,20510
593,-157.03526_21.09955,20510
594,-157.00020_21.08451,22122
595,-156.99968_21.08148,23739
596,-156.99986_21.08156,23739
597,-157.00027_21.08333,21498
598,-156.99951_21.08204,20345
599,-157.00076_21.08209,21498
600,-156.99868_21.08279,20345
601,-156.99990_21.08364,21498
602,-156.99902_21.08221,20345
603,-156.99990_21.08390,21498
604,-156.99847_21.08307,20345
605,-157.00151_21.08258,22122
606,-157.00160_21.08241,22122
607,-157.00140_21.08227,22122
608,-157.00167_21.08206,22122
609,-157.00152_21.08197,22122
610,-157.00115_21.08197,21498
611,-157.05291_21.11069,22115
612,-157.05337_21.13140,21526
613,-157.05361_21.12899,21526
614,-157.01722_21.15426,20367
615,-157.01594_21.15427,20367
616,-157.01490_21.15391,20367
617,-157.01373_21.15409,20367
618,-157.03017_21.17766,23026
619,-157.01318_21.14995,20097
620,-157.05153_21.10787,22115
621,-157.08379_21.10696,20908
622,-156.94407_21.06611,21424
623,-156.95134_21.06563,20152
624,-156.95038_21.06695,20336
625,-156.94530_21.06399,21424
626,-156.99674_21.07877,20250
627,-157.03532_21.10127,20510
628,-157.03601_21.09966,20510
629,-157.01803_21.16028,20814
630,-157.01516_21.15509,20368
631,-157.01420_21.15524,20368
632,-157.01370_21.15546,20368
633,-157.01332_21.15578,20368
634,-157.02095_21.16035,20814
635,-157.01953_21.16052,20814
636,-157.01181_21.16460,20813
637,-157.05674_21.16611,23021
638,-157.00672_21.16418,20813
639,-157.00980_21.15840,21897
640,-157.05498_21.16531,23021
641,-157.05597_21.16574,23021
642,-157.05613_21.16715,23021
643,-157.05181_21.16436,23021
644,-157.05167_21.16492,23021
645,-157.05153_21.16549,23021
646,-157.05146_21.16577,23021
647,-157.05123_21.16661,23021
648,-157.05105_21.16696,23021
649,-157.05113_21.16732,23021
650,-156.96368_21.06961,20336
651,-156.99968_21.08112,23739
652,-156.99468_21.07822,20518
653,-156.99405_21.07814,22119
654,-157.05592_21.16802,23021
655,-157.05570_21.16889,23021
656,-157.05542_21.16998,23021
657,-157.05568_21.17138,23021
658,-157.05483_21.17087,23021
659,-157.05309_21.16934,23021
660,-157.05360_21.16853,23021
661,-157.05397_21.16705,23021
662,-157.05416_21.16629,23021
663,-157.05784_21.16642,23594
664,-157.05865_21.16660,23594
665,-157.05943_21.16680,23594
666,-157.06032_21.16647,23594
667,-157.05942_21.16846,23594
668,-157.05914_21.16957,23594
669,-157.05879_21.17096,23594
670,-157.05852_21.17208,23594
671,-157.05856_21.17350,23594
672,-157.05781_21.17332,23594
673,-157.05716_21.17278,23594
674,-157.05642_21.17236,23594
675,-157.05710_21.17112,23594
676,-157.05761_21.16909,23594
677,-157.05787_21.16805,23594
678,-157.06102_21.16725,20720
679,-157.06179_21.16743,20809
680,-157.06107_21.16868,20809
681,-157.06020_21.17020,20720
682,-157.06047_21.17111,20720
683,-157.06021_21.17219,20720
684,-157.06020_21.17387,20720
685,-157.05941_21.17370,20720
686,-157.05893_21.17041,23594
687,-157.05865_21.17153,23594
688,-157.05178_21.16832,23021
689,-157.06094_21.16922,20720
690,-157.06006_21.16748,23594
691,-157.05726_21.16548,23021
692,-157.05711_21.16607,23021
693,-157.05696_21.17007,23594
694,-157.00466_21.16135,21897
695,-157.00495_21.16122,21897
696,-157.00549_21.16100,21897
697,-157.00921_21.16030,21793
698,-157.00850_21.16071,20813
699,-157.00737_21.16095,20813
700,-157.00787_21.16023,21897
701,-157.00732_21.16045,21897
702,-157.00521_21.16160,21897
703,-157.00672_21.16086,21897
704,-157.00763_21.16033,21897
705,-157.00662_21.16062,21897
706,-157.04886_21.16546,23021
707,-157.04944_21.16545,23021
708,-157.05002_21.16673,23021
709,-157.04994_21.16620,23021
710,-157.04985_21.16603,23021
711,-157.05041_21.16600,23021
712,-157.05066_21.16597,23021
713,-157.00708_21.08155,20411
714,-157.05083_21.16626,23021
715,-157.05051_21.16631,23021
716,-157.05055_21.16658,23021
717,-157.05070_21.16699,23021
718,-157.05049_21.16691,23021
719,-157.05096_21.16554,23021
720,-157.05310_21.16421,23021
721,-157.05294_21.16487,23021
722,-157.05286_21.16519,23021
723,-157.05277_21.16551,23021
724,-157.05253_21.16648,23021
725,-157.05244_21.16681,23021
726,-157.05233_21.16722,23021
727,-157.05211_21.16806,23021
728,-157.05260_21.16408,23021
729,-157.05251_21.16443,23021
730,-157.05243_21.16475,23021
731,-157.05234_21.16507,23021
732,-157.05226_21.16540,23021
733,-157.05218_21.16572,23021
734,-157.05210_21.16604,23021
735,-157.05201_21.16637,23021
736,-157.05193_21.16669,23021
737,-157.05191_21.16708,23021
738,-157.05165_21.16730,23021
739,-156.75043_21.13161,19924
740,-156.74406_21.14693,19924
741,-156.95895_21.06726,20152
742,-156.95723_21.06685,20152
743,-156.95702_21.06678,20152
744,-156.98756_21.07875,22769
745,-156.98771_21.07889,22769
746,-156.98794_21.07889,22769
747,-156.98846_21.07757,22769
748,-156.98828_21.07804,22769
749,-156.99793_21.08438,20345
750,-156.99855_21.08422,22121
751,-156.99853_21.08458,22121
752,-156.99834_21.08485,22121
753,-156.99826_21.08511,22121
754,-156.99801_21.08552,22121
755,-156.99785_21.08578,22121
756,-156.99775_21.08614,22121
757,-156.99907_21.08500,22121
758,-156.99951_21.08459,22121
759,-157.00003_21.08480,22122
760,-156.99969_21.08538,22122
761,-156.99951_21.08567,22122
762,-156.99934_21.08596,22122
763,-156.99851_21.08685,20345
764,-156.99782_21.08665,20345
765,-156.99748_21.08656,20345
766,-156.99721_21.08635,20345
767,-156.99709_21.08656,20345
768,-156.99679_21.08649,20345
769,-156.99758_21.08496,20345
770,-156.99818_21.08530,22121
771,-156.99871_21.08399,22121
772,-156.99780_21.08596,22121
773,-156.99825_21.08559,22121
774,-156.99853_21.08568,22121
775,-156.99776_21.08467,20345
776,-157.00132_21.08101,20335
777,-157.00118_21.08098,20335
778,-157.00106_21.08086,20335
779,-157.00021_21.08062,20335
780,-157.00220_21.08164,22122
781,-157.00170_21.08168,22122
782,-157.00141_21.08157,21498
783,-157.00127_21.08158,21498
784,-157.00098_21.08151,21498
785,-157.00083_21.08148,21498
786,-157.00069_21.08144,21498
787,-157.00044_21.08139,21498
788,-157.00003_21.08123,23739
789,-156.96307_21.06845,20152
790,-156.96425_21.06893,20152
791,-156.96581_21.06936,20152
792,-156.96632_21.06943,20152
793,-156.96717_21.06980,20152
794,-156.96738_21.06987,20152
795,-156.96759_21.06996,20152
796,-156.96784_21.07005,20152
797,-156.96974_21.07047,20152
798,-156.96997_21.07051,20152
799,-156.97043_21.07056,20152
800,-156.97063_21.07059,20152
801,-156.97106_21.07062,20152
802,-156.99962_21.08011,20335
803,-156.99918_21.08005,20335
804,-156.99904_21.08021,20335
805,-156.99843_21.07981,20335
806,-156.99795_21.08050,20345
807,-156.99626_21.07979,20345
808,-156.99587_21.07932,20345
809,-156.99552_21.07919,20345
810,-156.99528_21.07909,20345
811,-156.99522_21.07951,20345
812,-156.99500_21.07997,20345
813,-156.99579_21.07974,20345
814,-156.99846_21.08058,20345
815,-156.98174_21.07726,20412
816,-156.95647_21.08495,20336
817,-156.99340_21.07803,22119
818,-156.99247_21.07777,22119
819,-156.99183_21.07759,22119
820,-156.99148_21.07758,22119
821,-156.99107_21.07754,22119
822,-156.99062_21.07743,22119
823,-156.99016_21.07729,22119
824,-156.98979_21.07717,22119
825,-156.98628_21.07653,20017
826,-156.98576_21.07630,20017
827,-156.98524_21.07607,20017
828,-156.98472_21.07584,20017
829,-156.98119_21.07335,21429
830,-156.98059_21.07324,21429
831,-156.99920_21.08236,20345
832,-156.99926_21.08201,20345
833,-156.99949_21.08143,23739
834,-157.00035_21.08178,21498
835,-156.99976_21.08268,21498
836,-156.99958_21.08296,21498
837,-156.99900_21.08353,21498
838,-156.99930_21.08371,21498
839,-156.99956_21.08387,21498
840,-156.99974_21.08414,21498
841,-156.99999_21.08350,21498
842,-157.00000_21.08321,21498
843,-157.00029_21.08299,21498
844,-157.00047_21.08270,21498
845,-157.00096_21.08225,21498
846,-157.00090_21.08184,21498
847,-157.00128_21.08248,22122
848,-157.00125_21.08277,22122
849,-157.00108_21.08306,22122
850,-157.00064_21.08378,22122
851,-156.78131_21.08396,19923
852,-156.78033_21.08577,20341
853,-156.77076_21.08973,20341
854,-156.77526_21.08830,20341
855,-156.77555_21.08872,20341
856,-156.77115_21.08855,19923
857,-156.77363_21.08627,19923
858,-156.77925_21.08441,19923
859,-156.82654_21.06278,20013
860,-156.82679_21.06266,20013
861,-156.82732_21.06204,20013
862,-156.82823_21.06556,21506
863,-156.82436_21.06436,21506
864,-156.82459_21.06417,21506
865,-156.82483_21.06419,21506
866,-156.82497_21.06443,21506
867,-156.82506_21.06466,21506
868,-156.82476_21.06462,21506
869,-156.82484_21.06481,21506
870,-156.82466_21.06493,21506
871,-156.82449_21.06477,21506
872,-156.82442_21.06509,21506
